"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2009","2009",2742.07513,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2010","2010",2773.95996,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2011","2011",2903.66154,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2012","2012",3139.23525,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2013","2013",3237.23584,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2014","2014",3402.82622,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2015","2015",3592.07367,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2016","2016",3516.17175,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2017","2017",3682.03353,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2018","2018",3862.68335,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2019","2019",3976.00421,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CZE","Czechia","2020","2020",4127.93337,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","1996","1996",3177.82015,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","1997","1997",3317.91566,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","1999","1999",3559.90315,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2001","2001",3630.60375,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2002","2002",4754.85692,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2003","2003",4618.92274,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2004","2004",4843.25403,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2005","2005",5197.44741,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2006","2006",5298.45015,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2007","2007",5516.35572,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2008","2008",6493.89539,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2009","2009",6656.97016,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2010","2010",6739.18115,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2011","2011",7017.93917,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2012","2012",7143.2887,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2013","2013",7071.13776,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2014","2014",7310.65804,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2015","2015",7528.26439,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2016","2016",7846.65759,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2017","2017",7669.90552,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2018","2018",7636.13314,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2019","2019",7739.42476,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DNK","Denmark","2020","2020",7691.89334,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2004","2004",7821.86137,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2005","2005",7526.63043,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2006","2006",7657.22083,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2007","2007",7361.54046,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2008","2008",7684.80833,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2009","2009",7646.33708,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2010","2010",7720.22345,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2011","2011",7421.582,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2012","2012",7473.70618,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2013","2013",7206.5324,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2014","2014",7009.28753,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2015","2015",6844.54752,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2016","2016",6531.47954,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2017","2017",6721.83019,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2018","2018",6861.14596,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2019","2019",7227.54384,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FIN","Finland","2020","2020",7527.36106,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","1996","1996",2668.87618,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","1997","1997",2657.86067,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","1998","1998",2664.54015,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","1999","1999",2732.74323,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2000","2000",2915.69466,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2001","2001",2986.85851,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2002","2002",3117.21193,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2003","2003",3199.74823,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2004","2004",3334.16691,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2005","2005",3313.25866,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2006","2006",3423.74845,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2007","2007",3585.80596,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2008","2008",3659.88478,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2009","2009",3747.28462,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2010","2010",3873.01285,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2011","2011",3942.38881,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2012","2012",4073.25058,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2013","2013",4154.81555,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2014","2014",4233.6383,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2015","2015",4336.01435,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2016","2016",4414.6989,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2017","2017",4569.90764,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2018","2018",4699.74174,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2019","2019",4811.53098,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","FRA","France","2020","2020",4926.18876,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","1996","1996",2830.52913,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","1997","1997",2896.74656,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","1998","1998",2920.19895,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","1999","1999",3129.2693,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2000","2000",3167.95093,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2001","2001",3245.82431,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2002","2002",3260.09201,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2003","2003",3295.27713,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2004","2004",3309.57342,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2005","2005",3335.03503,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2006","2006",3434.56922,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2007","2007",3578.50351,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2008","2008",3733.27814,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2009","2009",3922.2145,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2010","2010",4058.00032,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2011","2011",4188.81149,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2012","2012",4352.32261,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2013","2013",4366.68635,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2014","2014",4320.70432,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2015","2015",4743.7863,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2016","2016",4861.74329,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2017","2017",5076.5192,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2018","2018",5217.30012,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2019","2019",5396.4705,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","DEU","Germany","2020","2020",5393.14562,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","1997","1997",1005.33116,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","1999","1999",1337.30175,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2001","2001",1290.70596,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2003","2003",1393.29901,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2005","2005",1745.4921,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2006","2006",1779.74915,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2007","2007",1889.68736,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2011","2011",2278.51787,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2012","2012",2300.31448,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2013","2013",2721.31093,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2014","2014",2791.8715,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2015","2015",3255.9863,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2016","2016",2769.89991,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2017","2017",3311.44856,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2018","2018",3486.71567,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2019","2019",3731.04577,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GRC","Greece","2020","2020",4010.34092,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","1996","1996",1007.31162,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","1997","1997",1082.02179,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","1998","1998",1141.19204,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","1999","1999",1227.28944,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2000","2000",1409.51912,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2001","2001",1438.76719,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2002","2002",1471.87798,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2003","2003",1496.84332,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2004","2004",1473.53102,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2005","2005",1574.27119,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2006","2006",1744.98861,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2007","2007",1734.91036,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2008","2008",1851.90616,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2009","2009",2014.5713,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2010","2010",2149.8141,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2011","2011",2326.16657,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2012","2012",2416.47759,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2013","2013",2546.08461,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2014","2014",2673.43438,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2015","2015",2589.09791,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2016","2016",2645.75681,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2017","2017",2921.5331,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2018","2018",3873.91232,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2019","2019",4057.43959,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HUN","Hungary","2020","2020",4357.91619,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","1996","1996",3294.46604,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","1997","1997",4916.96277,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","1998","1998",5137.35398,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","1999","1999",5677.1152,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2001","2001",6572.47788,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2003","2003",6657.35956,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2005","2005",7305.2658,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2006","2006",8006.67289,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2007","2007",7235.98628,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2008","2008",7423.61093,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2009","2009",7925.97655,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2011","2011",6981.39572,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2013","2013",5648.36011,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2015","2015",5887.90678,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ISL","Iceland","2016","2016",6640.45803,,
