Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
SWITZERLAND,36170,1502204,13,78.1,1.6301773983964614,21240,14223,56.15,1.535967848715023,2.67,58.72,2145,51.1,3.142418100815583,41.53176665745092,17.32,7.14,814,1.6967001831798234,51.33579455349737,0.0,Country/Region,3808,2582,3.17574570526038,0,2.0458879418892146,3305,n/a,6428,0.0,3166,9.14,n/a,28359,6259,17191,7456,12720,6601,21947,2703,39.32,1864,5.93,60.62,2.25,23.28,10.53,9.53,17.77,6.57,8.75,17.3,967,6265,20.61,0,60.68
SOUTH KOREA,59767,1302975,14,78.6,0.8270946676259475,14132,13559,81.59,2.53802019392178,0.84,23.65,3834,78.56,2.725656585197606,21.800910201281642,8.09,4.5,825,2.8036129347002627,41.68732173607509,0.0,Country/Region,5475,2692,2.754564133973577,0,1.0739302199900496,19422,n/a,4371,0.0,816,32.5,n/a,46962,4786,19940,3425,14146,11175,46208,9893,22.69,5954,6.41,42.46,1.38,23.8,9.16,21.07,7.31,12.68,1.37,8.01,505,4835,5.73,0,77.31
INDIA,62704,1226998,15,81.4,0.7272172811941823,11844,12848,84.66,2.6627406133764664,0.87,18.89,4609,77.07,2.566722445729421,19.568097729012504,7.35,1.17,773,2.941384801938282,41.30152383898954,0.0,Country/Region,3051,733,2.593944383627707,0,0.963940097219875,14081,n/a,4039,0.0,904,22.46,n/a,45987,5101,13265,4415,6283,12433,49856,9316,20.49,10973,7.35,28.85,1.23,27.04,4.87,20.26,6.44,23.86,1.44,8.14,548,4606,7.04,0,79.51
SWEDEN,30461,1138824,16,81.23,1.3953654016611405,16000,9480,60.47,1.2935337749435531,2.14,52.53,1850,55.08,2.382273746603794,37.386297232526836,15.23,6.52,675,1.4288964412452474,51.90715453202456,0.0,Country/Region,3027,1986,2.407539473365433,0,1.8416788125286878,4383,n/a,3847,0.0,1099,14.39,n/a,24002,3737,13485,3928,8704,6323,20981,3014,31.12,1180,6.07,56.18,2.22,26.34,9.94,12.56,12.63,4.92,3.61,12.27,653,4638,12.9,0,68.88
BELGIUM,27773,973870,17,78.99,1.5299565117200158,15146,8845,61.06,1.179387201060612,2.45,54.53,1247,55.69,2.0372111349998216,35.06535124041335,16.01,6.05,581,1.30280492638798,50.82252481546826,0.0,Country/Region,2749,1680,2.0588172245460177,0,1.7273471622956196,3224,n/a,3206,0.0,1276,11.61,n/a,21427,4066,12205,4268,7968,5008,18928,2606,31.85,1608,4.49,56.96,2.09,23.37,9.9,12.16,11.54,7.5,4.59,14.64,680,4446,15.37,0,68.15
BRAZIL,51034,850970,18,74.29,0.7124848160050163,11477,20295,83.29,2.167171224532001,0.9,22.49,12693,72.3,1.7801200977037985,16.674569894580085,6.33,1.28,2206,2.3939562385512607,37.44810838656582,0.0,Country/Region,2554,653,1.7989995518620807,0,0.8214026088724087,16645,n/a,7501,0.0,665,32.62,n/a,36858,10017,12533,2842,3489,9175,30739,7578,39.77,7572,24.87,34.0,4.32,24.89,5.0,20.56,14.7,20.54,1.3,19.63,458,3233,5.57,0,60.23
SCOTLAND,22473,794775,19,74.51,1.5129501846660438,8731,7838,57.35,0.9543214117824913,2.33,38.85,1148,45.21,1.662567365068729,35.36577226004539,15.26,3.06,656,1.054186984147088,48.37145338406087,0.0,Country/Region,2490,687,1.680200087936338,0,1.7421461412705481,4365,n/a,2801,0.0,2335,19.42,n/a,16301,2960,9798,3544,4955,3678,14635,2038,34.88,787,5.11,60.11,2.92,22.56,11.08,12.5,12.46,4.83,10.39,13.17,524,3430,15.77,0,65.12
DENMARK,18519,742882,20,80.56,1.5720667098655434,9843,5869,59.92,0.7864138399323614,2.49,53.15,945,53.33,1.5540138646748924,40.11458502078946,16.97,5.78,500,0.8687086174262414,52.62870051838652,0.0,Country/Region,2132,1070,1.5704952995833066,0,1.9760764444437442,2622,n/a,2161,0.0,612,14.16,n/a,14790,2398,8723,2292,5710,3754,12650,1699,31.69,614,5.1,58.98,2.7,25.38,11.51,11.49,11.67,4.15,3.3,12.95,462,3143,12.38,0,68.31
TAIWAN,35331,724295,21,80.01,0.8336428179219383,7296,7425,82.75,1.500339509619864,0.69,20.65,1818,77.26,1.5151322445754523,20.50026888568113,8.47,2.09,439,1.657343493832633,44.89164663609861,0.0,Country/Region,2352,740,1.5312013119333772,0,1.009859591686242,14163,n/a,3122,0.0,424,40.09,n/a,27418,1869,13235,2816,5932,7013,27906,4707,21.02,2463,5.15,48.27,1.24,25.58,6.66,17.17,8.84,8.98,1.2,5.29,245,2993,7.97,0,78.98
AUSTRIA,20809,640872,22,73.24,1.3135929357489549,10896,5512,60.5,0.8836592469978135,1.98,52.36,927,53.78,1.3406220281039622,30.79782786294392,13.87,4.91,511,0.976130332092589,45.854122586380896,0.0,Country/Region,1819,1022,1.3548402890829943,0,1.5171255579100835,2238,n/a,2180,0.0,779,10.75,n/a,15474,1872,8348,2255,4717,3441,15297,2158,26.49,1527,4.45,53.95,2.46,22.24,8.74,13.95,10.48,9.87,3.74,9.0,412,2886,10.84,0,73.51
ISRAEL,18440,582975,23,80.17,1.2936352440347072,7572,5249,65.18,0.7830590857148196,1.86,41.06,758,55.83,1.2195089297611805,31.614696312364426,13.67,3.05,397,0.8650028028154809,49.0705314154013,0.0,Country/Region,1778,563,1.2324426992100739,0,1.557365149078049,3089,n/a,2264,0.0,693,16.75,n/a,14104,1710,7865,2316,5580,3383,13191,2036,28.47,820,4.11,55.76,2.15,23.99,9.64,14.44,12.28,5.81,3.76,9.27,343,2521,12.56,0,71.53
FINLAND,15448,528081,24,81.31,1.2685326320559298,7397,4235,64.91,0.6560030778808316,1.81,47.88,831,57.57,1.1046777222646151,34.184425168306575,13.76,4.26,366,0.7246509380636414,50.85550382573796,0.0,Country/Region,1366,658,1.1163936241546464,0,1.6839520415562579,2966,n/a,1594,0.0,629,19.2,n/a,11539,1614,6223,1672,3403,3144,11213,1479,27.41,693,5.38,53.93,2.37,27.25,8.84,12.82,10.32,6.01,4.07,10.45,279,2126,10.82,0,72.59
SINGAPORE,14408,522680,25,80.71,1.3741546154913937,6850,3060,69.11,0.6118392248904079,2.18,47.54,717,61.92,1.0933795229770984,36.27706829539145,16.14,2.6,181,0.6758655305295797,51.688841310383125,0.0,Country/Region,831,375,1.104975599336372,0,1.7870373106152906,1728,n/a,992,0.0,495,11.99,n/a,10493,1152,5946,1331,5295,2744,11348,1254,21.24,549,4.98,56.67,1.26,26.15,5.77,11.95,6.89,5.23,3.44,8.0,314,2326,9.24,0,78.76
HONG KONG,15182,514742,26,80.87,1.4243418851271243,4605,3226,62.74,0.6447073231736654,2.13,30.33,503,59.83,1.0767742450759117,33.90475563166908,15.5,2.01,227,0.712173131905891,52.09961192201292,0.0,Country/Region,980,305,1.0881942105181044,0,1.6701752971803299,4410,n/a,1168,0.0,317,29.05,n/a,11105,1243,5959,1516,3681,2944,11956,1435,21.25,767,3.31,53.66,1.5,26.51,6.46,12.92,7.69,6.91,2.09,8.19,323,2353,9.99,0,78.75
TURKEY,34542,510530,27,75.97,0.7311349487580338,5277,6770,82.0,1.466834432687706,0.74,15.28,2286,72.98,1.0679632812916087,14.77997799779978,6.77,0.98,657,1.6203322567707341,37.614537646922585,0.0,Country/Region,2229,339,1.079289800124738,0,0.7280735013390441,9418,n/a,2264,0.0,199,27.27,n/a,25834,1802,6772,1598,1819,5582,27772,5904,19.6,7576,6.62,26.21,1.9,21.61,6.45,22.85,6.55,29.33,0.58,5.22,257,2338,4.63,0,80.4
NORWAY,14900,505308,28,81.76,1.3404681275167785,7402,4376,62.5,0.632732124574339,2.03,49.68,941,52.89,1.0570395270462072,33.913288590604026,14.98,5.98,353,0.6989447810168474,52.33202640939598,0.0,Country/Region,1317,891,1.068250191607606,0,1.6705956375414233,2606,n/a,1639,0.0,640,17.49,n/a,11135,1749,5953,1765,2770,3101,10524,1462,29.37,619,6.32,53.46,2.37,27.85,8.84,13.13,11.0,5.56,4.3,11.74,302,2232,11.85,0,70.63
POLAND,31443,491276,29,72.94,0.7336869764335465,8680,6476,71.51,1.3352346438248954,0.84,27.61,1823,60.17,1.0276863827391463,15.624336100244888,6.61,1.58,583,1.4749611241283713,35.70649943389626,0.0,Country/Region,1856,496,1.0385857360901039,0,0.7696672547345307,5145,n/a,2927,0.0,490,16.36,n/a,22347,1421,7295,2214,2544,4910,24967,4267,20.6,5875,5.8,32.64,1.85,21.97,5.9,19.09,9.31,26.29,1.56,4.52,263,2079,7.04,0,79.4
RUSSIA,41549,477550,30,68.7,0.5121851789453417,10874,6199,74.35,1.7643883922106856,0.53,26.17,1269,59.07,0.9989733511856457,11.493658090447424,4.39,1.19,351,1.949023940031476,28.264668389130907,0.0,Country/Region,1304,495,1.0095681821823763,0,0.5661867622774286,7698,n/a,3585,0.0,508,18.53,n/a,29482,1322,6407,3275,2201,4319,35350,4775,14.92,13981,3.05,21.73,0.84,14.65,3.14,16.2,8.63,47.42,1.22,3.18,220,1825,7.88,0,85.08
IRAN,24677,453383,31,79.83,0.789046723669814,4435,3481,89.14,1.0479148079275813,0.83,17.97,1364,76.81,0.9484190867565733,18.37269522227175,8.44,0.79,192,1.1575745208827344,42.698627819427,0.0,Country/Region,1059,194,0.9584777534130297,0,0.9050536165551694,7076,n/a,1169,0.0,164,28.67,n/a,18701,794,5278,866,1447,5055,21196,4164,14.11,4204,5.53,28.22,0.78,27.03,4.29,22.27,4.74,22.48,0.66,3.22,204,2083,3.51,0,85.89
GREECE,18262,429081,32,74.58,1.0020559248713177,6523,3948,72.58,0.7755002724145356,1.26,35.72,863,66.25,0.8975824196421067,23.49583835286387,10.31,1.94,304,0.8566529926798435,43.5959553061001,0.0,Country/Region,1354,354,0.9071019268746647,0,1.157423732228315,3681,n/a,1655,0.0,382,20.16,n/a,13531,1271,6633,1427,2384,3283,14314,2356,21.62,1259,4.73,49.02,1.66,24.26,7.41,17.41,9.06,9.3,2.09,6.96,230,1883,7.81,0,78.38
PORTUGAL,16970,405152,33,72.51,1.0641794696523277,6979,4533,74.26,0.7206351781225862,1.46,41.13,852,62.92,0.8475260206880257,23.87460223924573,11.55,1.52,205,0.7960465056279127,44.05909031231585,0.0,Country/Region,1073,258,0.8565146438018095,0,1.17608194328789,3320,n/a,2374,0.0,336,19.56,n/a,11779,1547,5941,2403,2387,3132,12437,1626,26.71,1080,5.02,50.44,1.21,26.59,6.32,13.8,13.99,9.17,1.98,9.12,247,1960,14.16,0,73.29
NEW ZEALAND,12181,386528,34,81.66,1.3199921106641492,5685,2831,61.88,0.5172691281503372,1.86,46.67,467,50.19,0.8085670013340703,31.73204170429357,13.36,2.91,172,0.5713990857426992,49.98375249979477,0.0,Country/Region,1094,354,0.8171424360225936,0,1.5631456766526213,1284,n/a,922,0.0,389,10.54,n/a,8483,933,4053,1098,1631,2448,9350,1373,23.24,609,3.83,47.78,1.41,28.86,8.98,16.19,7.57,7.18,3.19,7.66,227,1627,9.01,0,76.76
IRELAND,13102,359185,35,67.81,1.1805981911158603,5316,3760,67.22,0.5563796171928181,1.5,40.57,502,57.32,0.7513689522471284,27.414516867653795,12.35,2.96,206,0.6146023168377674,42.56477014959548,0.0,Country/Region,1098,388,0.7593377604799012,0,1.3504609605184998,1496,n/a,1644,0.0,752,11.42,n/a,9601,1232,4695,1954,2966,2158,9342,2355,28.7,393,3.83,48.9,1.57,22.48,8.38,24.53,12.55,4.09,5.74,9.4,196,1618,14.91,0,71.3
CZECH REPUBLIC,17800,326961,36,66.22,0.9139535730337079,5975,3522,72.02,0.7558813300284051,1.1,33.57,1014,59.2,0.6839604771793737,18.36859550561798,8.55,2.8,321,0.8349810135637505,37.28681591011236,0.0,Country/Region,1044,499,0.6912143700440413,0,0.9048516612437979,3434,n/a,1414,0.0,268,19.29,n/a,10685,883,4304,1143,2032,2735,14278,2180,19.79,1466,5.7,40.28,1.8,25.6,5.87,20.4,7.94,13.72,1.51,4.96,195,1522,6.42,0,80.21
SOUTH AFRICA,13291,319273,37,78.66,1.0313061319690018,5048,3929,67.44,0.5644055481689624,1.39,37.98,1318,48.27,0.6678781672141025,24.021744037318488,10.22,1.84,384,0.623468126476169,45.251975569934544,0.0,Country/Region,893,245,0.6749614956128444,0,1.1833302655879707,1530,n/a,1643,0.0,442,11.51,n/a,8676,1215,3298,1334,906,2471,9362,1508,29.56,1399,9.92,38.01,2.89,28.48,6.72,17.38,12.36,16.12,3.33,9.14,185,1358,10.04,0,70.44
MEXICO,15528,277977,38,73.29,0.7315371780010305,5741,3270,74.05,0.6594002973416333,0.95,36.97,897,61.78,0.5814922316878489,17.901661514683152,6.94,1.67,259,0.7284036617201078,37.72394145414735,0.0,Country/Region,961,260,0.5876593750989643,0,0.881850120529411,3354,n/a,1419,0.0,396,21.6,n/a,10805,1097,4227,1153,1058,2615,12258,2109,21.06,1854,5.78,39.12,1.67,24.2,6.19,19.52,9.14,17.16,2.55,7.06,147,1077,7.43,0,78.94
WALES,8009,248537,39,74.47,1.3580041328505432,2877,2195,55.89,0.3401041332695222,1.89,35.92,273,42.59,0.5199075275544484,31.032213759520538,14.5,2.33,151,0.37569454705798194,47.79336016980897,0.0,Country/Region,815,187,0.5254215208775233,0,1.5286715940686242,1702,n/a,769,0.0,689,21.25,n/a,5897,771,3177,956,1390,1469,5814,923,27.41,328,3.41,53.87,1.89,24.91,10.18,15.65,9.6,5.56,8.6,9.63,151,1161,11.94,0,72.59
ARGENTINA,11966,242580,40,73.22,0.837430544877152,4388,2958,74.33,0.5081391008494323,0.89,36.67,768,56.38,0.5074462475774556,20.272438575965236,7.26,1.52,205,0.561313640915946,38.742167457797095,0.0,Country/Region,852,182,0.5128280800624035,0,0.998636488963714,2481,n/a,1186,0.0,245,20.73,n/a,8698,1562,3931,1133,784,2127,9008,1553,24.72,1087,6.42,45.19,1.71,24.45,7.12,17.85,9.91,12.5,2.05,13.05,106,869,9.47,0,75.28
HUNGARY,8857,203188,41,70.87,0.9509530653720222,4173,2285,63.62,0.3761146595540215,3.41,47.12,453,52.67,0.4250432358511339,22.940950660494526,11.7,3.79,169,0.4154734178165247,41.63252637461895,0.0,Country/Region,698,336,0.42955112512045374,0,1.1300895220492855,1392,n/a,936,0.0,372,15.72,n/a,6708,689,2962,965,1136,1684,6572,1189,25.8,873,5.11,44.16,1.91,25.1,7.88,17.73,10.57,13.01,4.2,7.78,302,1036,10.9,0,74.2
MALAYSIA,10797,197376,42,76.73,0.8486083634342874,3607,2802,80.99,0.45849723147846566,0.97,33.41,1607,70.69,0.41288527727697205,18.280633509308142,9.01,0.85,104,0.5064769664858323,42.38190322311754,0.0,Country/Region,349,92,0.41726422264983504,0,0.9005185831669829,1665,n/a,444,0.0,798,15.42,n/a,6275,1213,1687,742,846,1538,7995,1243,25.95,1807,14.88,26.88,0.96,24.51,3.23,19.81,4.11,28.8,7.39,11.23,105,973,6.87,0,74.05
THAILAND,8756,178779,43,76.2,0.8520510963910461,3503,1786,73.87,0.37182566998475924,0.9,40.01,560,60.93,0.3739827384600954,20.417884878940157,8.73,1.74,169,0.4107356042002359,42.094729431247146,0.0,Country/Region,638,152,0.37794909442442265,0,1.005801289823332,1593,n/a,336,0.0,182,18.19,n/a,6272,723,2537,419,948,1647,6970,1138,20.4,950,6.4,40.45,1.93,26.26,7.29,18.14,3.84,15.15,2.08,8.26,79,764,4.79,0,79.6
CHILE,7256,169066,44,77.14,1.0066440325248072,3570,2612,65.12,0.3081278050947251,1.12,49.2,887,49.82,0.3536643882139093,23.300165380374864,9.69,0.95,162,0.34037203564149293,42.48596566979052,0.0,Country/Region,739,69,0.35741525345795333,0,1.1477847255790021,963,n/a,1402,0.0,249,13.27,n/a,5352,876,2392,824,554,1088,4644,777,36.0,1095,12.22,44.69,2.23,20.33,10.18,14.52,19.32,20.46,3.43,12.07,81,703,11.36,0,64.0
EGYPT,8243,162319,45,80.91,0.8252057503336164,3292,1493,72.27,0.35004100019236756,0.73,39.94,630,53.22,0.3395505295594238,19.69173844474099,8.44,1.37,108,0.3866712637531458,42.801195232318335,0.0,Country/Region,461,113,0.34315170717969035,0,0.9700307374645293,1256,n/a,357,0.0,98,15.24,n/a,6176,448,2085,294,912,1695,6750,1474,18.11,922,7.64,33.76,1.31,27.44,5.59,23.87,4.33,14.93,1.19,5.43,60,696,3.57,0,81.89
ROMANIA,15205,128958,46,54.75,0.6241864123643538,3257,1424,79.59,0.6456840237686459,0.66,21.42,436,62.64,0.2697635963191258,8.481289049654718,5.74,0.94,102,0.713252039957125,27.79290668858928,0.0,Country/Region,429,143,0.2726246333114331,0,0.41779506134378863,3083,n/a,620,0.0,87,20.28,n/a,8130,278,2070,457,530,1464,13781,1725,9.37,2871,2.87,25.46,0.67,18.01,2.82,21.22,4.08,35.31,0.57,1.83,100,873,3.01,0,90.63
SAUDI ARABIA,5387,126914,47,81.34,0.9117243178021163,2876,1340,58.44,0.22876026544174258,1.39,53.39,643,44.33,0.26548781047508124,23.55930944867273,9.54,1.63,114,0.25269902921729914,43.51456708743271,0.0,Country/Region,293,88,0.26830349968274336,0,1.1605503690180492,325,n/a,353,0.0,76,6.03,n/a,3875,677,1355,290,907,941,4047,937,24.87,642,11.94,34.97,2.12,24.28,5.44,24.18,6.55,16.57,1.41,12.57,75,514,5.38,0,75.13
PAKISTAN,6507,109912,48,81.04,0.6862696941755034,2117,1200,81.1,0.2763213378929681,0.86,32.53,599,67.94,0.22992180708934495,16.891347779314586,6.67,0.68,96,0.3052371604078273,38.62671490702321,0.0,Country/Region,246,44,0.2323602932468419,0,0.832081260327439,1388,n/a,363,0.0,85,21.33,n/a,4405,567,930,259,395,800,5307,1306,18.44,1369,9.21,21.11,1.48,18.16,3.78,29.65,5.58,31.08,1.31,8.71,56,434,3.98,0,81.56
NORTHERN IRELAND,4018,109183,49,70.86,1.2341198855151816,1524,1083,60.85,0.17062534741877142,1.72,37.93,139,48.86,0.22839683258821558,27.1734693877551,12.2,1.87,57,0.18848054564601965,44.83770803882529,0.0,Country/Region,387,75,0.23081914529414385,0,1.3385867694537417,739,n/a,459,0.0,160,18.39,n/a,2874,379,1610,500,560,700,2935,422,26.95,142,3.46,56.02,1.42,24.36,9.63,14.68,11.42,4.94,3.98,9.43,69,490,12.44,0,73.05
