Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
AUSTRALIA,31774,1296661,9,80.94,1.167083414112167,10134,5115,0.0,2.3103692489809333,1.51,31.89,142,0.0,3.38526111612129,40.808868886510986,12.76,1.79,268,2.6428009997629514,48.547906618618995,0.0,Country/Region,2891,568,3.407757595208717,0,1.4652467858176674,5162,n/a,1259,0.0,214,16.25,n/a,26289,1671,13069,1814,14168,6152,26659,4780,16.1,2288,0.45,49.71,0.84,23.4,9.1,18.18,3.96,8.7,0.67,5.26,481,4055,5.71,0,83.9
NETHERLANDS,27751,1295331,10,82.01,1.3154371085726642,10846,6213,0.0,2.0178465735654902,1.8,39.08,130,0.0,3.3817888151232336,46.67691254369212,14.84,4.54,294,2.308188158381748,51.32611883535729,0.0,Country/Region,2927,1259,3.404262219315074,0,1.6759395186065549,4443,n/a,2075,0.0,155,16.01,n/a,23347,2491,14022,2862,20555,5464,21538,2513,22.39,1348,0.47,60.06,1.06,23.4,10.55,10.76,7.48,5.77,0.56,8.98,499,4118,10.31,0,77.61
SPAIN,32496,1102101,11,84.21,0.9787316777449533,9981,5650,0.0,2.362867725652559,0.99,30.71,439,0.0,2.877313084405554,33.9149741506647,10.41,1.74,294,2.702853316809242,47.486558416420486,0.0,Country/Region,2511,566,2.8964340359100205,0,1.217720760738276,6016,n/a,2157,0.0,385,18.51,n/a,27250,1676,13564,2406,10470,7172,26846,3574,17.39,2940,1.35,49.78,0.9,26.32,7.73,13.12,6.64,10.79,1.18,5.16,321,3382,7.4,0,82.61
SWITZERLAND,19023,969671,12,83.4,1.4466133575145876,9533,4269,0.0,1.3832112489256718,2.32,50.11,195,0.0,2.5315711135990426,50.973610892078014,16.13,6.6,264,1.58223715674736,52.39009662513799,0.0,Country/Region,1732,1256,2.548394464785809,0,1.8302129306461987,1416,n/a,1607,0.0,302,7.44,n/a,16085,1558,9910,2078,17538,3166,14754,1868,22.44,1141,1.03,61.61,1.39,19.68,9.1,11.61,8.45,7.09,1.59,8.19,442,3069,10.92,0,77.56
CHINA MAINLAND,47116,944935,13,76.5,0.6517434884115799,8527,3069,0.0,3.425925521967195,0.66,18.1,158,0.0,2.4669915365404465,20.05550131590118,6.79,0.98,333,3.9188711495194566,37.882536055692334,0.0,Country/Region,1499,462,2.4833857293683925,0,0.7200949117901078,10301,n/a,1019,0.0,43,21.86,n/a,33853,664,10418,1079,9713,9342,44047,7619,6.51,6474,0.34,30.77,0.71,27.6,3.18,22.51,2.16,19.12,0.09,1.41,309,3201,2.29,0,93.49
SWEDEN,20046,884453,14,85.92,1.1993196248628155,8615,3685,0.0,1.4575962096390693,1.5,42.98,192,0.0,2.309087995965656,44.12117130599621,13.76,5.14,261,1.6673251350553322,51.96895323755363,0.0,Country/Region,2003,1031,2.324432853579413,0,1.5841753571364139,3000,n/a,948,0.0,76,14.97,n/a,17095,1094,9495,1229,12545,4307,16361,2290,18.38,1003,0.96,55.54,1.3,25.19,9.99,13.4,4.73,5.87,0.38,5.46,300,2758,6.13,0,81.62
BELGIUM,14663,622457,15,82.96,1.2489963172611334,6854,2620,0.0,1.066184436892032,1.55,46.74,71,0.0,1.62508124988529,42.45086271567892,13.41,5.16,152,1.2195943557475972,49.81600476028098,0.0,Country/Region,1328,756,1.6358805959621154,0,1.5242027492189472,1450,n/a,803,0.0,128,9.89,n/a,12177,841,6752,1069,9210,2872,12043,1455,17.87,1098,0.48,55.45,1.04,23.59,9.06,11.95,5.48,9.02,0.87,5.74,228,1966,7.29,0,82.13
SCOTLAND,13980,592832,16,76.37,1.2008648855507869,4235,2975,0.0,1.016521750511533,1.72,30.29,91,0.0,1.5477377032180475,42.40572246065808,13.1,2.57,163,1.162785861921258,47.08863511444921,0.0,Country/Region,1659,359,1.5580230690078396,0,1.5225819835524392,2725,n/a,696,0.0,307,19.49,n/a,11448,1023,6649,1062,7134,2514,11005,1449,21.28,836,0.65,58.08,1.17,21.96,11.87,12.66,4.98,7.3,2.2,7.32,241,1832,7.6,0,78.72
SOUTH KOREA,22399,566979,17,81.83,0.8027262868878076,4810,2550,0.0,1.6286888905370407,0.72,21.47,332,0.0,1.4802419154716098,25.312692530916557,8.59,4.1,203,1.8630358026591034,44.12513998392786,0.0,Country/Region,992,918,1.4900787434601976,0,0.9088549225527767,6241,n/a,766,0.0,32,27.86,n/a,17751,611,7894,1023,11382,4278,19849,3766,11.38,1813,1.48,44.47,0.91,24.1,4.43,21.22,3.42,10.21,0.14,2.73,161,1925,4.57,0,88.62
INDIA,22720,559150,18,83.31,0.745071756161972,3864,2493,0.0,1.6520296260101592,1.08,17.01,193,0.0,1.459802333130417,24.610475352112676,7.45,0.78,92,1.8897349630079392,41.43768180897888,0.0,Country/Region,1072,178,1.4695033315268635,0,0.8836417399220658,3375,n/a,964,0.0,303,14.85,n/a,19514,388,5621,1136,5340,4982,20227,3930,10.97,4981,0.85,28.8,0.4,25.53,4.72,20.14,4.24,25.53,1.33,1.71,245,1693,5.0,0,89.03
ISRAEL,13493,529006,19,82.54,1.1364536055732604,4740,2363,0.0,0.9811107281582342,1.38,35.13,78,0.0,1.3811038058481433,39.20595864522345,12.07,2.05,173,1.1222796591490372,48.397951797228195,0.0,Country/Region,1170,277,1.3902818195434141,0,1.407694122803841,2330,n/a,854,0.0,59,17.27,n/a,11545,538,6283,942,8904,2583,11130,1806,17.51,873,0.58,54.42,1.28,22.37,8.67,15.64,6.33,7.56,0.44,3.99,186,1628,6.98,0,82.49
DENMARK,10434,497068,20,84.31,1.3717776020701553,4750,2194,0.0,0.7586829717337149,1.98,45.52,80,0.0,1.2977215883474382,47.639256277554146,15.44,5.07,135,0.8678474737686989,52.22395129384704,0.0,Country/Region,1217,529,1.3063454922568094,0,1.7104925729147862,1488,n/a,554,0.0,37,14.26,n/a,8953,677,5152,762,6893,2188,8240,1124,21.03,489,0.77,57.54,1.29,24.44,11.66,12.55,5.31,5.46,0.35,6.49,207,1611,7.3,0,78.97
RUSSIA,31413,444642,21,73.37,0.4758700060484513,9359,2682,0.0,2.2841200106451205,0.41,29.79,142,0.0,1.1608502709608777,14.15471301690383,4.12,0.96,116,2.6127748412398057,30.348749845605322,0.0,Country/Region,771,302,1.1685646075950418,0,0.5082264791476567,3937,n/a,1661,0.0,94,12.53,n/a,24931,519,5824,1653,4225,4270,28731,4932,8.54,9905,0.45,23.36,0.37,17.13,2.45,19.78,5.29,39.73,0.3,1.65,128,1295,5.26,0,91.46
BRAZIL,17866,434493,22,77.36,0.7798306112168365,4926,4090,0.0,1.2990828036222495,0.79,27.57,2084,0.0,1.1343537425178114,24.319545505429307,7.49,0.99,100,1.4860037345554507,40.82818249188402,0.0,Country/Region,853,177,1.1418919986141491,0,0.8731958727764528,3865,n/a,1942,0.0,35,21.63,n/a,15421,1847,7000,1053,3200,3331,13776,2910,22.89,2180,11.66,45.39,0.56,21.6,4.77,18.87,10.87,14.14,0.2,10.34,142,1338,5.89,0,77.11
FINLAND,10091,433194,23,84.07,1.1728399563967893,3809,1743,0.0,0.7337425596861143,1.19,37.75,136,0.0,1.1309623748512883,42.928748389654146,13.03,3.16,114,0.8393184644239927,50.89781999801804,0.0,Country/Region,996,319,1.1384780938879515,0,1.54136128526482,2080,n/a,435,0.0,64,20.61,n/a,8214,491,4436,497,5366,2062,8348,1207,17.27,509,1.35,54.01,1.13,25.1,9.87,14.69,4.31,6.2,0.63,4.87,120,1315,4.93,0,82.73
TAIWAN,15093,395906,24,83.79,0.831015205724508,2482,2095,0.0,1.097450842665992,0.7,16.44,115,0.0,1.0336126307794524,26.23110051017028,8.77,1.62,109,1.255359586121427,45.8339342940436,0.0,Country/Region,761,245,1.0404814199615031,0,0.9418304589101596,4122,n/a,741,0.0,26,27.31,n/a,11824,707,5224,1110,4987,3071,12998,2423,13.88,1106,0.76,44.18,0.72,25.97,5.04,20.49,4.91,9.35,0.17,4.68,105,1324,7.35,0,86.12
AUSTRIA,10649,395781,25,81.03,1.091861461170063,4478,1543,0.0,0.7743161746206949,1.3,42.05,71,0.0,1.0332862867006878,37.166024978871256,12.0,3.29,98,0.8857300889556138,47.2586897079538,0.0,Country/Region,822,350,1.0401529071895441,0,1.3344500871454112,1099,n/a,479,0.0,29,10.32,n/a,8841,374,4694,552,6695,1898,9106,1363,14.49,886,0.67,53.09,0.92,21.47,7.72,15.42,4.5,10.02,0.27,3.51,138,1278,5.18,0,85.51
HONG KONG,8334,326552,26,83.91,1.1930804055675548,1982,1031,0.0,0.605986571442283,1.62,23.78,18,0.0,0.8525464928702564,39.183105351571875,13.44,1.21,42,0.6931800696174368,51.09756537077034,0.0,Country/Region,433,101,0.8582120216699639,0,1.4068735728601158,1947,n/a,341,0.0,27,23.36,n/a,6637,359,3242,538,3930,1635,7303,1227,12.37,533,0.22,48.85,0.5,24.63,5.2,18.49,4.09,8.03,0.32,4.31,135,1120,6.46,0,87.63
NORWAY,6790,311533,27,84.01,1.2278932989690723,2869,1176,0.0,0.4937183609422967,1.65,42.25,67,0.0,0.813335599118516,45.881148748159056,13.76,5.63,64,0.5647579400890804,50.920663195876294,0.0,Country/Region,683,382,0.8187405550935498,0,1.647367534734189,1022,n/a,303,0.0,29,15.05,n/a,5697,318,2877,362,3330,1470,5614,966,17.32,384,0.99,50.5,0.94,25.8,10.06,16.96,4.46,6.74,0.43,4.68,112,934,5.33,0,82.68
POLAND,14537,295930,28,80.65,0.6676581756896196,4904,1569,0.0,1.057022652874546,0.69,33.73,202,0.0,0.7726000258307865,20.357020017885397,6.01,0.82,86,1.2091143114985217,39.1188904381922,0.0,Country/Region,623,119,0.7777342768465433,0,0.7309209729136084,1842,n/a,706,0.0,41,12.67,n/a,11842,239,4278,658,3465,2518,12968,2758,10.79,2288,1.39,36.13,0.59,21.26,4.29,23.29,4.86,19.32,0.28,1.64,100,874,4.53,0,89.21
TURKEY,10828,244187,29,86.01,0.7407704100480237,1856,1032,0.0,0.7873317249312503,0.66,17.14,70,0.0,0.6375118524905967,22.551440709272256,6.91,0.66,27,0.9006184057856498,42.64650350942002,0.0,Country/Region,555,71,0.6417483859707596,0,0.8097118816674942,2138,n/a,285,0.0,17,19.75,n/a,9821,239,2436,380,1553,2454,9796,2476,9.53,2455,0.65,24.8,0.25,24.99,5.13,25.21,2.63,25.0,0.16,2.21,72,748,3.51,0,90.47
GREECE,8189,231273,30,79.91,0.9150972035657591,2477,1012,0.0,0.5954432485650174,1.03,30.25,69,0.0,0.6037965930252542,28.241909879106117,9.46,1.16,78,0.681119701235564,44.34665404811332,0.0,Country/Region,511,95,0.6078090744741345,0,1.014028783566474,1322,n/a,362,0.0,23,16.14,n/a,6622,228,3005,354,2381,1647,7177,1174,12.36,796,0.84,45.38,0.95,24.87,6.24,17.73,4.42,12.02,0.28,2.78,84,775,4.32,0,87.64
NEW ZEALAND,6075,219963,31,83.9,1.082166683127572,2231,997,0.0,0.4417288722716425,1.15,36.72,21,0.0,0.5742689807786209,36.2079012345679,11.36,3.18,39,0.5052878477232936,48.428332032921816,0.0,Country/Region,685,193,0.5780852388672869,0,1.300048552011951,609,n/a,199,0.0,24,10.02,n/a,5010,231,2258,252,1830,1390,5078,915,16.41,447,0.35,45.07,0.64,27.74,11.28,18.26,3.28,8.92,0.4,3.8,70,690,4.15,0,83.59
SINGAPORE,6256,195618,32,81.84,1.0385702525575449,1766,575,0.0,0.45488984772533264,1.42,28.23,28,0.0,0.510710207998401,31.26886189258312,12.29,1.55,37,0.5203425144620453,49.21943396739131,0.0,Country/Region,274,97,0.514104091400558,0,1.1227118181515743,631,n/a,113,0.0,37,10.09,n/a,4428,188,2199,236,2732,1095,5681,745,9.19,389,0.45,49.66,0.59,24.73,4.38,16.82,1.81,8.79,0.59,3.01,89,769,3.77,0,90.81
MEXICO,7370,177622,33,79.31,0.7614891858887382,2657,1033,0.0,0.5358916524513588,0.73,36.05,113,0.0,0.4637271036667994,24.10067842605156,7.22,1.3,55,0.6129994136165718,40.54615712347354,0.0,Country/Region,402,96,0.466808764647169,0,0.8653374269696995,1236,n/a,450,0.0,39,16.77,n/a,5863,230,2377,463,1407,1580,6337,978,14.02,928,1.53,40.54,0.75,26.95,5.45,16.68,6.11,15.83,0.53,3.12,54,532,6.28,0,85.98
PORTUGAL,5550,175915,34,80.13,0.9744253513513513,2235,993,0.0,0.4035547721987845,1.1,40.27,38,0.0,0.4592705489271882,31.696396396396395,10.85,1.12,23,0.46162099668547807,47.10664981981982,0.0,Country/Region,341,62,0.4623225942332973,0,1.1380624900675416,784,n/a,436,0.0,14,14.13,n/a,4228,339,2083,591,1715,1219,4557,588,17.89,338,0.68,49.27,0.41,28.83,6.14,13.91,7.86,7.99,0.25,6.11,61,602,10.65,0,82.11
WALES,4711,167549,35,74.38,1.1278776480577373,1217,816,0.0,0.3425489246537791,1.4,25.83,23,0.0,0.437428992423622,35.56548503502441,11.78,2.33,27,0.3918372099793311,45.131913861175974,0.0,Country/Region,516,110,0.44033589143162744,0,1.2769825299137634,977,n/a,177,0.0,82,20.74,n/a,3918,275,1971,250,1521,1105,3895,586,17.32,256,0.49,50.31,0.57,28.2,10.95,14.96,3.76,6.53,1.74,5.84,66,555,5.31,0,82.68
HUNGARY,5673,164411,36,79.75,0.9168424819319584,2469,894,0.0,0.41249841850156843,1.2,43.52,29,0.0,0.429236450670312,28.981315000881366,9.25,3.03,56,0.47185151607148057,42.60452986074388,0.0,Country/Region,370,172,0.43208890680436945,0,1.0405772032521865,793,n/a,329,0.0,105,13.98,n/a,4671,201,2076,439,1622,1158,4779,758,15.76,679,0.51,44.44,0.99,24.79,6.52,16.23,5.8,14.54,1.85,3.54,68,525,7.74,0,84.24
ARGENTINA,6061,153655,37,82.33,0.7296884837485564,2067,1042,0.0,0.44071089626969967,0.48,34.1,124,0.0,0.401155195380764,25.35142715723478,7.42,0.79,78,0.5041233983622851,42.138356063355886,0.0,Country/Region,410,48,0.40382103980284395,0,0.9102456934381561,1184,n/a,397,0.0,28,19.53,n/a,5422,447,2518,430,1027,1249,5019,965,17.19,690,2.05,46.44,1.29,23.04,6.76,17.8,6.55,12.73,0.46,7.38,29,450,7.09,0,82.81
IRELAND,4410,150232,38,73.81,1.060754716553288,1640,797,0.0,0.32066244061200716,1.36,37.19,31,0.0,0.39221858912787055,34.066213151927435,11.25,1.84,34,0.36680154871765014,43.99011886621315,0.0,Country/Region,390,81,0.3948250460555196,0,1.223151013194103,414,n/a,229,0.0,93,9.39,n/a,3557,248,1876,342,2607,845,3613,501,18.07,335,0.7,52.74,0.77,23.76,8.84,14.08,5.19,9.42,2.11,5.62,60,496,7.76,0,81.93
SOUTH AFRICA,5656,149810,39,80.69,0.8630098302687412,1824,816,0.0,0.41126230478492354,0.99,32.25,75,0.0,0.3911168515179608,26.486916548797737,8.49,1.31,82,0.47043754184739894,43.539610820367756,0.0,Country/Region,427,74,0.39371598693738613,0,0.951015561035923,600,n/a,243,0.0,24,10.61,n/a,4492,177,1656,232,1425,1326,4840,846,14.43,664,1.33,36.87,1.45,29.52,7.55,18.83,4.3,14.78,0.42,3.13,56,480,4.1,0,85.57
CZECH REPUBLIC,6432,141603,40,78.87,0.7089407182835822,2495,736,0.0,0.467687260321186,0.51,38.79,77,0.0,0.3696904046825833,22.015391791044777,7.18,1.55,84,0.5349813064290081,40.18603347325871,0.0,Country/Region,322,100,0.3721471523816479,0,0.7904649881390761,1064,n/a,322,0.0,11,16.54,n/a,5118,136,1852,253,1414,1216,5696,861,11.44,1189,1.2,36.19,1.31,23.76,5.01,16.82,5.01,23.23,0.17,2.11,33,462,3.93,0,88.56
CHILE,2899,92121,41,84.58,0.933058537426699,1350,664,0.0,0.2107937449737435,1.1,46.57,136,0.0,0.24050514303908993,31.77681959296309,8.59,1.59,25,0.2411241926830993,44.71474625733011,0.0,Country/Region,317,46,0.24210340052505802,0,1.1409500935098775,325,n/a,273,0.0,19,11.21,n/a,2473,113,1122,186,614,506,2235,314,22.9,531,4.69,45.37,0.86,20.46,10.93,12.7,9.42,21.47,0.66,3.9,32,249,6.42,0,77.1
NORTHERN IRELAND,2329,72251,42,73.55,1.3632301416917132,614,368,0.0,0.1693475791803548,1.67,26.36,8,0.0,0.1886294882786475,31.0223271790468,11.68,1.63,6,0.1937144686991853,42.67416951481323,0.0,Country/Region,245,38,0.1898830102944602,0,1.113859962992193,482,n/a,91,0.0,18,20.7,n/a,1898,143,1039,109,771,417,1961,291,15.8,151,0.34,54.74,0.26,21.97,10.52,15.33,3.91,7.96,0.77,6.14,39,272,4.68,0,84.2
EGYPT,3256,66771,43,81.3,0.692951074938575,913,215,0.0,0.23675213302328693,0.49,28.04,39,0.0,0.17432256386560147,20.507063882063882,6.85,1.01,10,0.2708176513888138,41.82599760442261,0.0,Country/Region,115,33,0.17548101037177896,0,0.7363083138450758,471,n/a,51,0.0,7,14.47,n/a,2724,47,724,51,574,764,3041,752,6.6,484,1.2,26.58,0.31,28.05,3.53,27.61,1.57,17.77,0.21,1.44,16,223,1.57,0,93.4
THAILAND,2373,65883,44,81.5,0.8741261272650653,1137,301,0.0,0.17254693232931814,1.14,47.91,21,0.0,0.1720042155300568,27.763590391908977,10.03,1.52,14,0.19737416669092603,45.36995453013064,0.0,Country/Region,205,36,0.17314725563978242,0,0.9968546714106424,223,n/a,41,0.0,5,9.4,n/a,1766,67,764,61,799,447,2072,326,12.68,229,0.88,43.26,0.59,25.31,8.64,18.46,1.73,12.97,0.21,2.82,27,238,2.57,0,87.32
UKRAINE,5309,62221,45,68.79,0.4294435675268412,1894,393,0.0,0.3860310424510535,0.38,35.68,25,0.0,0.1624436393985651,11.719909587492937,3.84,0.72,17,0.44157583268526185,28.878164362403467,0.0,Country/Region,118,38,0.16352314547247246,0,0.4208046025706909,416,n/a,261,0.0,12,7.84,n/a,3991,49,1263,233,412,638,4916,727,7.4,1363,0.47,31.65,0.32,15.99,2.22,18.22,4.92,34.15,0.23,0.92,20,204,4.39,0,92.6
IRAN,2846,54621,46,79.41,0.7072340477863669,587,240,0.0,0.20693997868067399,0.53,20.63,33,0.0,0.14260191940966915,19.192199578355588,6.71,0.42,7,0.23671592010213885,41.904312789880535,0.0,Country/Region,98,12,0.1435495689373671,0,0.6890979709131798,550,n/a,109,0.0,11,19.33,n/a,2267,47,681,102,540,548,2606,561,8.43,477,1.16,30.04,0.25,24.17,3.44,24.75,3.83,21.04,0.39,1.65,15,191,3.58,0,91.57
SLOVENIA,2238,48584,47,76.99,0.7290246648793567,707,278,0.0,0.16273073516772607,0.67,31.59,12,0.0,0.12684080578164747,21.708668453976767,7.15,0.94,12,0.18614554785263063,41.164478060768545,0.0,Country/Region,132,21,0.1276837161028367,0,0.7794520540383045,295,n/a,124,0.0,4,13.18,n/a,1694,45,604,122,454,373,1960,419,12.42,298,0.54,35.66,0.54,22.02,5.9,24.73,5.54,17.59,0.18,2.01,15,160,5.45,0,87.58
ROMANIA,3177,46728,48,66.51,0.5522589864652188,1163,227,0.0,0.23100783986946638,0.47,36.61,22,0.0,0.12199524890014865,14.708215297450424,5.32,0.82,16,0.26424682999455207,32.831622285174696,0.0,Country/Region,71,26,0.12280595846478992,0,0.5281000375099107,362,n/a,122,0.0,6,11.39,n/a,2157,59,710,118,265,488,2950,536,7.15,423,0.69,32.92,0.5,22.62,2.23,24.85,3.84,19.61,0.19,1.86,15,169,3.71,0,92.85
SLOVAKIA,2482,46535,49,76.79,0.5963732876712329,1084,243,0.0,0.18047260263015913,0.56,43.67,30,0.0,0.1214913736425359,18.748992747784044,5.48,2.62,27,0.2064402367159201,34.84160145044319,0.0,Country/Region,92,65,0.12229873474488524,0,0.6731845824349697,265,n/a,122,0.0,4,10.68,n/a,2001,34,602,94,499,370,2239,378,9.79,651,1.21,30.08,1.09,18.49,3.71,18.89,4.92,32.53,0.16,1.37,14,136,3.79,0,90.21
BULGARIA,1978,41476,50,79.78,0.6672941860465117,926,243,0.0,0.14382546656021547,0.66,46.81,11,0.0,0.10828357608676951,20.96865520728008,6.27,1.11,16,0.16452005971961725,39.37471971688575,0.0,Country/Region,99,22,0.10900316583816183,0,0.7528817995624884,173,n/a,124,0.0,5,8.75,n/a,1617,52,594,117,258,435,1735,294,12.29,294,0.56,36.73,0.81,26.9,5.01,18.18,6.27,18.18,0.25,2.63,13,124,5.92,0,87.71
