Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
FRANCE,127338,1196840,9,75.8,1.3118192793981374,76284,81205,62.51,3.617651370433545,1.87,59.91,26310,54.92,5.070581594234508,9.398922552576607,12.76,5.15,9241,3.8075537503229326,45.743041252414834,1.18,Country/Region,18560,6555,5.100414463010106,1498,1.401622510028334,27947,n/a,34983,0.06,7386,21.95,n/a,104463,42311,55730,27094,472,27263,46133,12457,63.77,9013,20.66,53.35,7.26,26.1,14.58,11.92,27.47,8.63,5.8,33.23,2379,16242,21.28,81,36.23
INDIA,171811,1179289,10,72.52,0.8946775031866412,41027,54989,89.01,4.881121892958566,1.04,23.88,31652,80.12,4.99622430540692,6.863873675143035,8.89,0.78,3710,5.137347982509018,39.51518102799006,0.59,Country/Region,9238,1332,5.025619691578426,1018,1.0235811387161626,47328,n/a,8382,0.02,3304,27.55,n/a,110507,25598,36752,10389,183,31809,116822,23507,32.01,18439,18.42,33.26,2.16,28.78,5.38,21.27,4.88,16.69,1.92,14.9,1792,15274,6.05,37,67.99
SPAIN,125413,1050221,11,71.43,1.2182001618651974,59945,71674,71.94,3.562962441063801,1.58,47.8,37911,60.63,4.449409505429764,8.374099973686938,11.66,2.69,6958,3.7499940197682538,43.48534737547145,1.0,Country/Region,8336,3368,4.475587695729534,1250,1.2487949505584166,27112,n/a,21129,0.06,9684,21.62,n/a,97696,41622,53273,18469,251,25686,53739,11631,57.15,7106,30.23,54.53,5.55,26.29,6.65,11.91,16.85,7.27,7.72,33.19,1985,14618,14.73,71,42.85
JAPAN,136490,952032,12,74.83,0.9280866056121327,45228,67210,80.59,3.877658166065704,1.08,33.14,38186,74.47,4.033417947530386,6.975104403252986,8.01,5.38,8202,4.081209155017175,39.61932595501502,0.72,Country/Region,9084,7337,4.05714864313395,989,1.0401685179028344,44358,n/a,13603,0.05,4297,32.5,n/a,110659,35785,46626,11738,782,31068,69280,19918,49.24,13047,27.98,42.13,6.01,28.08,6.66,18.0,9.97,11.79,3.15,26.22,1474,10933,8.6,63,50.76
NETHERLANDS,74235,842926,13,79.34,1.6223072445611908,47599,52853,61.68,2.1090039853314346,2.48,64.12,15944,54.16,3.5711749781940085,11.354832626119755,16.94,5.0,18957,2.2197125182995094,51.75432118407759,1.49,Country/Region,5992,3714,3.5921860579920923,1108,1.6932993029089938,11339,n/a,11912,0.07,6274,15.27,n/a,62873,39791,37105,11960,352,16280,21382,6871,71.2,2617,21.48,59.02,25.54,25.89,8.07,10.93,16.05,4.16,8.45,53.6,1841,12576,16.11,49,28.8
SOUTH KOREA,95046,814587,14,80.13,1.059115546156598,30197,44422,82.47,2.700241029026895,1.31,31.77,32677,79.05,3.4511128046378,8.570450097847358,10.43,3.96,2842,2.8419855326233603,44.75343761967889,0.91,Country/Region,3901,3768,3.4714174962233986,868,1.2780758338012153,32533,n/a,5660,0.04,1952,34.23,n/a,82102,26600,37914,5002,283,24004,50624,12525,46.74,7659,34.38,46.18,2.99,29.24,4.1,15.26,5.96,9.33,2.05,27.99,1241,9909,5.26,40,53.26
SWITZERLAND,57564,686387,15,78.67,1.667263098464318,41090,37215,54.44,1.6353836520727245,2.65,71.38,14104,47.85,2.907975409179039,11.923893405600722,17.17,7.35,7875,1.7212303011166288,51.19404857202419,1.67,Country/Region,5261,4232,2.9250845409763353,961,1.7781609871747226,5162,n/a,11090,0.12,9241,8.97,n/a,48852,23997,28164,9975,233,12044,20349,5778,64.65,2866,24.5,57.65,13.68,24.65,9.14,11.83,19.27,5.87,16.05,41.69,1525,9884,17.33,67,35.35
IRAN,69944,614079,16,81.42,0.9971923109916505,22249,21598,90.15,1.9870973900454214,1.41,31.81,14110,76.78,2.6016323608886167,8.779580807503145,11.31,0.52,1266,2.0914066461903533,44.851316629017504,0.91,Country/Region,2680,362,2.616939117200948,635,1.3092626329850636,20393,n/a,3226,0.03,1250,29.16,n/a,53570,10368,18246,3542,76,15680,48346,12369,30.88,7275,20.17,34.06,1.81,29.27,3.83,23.09,4.61,13.58,1.79,14.82,987,7909,5.06,18,69.12
BRAZIL,97387,584642,17,68.8,0.8196796779857682,33551,47117,84.98,2.7667484491071925,0.82,34.45,31661,74.82,2.4769183553494627,6.00328585950897,7.03,1.35,3565,2.911984145209595,36.2126523807079,0.51,Country/Region,4592,1312,2.491491354302291,495,0.8952452313287623,33199,n/a,8282,0.03,2972,34.09,n/a,72946,21561,27158,7299,82,20473,50270,14412,48.38,10903,32.51,37.23,3.66,28.07,4.72,19.76,8.5,14.95,3.05,22.14,799,6845,7.49,27,51.62
SWEDEN,49180,532786,18,81.49,1.4549161081740545,33027,33663,56.46,1.3971956085215862,2.19,67.16,12267,51.18,2.257223091863429,10.833387555917039,15.29,6.49,12194,1.4705389863267981,51.30660721838146,1.44,Country/Region,3297,3193,2.270503509315616,709,1.6155383527520981,6588,n/a,8186,0.07,3944,13.4,n/a,41235,22430,22932,5905,143,11551,15517,4810,68.45,1942,24.94,55.61,24.79,28.01,6.7,11.66,16.64,4.71,8.02,45.61,1076,7521,12.01,33,31.55
HONG KONG,28984,495450,19,83.69,2.013046560171129,12161,11546,55.14,0.8234306123910056,3.54,41.96,5407,51.22,2.099043857878653,17.093913883521942,21.23,2.59,1166,0.8666551846217144,56.69675578250069,2.32,Country/Region,1821,751,2.1113936246268143,673,2.549144792885017,10306,n/a,2706,0.12,1559,35.56,n/a,24280,5944,14808,3152,331,5798,17438,2559,39.84,1115,18.66,60.99,4.02,23.88,6.28,10.54,9.34,4.59,5.38,20.51,1025,6154,10.87,36,60.16
BELGIUM,41645,454898,20,77.65,1.6278244255012606,28810,25569,56.84,1.1831275135600137,2.52,69.18,9122,49.47,1.9272395859547549,10.923232080681954,16.47,6.02,4187,1.2452337552984853,49.942383481810545,1.56,Country/Region,3693,2507,1.9385785388141865,650,1.6289364957423051,4483,n/a,6774,0.09,5875,10.76,n/a,34803,16473,19369,8567,246,8980,16076,4128,61.4,2326,21.9,55.65,10.05,25.8,8.87,11.86,16.27,6.68,14.11,39.56,1049,6860,20.57,38,38.6
SAUDI ARABIA,38387,417433,21,81.72,1.2906416990126865,27502,19446,58.06,1.0905682762163103,2.27,71.64,14095,49.87,1.7685138252615997,10.87433245630031,15.66,0.96,1215,1.1478157801571127,48.90820207882877,1.51,Country/Region,1439,370,1.7789189119161268,580,1.6216442966756734,2958,n/a,2411,0.06,1288,7.71,n/a,29391,10304,10979,2697,86,10035,18941,5178,50.66,3199,36.72,37.35,3.17,34.14,3.75,17.62,6.28,10.88,3.36,26.84,870,6010,7.03,23,49.34
DENMARK,35212,404948,22,80.65,1.5875749744405316,23597,21614,56.83,1.0003670550480297,2.42,67.01,7899,51.99,1.715619360501049,11.500283994092923,16.93,5.41,3702,1.0528796011903052,52.18335992843349,1.54,Country/Region,3072,1906,1.7257132415084857,542,1.7149898648138493,4894,n/a,7191,0.1,3206,13.9,n/a,29853,13610,17460,6941,142,7877,13598,3121,61.38,1395,22.43,58.49,10.51,26.39,8.72,10.45,20.42,4.67,9.1,38.65,851,5960,19.71,35,38.62
TURKEY,64597,403387,23,68.55,0.875336772605539,16217,26266,85.49,1.8351900106480055,1.31,25.1,17065,70.53,1.7090059636655486,6.24467080514575,8.64,1.07,1555,1.9315251504626307,36.53615545303962,0.77,Country/Region,3328,694,1.719060934619713,499,0.9312419715395568,20826,n/a,4742,0.03,1286,32.24,n/a,47314,10011,12685,4318,64,11293,38331,10720,40.66,12616,26.42,26.81,2.41,23.87,5.15,22.66,7.34,26.66,1.99,15.5,847,5579,6.68,22,59.34
POLAND,56072,394348,24,74.47,0.9726521329718932,20818,34593,78.13,1.5929961805819923,1.07,37.13,22089,62.22,1.6707109643086706,7.032886289056926,8.45,1.58,6578,1.6766177722919118,40.32731938400628,0.68,Country/Region,2473,885,1.680540625864033,380,1.048785291938544,11770,n/a,6111,0.03,2107,20.99,n/a,43301,17776,18425,3453,88,12529,21479,6561,61.69,5786,39.39,42.55,11.73,28.93,4.41,15.15,10.9,13.36,3.76,31.7,601,4738,6.16,19,38.31
RUSSIA,93417,394081,25,54.96,0.6971794277272874,26062,37688,84.66,2.6539614103550435,0.73,27.9,24440,67.98,1.6695797811215611,4.218514831347614,5.22,1.02,3003,2.7932765450526738,27.10820591755248,0.4,Country/Region,4436,957,1.679402787337894,376,0.6290896976147845,26826,n/a,8374,0.01,1949,28.72,n/a,51235,13216,16269,5809,117,11640,55729,6911,40.34,16415,26.16,31.75,3.21,22.72,4.75,13.49,8.96,32.04,2.09,14.15,683,4879,6.22,14,59.66
SINGAPORE,26334,392757,26,81.54,1.8425628996734262,17886,12090,59.29,0.7481445537781102,3.29,67.92,5119,55.57,1.6639704682386638,14.914445203918888,20.21,3.52,1342,0.7874171139880013,54.31889583428268,2.18,Country/Region,1995,926,1.6737604719498513,575,2.2241296282057488,2732,n/a,2726,0.09,1996,10.37,n/a,21394,6865,12587,3634,166,5477,14244,2342,45.91,988,19.44,58.83,5.1,25.6,7.58,10.95,10.35,4.62,7.58,26.07,867,5321,13.8,25,54.09
TAIWAN,41403,354269,27,78.93,1.1704073980146368,17486,18916,74.91,1.176252333867817,1.55,42.23,13480,71.27,1.5009106236488292,8.556602178586093,11.26,2.2,1549,1.2379976748858972,45.27217417336908,1.04,Country/Region,1945,911,1.5097412614853507,431,1.2760107507829153,14695,n/a,2531,0.04,1041,35.49,n/a,35731,10602,16882,1942,124,11276,22487,4742,45.69,2831,32.56,47.25,3.74,31.56,4.7,13.27,6.11,7.92,2.51,25.61,643,4661,4.69,15,54.31
SCOTLAND,31550,348507,28,74.55,1.5778317812995246,18019,22311,54.1,0.8963302449950395,2.46,57.11,6404,41.1,1.4764990973412364,11.046180665610143,15.86,3.54,5175,0.9433815579221325,48.144380608557846,1.52,Country/Region,2557,1118,1.4851861094718282,481,1.647271310530649,5541,n/a,6407,0.11,11934,17.56,n/a,24738,11778,14372,8175,86,6424,9239,2716,70.72,1226,20.3,58.1,16.4,25.97,8.1,10.98,20.31,4.96,37.83,37.33,776,5004,25.91,34,29.28
AUSTRIA,32632,322346,29,74.46,1.3831586265015936,21451,19873,58.39,0.9270696847758522,2.0,65.74,7540,49.45,1.3656643282102174,9.87821770041677,13.81,5.36,6503,0.9757346116676714,46.72078619453298,1.26,Country/Region,2350,1750,1.3736992417478155,411,1.4730978163096868,3188,n/a,4893,0.04,2804,9.77,n/a,26350,11724,13813,3480,109,6833,12759,3590,60.9,2114,23.11,52.42,19.93,25.93,7.2,13.62,14.99,8.02,8.59,35.93,652,4505,10.66,14,39.1
PAKISTAN,30295,298187,30,78.89,1.2030890840072619,18276,12837,72.81,0.8606759040293099,2.04,60.33,9804,57.19,1.2633113146619472,9.84277933652418,14.47,0.43,692,0.9058556037163552,46.63748191450735,1.38,Country/Region,1113,129,1.2707440321860852,417,1.4678130394352553,5075,n/a,1375,0.05,839,16.75,n/a,23022,5858,7162,1228,40,7231,17458,4007,42.37,4622,32.36,31.11,2.28,31.41,3.67,17.41,4.54,20.08,2.77,19.34,618,4384,4.05,16,57.63
NORWAY,27909,286217,31,79.9,1.4825807194811709,17970,19530,59.15,0.792890041444265,2.26,64.39,7154,49.55,1.212598720093762,10.255365652656849,15.18,5.4,6392,0.8345114389872836,50.442238062990434,1.41,Country/Region,1662,1507,1.2197330690479624,394,1.529340333099643,3791,n/a,5092,0.08,3106,13.58,n/a,22167,13485,11540,4322,40,6647,8379,2816,69.98,1164,25.63,52.06,22.9,29.99,5.96,12.7,18.25,5.25,11.13,48.32,630,4236,15.49,21,30.02
PORTUGAL,32947,279409,32,73.1,1.1480726834006132,17599,17357,67.87,0.9360187823090831,1.61,53.42,9221,61.04,1.1837556671430347,8.480559686769661,11.41,1.69,1573,0.9851534766675277,43.904385200473484,1.03,Country/Region,1939,556,1.1907203174151855,339,1.2646708479746578,7332,n/a,5028,0.05,2023,22.25,n/a,25247,10350,12778,4624,58,7390,15590,3222,52.68,1857,27.99,50.61,4.77,29.27,5.89,12.76,15.26,7.36,6.14,31.41,530,3758,14.03,16,47.32
EGYPT,30726,276265,33,81.05,1.103005191043416,17380,13202,74.44,0.8729205422414449,1.56,56.56,9307,60.04,1.1704356673667293,8.991245199505306,13.63,1.28,797,0.9187430031288573,46.83346496452516,0.93,Country/Region,1793,394,1.1773219491523401,285,1.34082726975509,5564,n/a,1163,0.03,774,18.11,n/a,23569,6203,8416,1305,41,7388,17524,4980,42.97,2785,30.29,35.71,2.59,31.35,5.84,21.13,3.79,11.82,2.52,20.19,480,4189,4.25,9,57.03
FINLAND,23993,266551,34,81.24,1.5435984828908433,15636,16935,59.5,0.6816371336978125,2.34,65.17,5515,52.38,1.1292809352334499,11.109531946817821,15.28,3.19,4814,0.7174185014017663,51.30946626516067,1.29,Country/Region,1519,766,1.1359250823249611,310,1.6567186255056483,3383,n/a,4245,0.08,4480,14.1,n/a,19213,10262,10180,5087,61,5596,7058,2424,70.58,1013,22.99,52.98,20.06,29.13,6.33,12.62,17.69,5.27,18.67,42.77,561,3665,21.2,20,29.42
SOUTH AFRICA,30698,258859,35,74.78,1.166640474949508,16457,15853,68.32,0.8721250669051578,1.56,53.61,9303,55.11,1.0966926915059243,8.43243859534823,11.0,1.26,1828,0.9179057706844256,43.54545375594502,1.05,Country/Region,1635,388,1.1031451050101373,322,1.2574947483136474,3679,n/a,3141,0.04,2199,11.98,n/a,21593,8523,8653,3087,39,6377,14845,4134,51.64,2429,30.3,40.07,5.95,29.53,5.33,19.15,10.23,11.25,7.16,27.76,478,3377,10.06,13,48.36
MALAYSIA,28911,244460,36,74.38,1.070966856905676,15237,14040,74.43,0.8213566945499712,1.43,52.7,9684,67.2,1.035689295583844,8.455605132994362,11.45,0.98,922,0.8644724000344461,43.02060214797136,0.99,Country/Region,1334,282,1.041782794381413,286,1.260949478413039,5048,n/a,1152,0.04,3195,17.46,n/a,17831,5500,6616,2100,41,6013,14871,3030,48.56,2172,33.5,37.1,3.19,33.72,4.61,16.99,3.98,12.18,11.05,19.02,412,3311,7.26,11,51.44
ISRAEL,26819,238760,37,74.72,1.3356830232298,13330,12139,70.33,0.7619233229959419,1.99,49.7,4977,55.87,1.0115404410275652,8.902643648159886,12.65,2.92,1651,0.8019191759719072,45.400543189529806,1.15,Country/Region,2236,782,1.0174918595537354,309,1.3276144862584192,5199,n/a,4018,0.04,1400,19.39,n/a,21939,6385,11574,3275,78,5833,14680,3051,45.26,1481,18.56,52.76,6.16,26.59,8.34,13.91,14.98,6.75,5.22,23.81,535,3392,12.21,11,54.74
GREECE,23400,226867,38,75.11,1.2725293034188034,12471,11348,67.77,0.6647901024685873,1.82,53.29,6193,60.59,0.9611540678279469,9.69517094017094,12.94,2.53,1245,0.6996871142750524,45.44645508547009,1.14,Country/Region,1684,593,0.966809037114162,267,1.4458008087949286,4501,n/a,2553,0.07,1473,19.24,n/a,17810,6435,8327,2226,65,5297,12052,2798,48.5,1388,26.47,46.75,5.32,29.74,7.2,15.71,10.91,7.79,6.29,27.5,426,3029,9.51,17,51.5
IRELAND,20348,200319,39,72.39,1.4069539659917436,12108,11265,61.6,0.5780832908132827,2.16,59.5,3860,50.3,0.848679718571791,9.84465303715353,14.34,3.3,2090,0.6084287778319986,45.909630784352274,1.29,Country/Region,1859,672,0.8536729427623754,262,1.4680924566731846,2410,n/a,3263,0.06,2555,11.84,n/a,15989,6196,8728,3456,53,4159,9083,2389,55.36,713,18.97,54.59,10.27,26.01,9.14,14.94,16.04,4.46,12.56,30.45,440,2917,16.98,12,44.64
CZECH REPUBLIC,25388,196239,40,72.4,1.0690227509059398,13963,13285,65.52,0.7212688513449783,1.27,55.0,7582,54.12,0.8313942226788755,7.729596659839294,9.8,3.19,1900,0.7591306178297021,41.3303608555223,0.87,Country/Region,1287,811,0.8362857473067746,220,1.152682832661555,4120,n/a,3365,0.03,1410,16.23,n/a,19142,7124,9068,2516,34,5294,12103,2520,52.33,2260,29.86,47.37,7.48,27.66,5.07,13.16,13.25,11.81,5.55,28.06,323,2488,9.91,8,47.67
MEXICO,31175,191835,41,68.3,0.8291697738572575,13196,14929,76.88,0.885676557455479,0.97,42.33,9795,64.95,0.8127360550532876,6.153488372093023,6.58,1.3,1204,0.932168623398494,34.945877385725744,0.61,Country/Region,1593,404,0.8175178039767586,191,0.9176443118109087,8073,n/a,3445,0.04,1111,25.9,n/a,23920,6586,8614,2337,41,6904,16246,4789,47.89,3613,31.42,36.01,3.86,28.86,5.11,20.02,11.05,15.1,3.56,21.13,301,2051,7.5,13,52.11
VIETNAM,16152,191733,42,82.47,1.4236281327389797,11270,7182,60.48,0.4588756297039582,2.84,69.77,5053,48.99,0.8123039176559648,11.87054234769688,17.02,0.85,477,0.4829635158021644,50.53875781946508,1.84,Country/Region,579,137,0.8170831240903684,298,1.7702049642078823,2439,n/a,1243,0.07,540,15.1,n/a,12450,3081,5265,1073,31,3945,8970,2220,44.47,1020,31.28,42.29,2.95,31.69,3.58,17.83,7.7,8.19,3.34,19.08,459,2749,6.64,11,55.53
NEW ZEALAND,19415,188086,43,78.89,1.4391970795776463,11918,8456,60.56,0.5515769162148556,2.11,61.39,3623,50.02,0.7968528873810965,9.68766417718259,13.61,2.26,1239,0.5805309967371856,48.376271558073654,1.3,Country/Region,1375,438,0.8015411873681685,253,1.4446813562275667,2269,n/a,2074,0.04,1514,11.69,n/a,15328,4799,7643,2219,32,4380,10959,2395,43.55,910,18.66,49.86,6.38,28.58,7.08,15.62,10.68,5.94,7.8,24.72,409,2642,11.43,7,56.45
THAILAND,17970,142979,44,78.36,1.041384668892599,9023,8467,74.62,0.5105247068957484,1.26,50.21,5936,63.29,0.605750715017927,7.956538675570395,10.56,1.61,711,0.5373238223727645,43.333297929883145,0.83,Country/Region,819,289,0.6093146615309664,149,1.1865257583735789,3483,n/a,1017,0.03,700,19.38,n/a,13755,4976,5583,1001,43,4162,9503,2415,47.12,1595,33.03,40.59,3.96,30.26,4.56,17.56,5.66,11.6,3.9,27.69,226,1898,5.57,6,52.88
CHILE,18230,139183,45,72.96,1.0720200548546353,11417,10012,62.8,0.5179112635898439,1.32,62.63,5561,48.8,0.5896684252116753,7.634832693362589,10.0,1.34,844,0.5450981236424874,42.53438527701591,0.91,Country/Region,1319,245,0.593137751249236,166,1.1385510736423354,2841,n/a,3429,0.05,1293,15.58,n/a,14153,4935,7047,2288,22,3687,8218,1739,54.92,1680,30.5,49.79,4.63,26.05,7.24,12.29,18.81,11.87,7.09,27.07,241,1823,12.55,9,45.08
WALES,10923,125072,46,75.3,1.5929834569257533,6002,7631,49.21,0.31032061065232386,2.65,54.95,2142,38.68,0.5298851819408595,11.450334157282798,15.56,3.63,1653,0.3266103568045469,47.96546058775062,1.63,Country/Region,787,396,0.5330027720644362,178,1.7075410519043186,2428,n/a,2094,0.12,4666,22.23,n/a,8851,3911,5037,3049,26,2341,3292,1017,69.86,456,19.61,56.91,15.13,26.45,7.2,11.49,19.17,5.15,42.72,35.81,290,1700,27.91,13,30.14
ARGENTINA,18791,123652,47,64.88,0.96152100473631,8409,9152,74.76,0.5338491801490266,1.14,44.75,4636,54.14,0.523869151507541,6.580384226491406,7.55,1.96,660,0.5618726736898508,34.973373630993564,0.73,Country/Region,1133,369,0.526951346195085,137,0.9813055278296022,4433,n/a,2483,0.05,773,23.59,n/a,13561,6455,5979,2723,32,3760,9639,2316,48.7,1506,24.67,44.09,3.51,27.73,6.03,17.08,13.21,11.11,4.11,34.35,214,1418,14.49,9,51.3
ROMANIA,18222,115476,48,61.79,1.0008605696410933,6895,8721,76.22,0.5176839849223333,1.44,37.84,6175,63.47,0.48923037346330667,6.337174843595654,9.24,1.17,935,0.5448589143726498,35.435151229283285,0.91,Country/Region,621,214,0.4921087702036654,166,0.9450367168238838,4580,n/a,1616,0.03,682,25.13,n/a,11119,4147,4165,990,18,3532,9501,1624,47.86,1798,33.89,37.46,5.13,31.77,3.41,14.61,8.87,16.17,3.74,22.76,262,1683,5.43,5,52.14
