Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
NETHERLANDS,25853,1088501,9,81.36,1.3133408347193751,8953,5013,0.0,1.979833315081669,1.93,34.63,80,0.0,3.349317115330129,42.103469616678915,14.92,4.15,254,2.3088251185312396,51.55160855993502,0.0,Country/Region,2469,1074,3.3697801735133357,0,1.691716716663073,3897,n/a,1558,0.0,96,15.07,n/a,21212,1937,12383,2210,17260,5007,20840,2486,19.39,1336,0.31,58.38,0.98,23.6,9.55,11.72,6.03,6.3,0.37,7.49,500,3858,8.55,0,80.61
AUSTRALIA,29373,1011935,10,80.89,1.1402660572634733,7745,4126,0.0,2.24939635492569,1.41,26.37,129,0.0,3.113723565804344,34.45119667722058,12.32,1.29,214,2.623181843755777,48.93125787287646,0.0,Country/Region,2534,378,3.132747236689922,0,1.3842485158233517,4537,n/a,839,0.0,105,15.45,n/a,23873,1124,11300,1249,12117,6601,25247,3985,14.05,1987,0.44,47.33,0.73,27.65,8.63,16.69,2.86,8.32,0.36,3.83,414,3620,4.25,0,85.95
SPAIN,28002,852891,11,82.18,0.9497274051853439,7846,4403,0.0,2.1444046141228057,0.92,28.02,266,0.0,2.6243452452602516,30.458217270194986,9.91,1.25,221,2.5007434715163335,46.66761129205057,0.0,Country/Region,2034,350,2.640379000081729,0,1.2238106689272215,4844,n/a,1540,0.0,208,17.3,n/a,23860,1208,10868,1882,8696,6658,23599,3667,15.72,2667,0.95,45.55,0.79,27.9,7.26,15.37,5.5,11.18,0.74,4.31,259,2776,6.72,0,84.28
SWITZERLAND,18024,835818,12,83.55,1.44990951509099,8175,3657,0.0,1.3802852926558622,2.22,45.36,50,0.0,2.5718116315014847,46.37250332889481,15.72,5.95,210,1.6096493225701878,52.34635395583666,0.0,Country/Region,1527,1073,2.5875244258531405,0,1.8632464210010955,1320,n/a,1542,0.0,192,7.32,n/a,14655,1262,8412,1870,16105,3186,14367,1890,20.29,1167,0.28,57.4,1.17,21.74,8.47,12.9,8.56,7.96,1.07,7.0,400,2833,10.38,0,79.71
SWEDEN,19231,769176,13,85.42,1.2033926264884822,7266,2910,0.0,1.4727178463751047,1.52,37.78,117,0.0,2.3667542257665977,39.99667203993552,13.29,3.28,220,1.7174415292025786,52.08091396183246,0.0,Country/Region,1731,630,2.381214197085986,0,1.6070656246829915,2757,n/a,617,0.0,37,14.34,n/a,16159,728,8374,842,12937,4257,16321,2495,15.13,1033,0.61,51.82,1.14,26.34,9.0,15.44,3.21,6.39,0.19,3.79,292,2555,4.38,0,84.87
CHINA MAINLAND,28962,524199,14,77.3,0.634247358607831,5676,1901,0.0,2.217921806807539,0.6,19.6,54,0.0,1.6129601006695797,18.09954423037083,6.41,0.79,161,2.5864771238502984,37.74948033284994,0.0,Country/Region,997,228,1.622814675572661,0,0.727239389467595,6174,n/a,595,0.0,15,21.32,n/a,20620,434,6501,689,6888,5304,27061,5221,6.56,3594,0.19,31.53,0.56,25.72,3.44,25.32,2.05,17.43,0.05,1.5,175,1856,2.38,0,93.44
SCOTLAND,13978,495195,15,75.71,1.1774975890685364,3555,2428,0.0,1.0704409576533311,1.51,25.43,68,0.0,1.5237148049711513,35.42674202317928,12.57,2.17,157,1.2483177003376655,46.93818487623408,0.0,Country/Region,1477,304,1.5330241249414895,0,1.4234459117778036,2627,n/a,449,0.0,143,18.79,n/a,11201,850,5979,726,6517,2884,11550,1512,17.37,826,0.49,53.38,1.12,25.75,10.57,13.5,3.21,7.37,1.02,6.08,211,1757,5.19,0,82.63
BELGIUM,13507,477798,16,80.61,1.1488123935737025,5679,2106,0.0,1.034371584992384,1.54,42.04,30,0.0,1.470184243349804,35.37410231731695,12.66,4.6,105,1.206254627161314,48.40554489523951,0.0,Country/Region,1175,621,1.4791665118767228,0,1.4213308492620944,1251,n/a,558,0.0,74,9.26,n/a,11103,600,5882,796,8355,2543,11401,1621,15.59,1057,0.22,52.98,0.78,22.9,8.7,14.6,4.13,9.52,0.55,4.44,208,1710,5.89,0,84.41
ISRAEL,12279,429010,17,81.59,1.1031423894453947,4117,1988,0.0,0.9403308426831631,1.39,33.53,60,0.0,1.320063588042435,34.938512908217284,12.07,2.13,137,1.0965869968841175,48.62532353611858,0.0,Country/Region,1026,262,1.3281286762611666,0,1.4038288739692226,1957,n/a,679,0.0,31,15.94,n/a,10326,389,5408,765,6526,2641,10291,1546,16.19,731,0.49,52.37,1.12,25.58,8.36,14.97,5.53,7.08,0.25,3.17,171,1482,6.23,0,83.81
DENMARK,9863,423806,18,84.87,1.4230773192740547,4167,1789,0.0,0.7553125744265851,1.86,42.25,67,0.0,1.3040508822496264,42.96927912399878,15.75,4.67,110,0.8808239718436396,53.300329717124605,0.0,Country/Region,964,461,1.3120181389047807,0,1.7265049284259966,1313,n/a,465,0.0,29,13.31,n/a,8275,518,4470,648,6125,2261,8074,1032,18.14,512,0.68,54.02,1.12,27.32,9.77,12.47,4.71,6.19,0.29,5.25,183,1553,6.57,0,81.86
RUSSIA,32140,384150,19,68.39,0.4281433509645302,8377,2374,0.0,2.4612943467576236,0.39,26.06,130,0.0,1.1820293870690692,11.952395768512757,3.86,0.6,50,2.8702912354308605,28.879646266334785,0.0,Country/Region,658,194,1.189251138634827,0,0.48024706538094925,3671,n/a,1453,0.0,33,11.42,n/a,25115,364,5089,1536,3613,3606,29766,5863,7.39,10557,0.4,20.26,0.16,14.36,2.05,23.34,4.52,42.03,0.1,1.13,125,1239,4.78,0,92.61
AUSTRIA,9670,373979,20,78.0,1.1844051189245088,3688,1248,0.0,0.7405325554805918,1.26,38.14,40,0.0,1.1507332243829322,38.6741468459152,10.9,2.64,72,0.8635879354889988,45.1527297311272,0.0,Country/Region,723,255,1.1577637682559259,0,1.5539265841406904,955,n/a,333,0.0,21,9.88,n/a,7913,283,3928,413,5156,1882,8422,1332,12.91,771,0.41,49.64,0.74,23.78,7.48,16.83,3.44,9.74,0.22,2.93,122,1054,4.27,0,87.09
INDIA,19780,363195,21,80.64,0.6003040849342771,2833,1709,0.0,1.5147604909416863,1.0,14.32,108,0.0,1.1175508609567892,18.361729019211324,6.06,0.58,44,1.766470461631065,38.943701703741155,0.0,Country/Region,768,114,1.1243786731653678,0,0.7377739699706835,2547,n/a,591,0.0,158,12.88,n/a,16825,270,4063,789,3774,4326,18071,3512,8.64,4924,0.55,24.15,0.22,25.71,3.88,20.87,2.99,29.27,0.8,1.37,198,1198,3.99,0,91.36
FINLAND,9392,350726,22,83.54,1.149794942504259,3366,1543,0.0,0.7192432017656379,1.41,35.84,96,0.0,1.0791837532453115,37.343057921635435,12.89,2.51,116,0.8387608986672882,50.8779465609029,0.0,Country/Region,911,236,1.0857771569669097,0,1.5004434530574242,1863,n/a,350,0.0,27,19.84,n/a,7687,384,3950,420,5533,2033,7849,1137,16.43,567,1.02,51.39,1.24,26.45,9.7,14.79,3.73,7.38,0.29,4.09,132,1211,4.47,0,83.57
SOUTH KOREA,15406,328822,23,80.29,0.7321165844476178,3179,1568,0.0,1.1797977817718714,0.45,20.63,200,0.0,1.0117851545355343,21.343762170582888,7.85,3.57,102,1.3758465081844382,42.721355406984294,0.0,Country/Region,583,550,1.0179667783630901,0,0.8575920129430921,4005,n/a,560,0.0,6,26.0,n/a,12636,351,5762,683,7879,2704,13838,2963,10.18,1207,1.3,45.6,0.66,21.4,3.78,23.45,3.63,9.55,0.04,2.28,70,1210,4.43,0,89.82
BRAZIL,13312,278658,24,77.17,0.7620776592548076,3666,2974,0.0,1.0194384052282977,0.74,27.54,1502,0.0,0.8574305478117734,20.932842548076923,7.16,0.98,66,1.1888399790309776,40.62559379507211,0.0,Country/Region,612,130,0.8626691234926555,0,0.8410812692697764,2515,n/a,1323,0.0,14,18.89,n/a,11026,1286,4620,794,2478,2370,10338,2189,22.34,1847,11.28,41.9,0.5,21.49,4.6,19.85,9.94,16.75,0.11,9.66,99,953,5.96,0,77.66
TAIWAN,11049,255038,25,85.01,0.7856482215585121,1750,1673,0.0,0.8461369395558489,0.68,15.84,77,0.0,0.7847518178298094,23.082450900533985,7.85,1.54,76,0.9867407548312254,46.37327724680967,0.0,Country/Region,650,170,0.7895463540157464,0,0.9274524975138639,2871,n/a,493,0.0,10,25.98,n/a,9226,580,4121,870,4290,2511,9376,1784,15.14,810,0.7,44.67,0.69,27.22,5.88,19.34,4.46,8.78,0.09,5.25,75,867,7.87,0,84.86
NORWAY,6314,230405,26,84.4,1.1898644282546722,2369,941,0.0,0.48352870272021276,1.58,37.52,78,0.0,0.7089560872774929,36.491130820399114,13.34,4.51,67,0.5638773758715138,51.33161105479886,0.0,Country/Region,530,285,0.7132875402763434,0,1.4662130361425942,863,n/a,229,0.0,25,13.67,n/a,5160,214,2378,266,2961,1518,5373,881,14.9,383,1.24,46.09,1.06,29.42,8.39,17.07,3.63,7.42,0.4,3.39,100,842,4.21,0,85.1
POLAND,11677,217051,27,80.11,0.6489312751562902,4063,1211,0.0,0.8942294364371118,0.68,34.79,172,0.0,0.6678658349413733,18.587907853044445,5.96,0.76,43,1.042824852399694,39.61199949473324,0.0,Country/Region,501,89,0.6719462420716591,0,0.7468618317938163,1271,n/a,500,0.0,13,10.88,n/a,9029,159,2912,495,1736,2148,10466,2149,10.37,1820,1.47,32.25,0.37,23.79,4.29,23.8,4.28,20.16,0.11,1.36,79,696,4.24,0,89.63
NEW ZEALAND,5927,187724,28,83.33,1.0371015859625443,1848,847,0.0,0.4538920844191797,1.13,31.18,27,0.0,0.57762666837994,31.672684325965918,11.19,2.85,34,0.5293159972743844,49.05246865193184,0.0,Country/Region,616,169,0.581155748403187,0,1.2726079352520467,569,n/a,136,0.0,12,9.6,n/a,4934,177,2027,170,2810,1652,5080,829,14.29,426,0.46,41.08,0.57,33.48,10.39,16.8,2.29,8.63,0.2,2.99,67,663,2.87,0,85.71
SOUTH AFRICA,5141,163460,29,79.6,1.1814285547558843,1484,581,0.0,0.39369988290855457,0.88,28.87,13,0.0,0.5029663506711182,31.795370550476562,7.72,0.99,105,0.45912156942595067,41.97433886403424,0.0,Country/Region,322,51,0.5060392844494307,0,1.2775374657348912,609,n/a,126,0.0,14,11.85,n/a,4185,101,1350,141,881,1413,4560,871,11.3,551,0.25,32.26,2.04,33.76,6.26,20.81,2.45,13.17,0.27,1.96,45,397,2.74,0,88.7
GREECE,6131,138963,30,79.35,0.8059402707551786,1909,703,0.0,0.4695144878646855,0.67,31.14,25,0.0,0.4275890920611196,22.665633664981243,8.53,1.09,23,0.5475343983953518,44.333741314630565,0.0,Country/Region,384,67,0.4302014993573121,0,0.9107047878453352,862,n/a,255,0.0,16,14.06,n/a,4925,117,2111,271,1545,1338,5428,941,11.47,535,0.41,42.86,0.38,27.17,6.26,19.11,4.16,10.86,0.26,1.91,41,523,4.42,0,88.53
MEXICO,5840,136463,31,80.1,0.7249461130136986,2086,727,0.0,0.4472295888321258,0.7,35.72,90,0.0,0.4198965931214536,23.36695205479452,6.75,0.92,32,0.5215463850316188,41.3830659760274,0.0,Country/Region,313,54,0.4224620021645826,0,0.938883749212461,931,n/a,301,0.0,20,15.94,n/a,4766,131,1802,292,1000,1247,5113,877,12.45,840,1.54,37.81,0.55,26.16,5.36,18.4,5.15,17.62,0.34,2.24,41,394,5.0,0,87.55
WALES,4684,135973,32,74.57,1.1599952818104184,1050,604,0.0,0.3587026359742598,1.54,22.42,13,0.0,0.4183888633292791,29.02924850555081,11.93,2.07,19,0.4183087786794696,45.1417810204953,0.0,Country/Region,397,97,0.4209450607148076,0,1.1663947274680813,944,n/a,116,0.0,32,20.15,n/a,3771,201,1812,175,1857,1105,4080,543,12.89,311,0.28,48.05,0.41,29.3,8.48,14.4,2.48,8.25,0.68,4.29,72,559,3.74,0,87.11
HONG KONG,4079,134731,33,80.61,1.1313053444471686,919,493,0.0,0.31237148850106866,1.27,22.53,12,0.0,0.414567229856053,33.030399607747,11.42,0.81,18,0.3642787165315022,48.00750316253984,0.0,Country/Region,216,33,0.41710007850945957,0,1.3271609129417545,805,n/a,189,0.0,4,19.74,n/a,3251,142,1547,247,2084,886,3586,561,12.09,257,0.29,47.59,0.44,27.25,5.3,17.26,4.63,7.91,0.1,3.48,52,466,6.06,0,87.91
TURKEY,6712,121130,34,80.17,0.6890654052443386,1115,685,0.0,0.5140077055207583,0.64,16.61,17,0.0,0.37271695862469445,18.046781883194278,6.54,0.79,15,0.5994211192349701,41.1975997318236,0.0,Country/Region,354,53,0.37499411798213356,0,0.7251193992258977,1134,n/a,186,0.0,5,16.9,n/a,5851,194,1594,299,759,1525,6027,1456,10.21,1276,0.25,27.24,0.22,26.06,5.27,24.88,2.77,21.81,0.07,2.89,43,439,4.45,0,89.79
HUNGARY,5029,116770,35,80.06,0.7761229866772719,2170,706,0.0,0.3851228770953357,0.8,43.15,23,0.0,0.35930124047391704,23.219327898190496,8.07,2.98,34,0.4491193099869882,42.234617975740704,0.0,Country/Region,308,150,0.36149643487801314,0,0.9329522130282937,641,n/a,279,0.0,69,12.75,n/a,4079,135,1605,341,1358,1122,4323,736,14.04,616,0.46,39.35,0.68,27.51,6.12,18.04,5.55,15.1,1.37,2.68,40,406,6.78,0,85.96
ARGENTINA,5338,114491,36,77.54,0.6909131697264893,1564,716,0.0,0.4087862234907341,0.41,29.3,76,0.0,0.35228875844051755,21.448295241663544,6.84,0.6,24,0.476714829331983,39.96832343574373,0.0,Country/Region,323,32,0.35444110923712085,0,0.8617921500197102,940,n/a,294,0.0,4,17.61,n/a,4583,204,2044,293,901,1001,4622,801,13.41,737,1.42,44.6,0.45,21.84,6.05,17.48,5.51,16.08,0.07,3.82,22,365,5.49,0,86.59
PORTUGAL,4114,113747,37,79.44,0.95883381137579,1622,708,0.0,0.31505180281769957,0.83,39.43,21,0.0,0.34999947075607296,27.64876033057851,11.23,1.36,15,0.367404422606178,47.38732941176471,0.0,Country/Region,213,56,0.35213783487256456,0,1.1109267353045282,480,n/a,305,0.0,11,11.67,n/a,3121,266,1409,459,1105,900,3406,590,17.21,222,0.51,45.15,0.36,28.84,5.18,18.9,7.41,7.11,0.27,6.47,34,462,11.16,0,82.79
IRELAND,3741,109550,38,74.45,0.991502726543705,1296,588,0.0,0.28648731024331897,1.15,34.64,11,0.0,0.3370853035361618,29.283614006950014,10.59,2.19,18,0.3340933264389188,43.756505613472335,0.0,Country/Region,353,82,0.33914476698541013,0,1.1766151291303935,309,n/a,149,0.0,52,8.26,n/a,2989,146,1471,206,1808,701,3153,509,15.72,308,0.29,49.21,0.48,23.45,9.44,17.03,3.98,10.3,1.39,3.9,43,396,5.51,0,84.28
SINGAPORE,4321,107691,39,80.47,0.9335812080536914,1173,358,0.0,0.33090394749034513,1.04,27.15,7,0.0,0.3313651613246261,24.922703077991205,10.23,1.34,30,0.38589074139068913,46.95133337190465,0.0,Country/Region,209,58,0.3333896768728964,0,1.0013937997348747,375,n/a,72,0.0,16,8.68,n/a,3307,68,1401,112,1521,895,3963,656,8.29,355,0.16,42.36,0.69,27.06,4.84,19.84,1.67,10.73,0.37,1.57,45,442,2.59,0,91.71
CZECH REPUBLIC,5532,105300,40,76.46,0.6854575560375995,2054,501,0.0,0.4236428228457739,0.74,37.13,27,0.0,0.3240080553387297,19.03470715835141,6.89,1.19,33,0.4940401715744718,39.60284515545915,0.0,Country/Region,233,66,0.32598762175776985,0,0.7648142205319124,687,n/a,228,0.0,10,12.42,n/a,4258,72,1400,208,1229,997,5031,927,9.06,934,0.49,32.88,0.6,23.41,4.21,21.77,4.12,21.94,0.18,1.3,41,381,3.76,0,90.94
CHILE,2343,70334,41,80.32,0.9792591549295775,959,309,0.0,0.1794278983961765,0.64,40.93,43,0.0,0.21641768816898585,30.018779342723004,7.51,0.81,7,0.20924369522758268,42.07388548868971,0.0,Country/Region,173,19,0.2177399182213769,0,1.206154060229452,224,n/a,125,0.0,5,9.56,n/a,1965,42,710,86,340,458,2034,367,13.19,430,1.84,36.13,0.3,23.31,7.38,18.68,5.34,21.88,0.21,1.79,15,176,3.67,0,86.81
NORTHERN IRELAND,2123,59785,42,74.33,1.0068438059349976,444,302,0.0,0.1625802084059252,1.13,20.91,12,0.0,0.18395841964317144,28.16062176165803,9.61,1.37,7,0.18959639990104907,43.49576938294866,0.0,Country/Region,213,29,0.18508233586693512,0,1.1314933191859973,434,n/a,44,0.0,11,20.44,n/a,1669,102,761,70,803,456,1821,280,14.23,172,0.57,45.6,0.33,27.32,10.03,16.78,2.07,10.31,0.52,4.8,24,204,3.3,0,85.77
UKRAINE,5202,55405,43,66.53,0.3902488850442138,1662,371,0.0,0.39837128786039694,0.27,31.95,49,0.0,0.17048116150087672,10.650711264898115,3.48,0.54,5,0.4645692285846713,28.092588773548638,0.0,Country/Region,85,28,0.1715227367852729,0,0.42794540343635196,302,n/a,226,0.0,4,5.81,n/a,4077,42,929,232,383,584,4831,1092,7.13,1472,0.94,22.79,0.1,14.32,1.63,26.78,4.34,36.1,0.08,0.81,14,181,4.46,0,92.87
EGYPT,2638,44083,44,81.69,0.5700897270659591,689,185,0.0,0.20201911906492256,0.53,26.12,43,0.0,0.13564337230291756,16.71076573161486,4.78,0.91,8,0.23558893214270724,40.147153980288095,0.0,Country/Region,103,24,0.1364721018988392,0,0.6714382922307768,348,n/a,44,0.0,0,13.19,n/a,2211,27,507,31,460,559,2453,643,7.01,502,1.63,22.93,0.3,25.28,3.9,29.08,1.67,22.7,0.0,1.02,14,126,1.18,0,92.99
SLOVAKIA,2403,42438,45,77.74,0.5958926342072409,920,209,0.0,0.1840227229389723,0.75,38.29,17,0.0,0.13058170800061736,17.660424469413233,5.58,1.0,18,0.21460204849845543,35.20800474406992,0.0,Country/Region,76,24,0.13137951274602314,0,0.7095955646951401,232,n/a,105,0.0,5,9.65,n/a,1912,28,477,98,448,371,2194,394,8.7,670,0.71,24.95,0.75,19.4,3.16,20.61,4.37,35.04,0.21,1.17,18,134,4.08,0,91.3
THAILAND,1371,37025,46,83.52,0.8925361050328229,636,191,0.0,0.10499174080288431,0.95,46.39,12,0.0,0.11392590929645266,27.00583515681984,9.12,2.19,6,0.12243837223944337,46.49842859226842,0.0,Country/Region,121,30,0.11462195342432505,0,1.0850940123980009,120,n/a,17,0.0,3,8.75,n/a,1147,57,462,52,326,308,1180,212,13.93,165,0.88,40.28,0.44,26.85,8.83,18.48,1.24,14.39,0.22,4.16,13,125,3.79,0,86.07
SLOVENIA,1724,36986,47,76.45,0.7240406612529002,524,200,0.0,0.132024625196333,0.81,30.39,2,0.0,0.11380590631299387,21.453596287703018,7.08,0.52,8,0.15396335064974498,41.508516241299304,0.0,Country/Region,91,9,0.11450121726811849,0,0.8620051459623824,220,n/a,76,0.0,5,12.76,n/a,1268,37,515,99,278,312,1524,229,11.6,212,0.12,40.62,0.46,24.61,5.28,18.06,4.41,16.72,0.29,2.15,14,122,5.74,0,88.4
BULGARIA,1951,31242,48,78.63,0.6196814966683752,824,203,0.0,0.14940837804991053,0.46,42.23,9,0.0,0.0961316207492174,16.013326499231162,5.33,0.82,1,0.17423578719121371,37.92811947719119,0.0,Country/Region,86,16,0.09671894851810299,0,0.6434151953453655,171,n/a,110,0.0,3,8.76,n/a,1498,43,439,107,348,394,1748,415,10.4,250,0.46,29.31,0.05,26.3,4.41,27.7,5.64,16.69,0.15,2.2,9,104,5.48,0,89.6
ROMANIA,2368,30657,49,71.2,0.4922035472972973,883,188,0.0,0.1813424086223414,0.3,37.29,12,0.0,0.09433157599733556,12.946368243243244,4.43,0.68,4,0.2114763424237797,35.31438205236487,0.0,Country/Region,81,16,0.09490790617500428,0,0.5201848630663545,301,n/a,98,0.0,5,12.71,n/a,1725,43,529,91,255,332,2180,379,7.94,485,0.51,30.67,0.17,19.25,3.42,21.97,4.14,28.12,0.21,1.82,7,105,3.84,0,92.06
IRAN,1304,29775,50,81.06,0.7965125,284,117,0.0,0.09986085339676234,0.38,21.78,2,0.0,0.09161766237142141,22.833588957055216,7.67,0.54,5,0.11645487775363542,43.74756993865031,0.0,Country/Region,58,7,0.09217741156540928,0,0.9174532287182701,223,n/a,55,0.0,0,17.1,n/a,1047,8,285,52,143,289,1187,260,8.97,213,0.15,27.22,0.38,27.6,4.45,24.83,4.22,20.34,0.0,0.61,5,100,3.99,0,91.03
