Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
ITALY,87054,2481121,9,74.39,1.1489377064810347,31092,21213,73.44,3.784523769673294,1.44,35.72,3416,64.6,5.215920702699304,28.500941944080687,12.1,2.79,1357,4.216641624695936,45.38215935626163,0.0,Country/Region,7212,2433,5.276732513929278,0,1.3782237925142107,21045,n/a,9339,0.0,1800,24.17,n/a,64067,6740,33391,9228,20266,16589,65841,8887,24.37,5200,3.92,52.12,1.56,25.89,8.28,13.87,10.73,8.12,2.07,7.74,1251,10537,10.6,0,75.63
AUSTRALIA,66067,2051818,10,76.97,1.3075907775440083,24123,15664,67.36,2.8721498367795335,1.89,36.51,1896,55.14,4.313421225474727,31.056624335901432,14.09,2.17,822,3.20009261169833,48.67087673725158,0.0,Country/Region,5722,1436,4.363710900542675,0,1.501809261563893,12135,n/a,4980,0.0,1869,18.37,n/a,44954,5940,22769,7224,13428,11816,50403,6768,23.71,3601,2.87,50.65,1.24,26.28,8.66,15.06,7.54,8.01,2.83,8.99,1246,9311,10.93,0,76.29
NETHERLANDS,48815,1974037,11,77.65,1.5512686489808463,22265,16127,65.75,2.122148641264064,2.42,45.61,1805,59.22,4.149906617288889,40.439147802929426,17.05,5.53,2189,2.3644560951769265,51.592265590494726,0.0,Country/Region,5197,2701,4.198289894607885,0,1.9555211810314026,8407,n/a,6186,0.0,1449,17.22,n/a,37499,7025,22303,6936,16905,9365,32688,4071,33.04,1760,3.7,59.48,4.48,24.97,10.65,10.86,12.67,4.69,2.97,14.39,1180,8321,14.21,0,66.96
SPAIN,74295,1891484,12,72.75,1.0278282751194563,24772,17751,74.39,3.229848065199501,1.22,33.34,3223,62.76,3.976360102721508,25.459102227606163,10.83,2.15,1010,3.598632911833857,43.331502508917154,0.0,Country/Region,5464,1600,4.022720021464897,0,1.2311291498709849,14882,n/a,7996,0.0,2053,20.03,n/a,51107,5905,26353,8054,12330,11663,56544,7883,23.89,5208,4.34,51.56,1.36,22.82,7.35,15.42,10.76,10.19,2.76,7.95,907,8046,10.84,0,76.11
SWITZERLAND,34309,1392524,13,76.94,1.6221447054708678,19625,12715,57.46,1.4915250995212288,2.65,57.2,1534,52.5,2.9274246441852876,40.58771750852546,17.27,7.09,664,1.6618278023030861,50.60542307266315,0.0,Country/Region,3506,2433,2.9615551467368393,0,1.962705585796025,3113,n/a,5640,0.0,2576,9.07,n/a,27172,5494,15869,7011,12222,7016,21594,2623,37.06,1664,4.47,58.4,1.94,25.82,10.22,9.65,16.44,6.12,7.51,16.01,908,5925,20.43,0,62.94
INDIA,57500,1163193,14,80.37,0.7599760104347827,10354,9516,84.75,2.4997141631196085,0.96,18.01,2984,77.29,2.4453150208856846,20.22944347826087,7.79,1.15,593,2.785132141199903,41.57071499304348,0.0,Country/Region,2552,663,2.4738246635593097,0,0.9782378549369684,12660,n/a,3500,0.0,620,22.02,n/a,39589,3390,12399,3387,6692,10999,47984,7654,16.55,8537,5.19,31.32,1.03,27.78,4.44,19.33,6.09,21.56,1.08,5.9,553,4481,5.89,0,83.45
SOUTH KOREA,55456,1158453,15,76.32,0.8360399019042124,12553,10383,82.48,2.4108547587819307,0.86,22.64,2563,79.48,2.4353503862988206,20.889588141950377,8.24,4.78,638,2.6861267482153357,40.772897807270624,0.0,Country/Region,4350,2652,2.463743852459801,0,1.0101605571333823,17889,n/a,3036,0.0,608,32.26,n/a,41236,3357,17522,2832,17202,11215,45073,8251,18.72,4248,4.62,42.49,1.15,27.2,7.84,20.01,5.47,10.3,1.1,6.05,475,4567,5.11,0,81.28
SWEDEN,28715,1100099,16,81.82,1.4295851506181438,14759,8113,61.43,1.2483355164170358,1.94,51.4,1365,56.13,2.312676064214039,38.31095246386906,15.28,6.8,590,1.3908707727748733,52.183083503395444,0.0,Country/Region,2899,1952,2.3396392847592216,0,1.8526077595323625,4196,n/a,2974,0.0,833,14.61,n/a,22426,2854,12384,3259,8613,5815,20602,2929,28.25,1298,4.75,55.22,2.05,25.93,10.1,13.06,10.36,5.79,2.9,9.94,556,4387,11.35,0,71.75
BELGIUM,26203,963272,17,78.26,1.5313788230355305,13787,7347,62.57,1.1391306124560538,2.22,52.62,865,56.81,2.0250323813834807,36.76189749265351,15.46,6.03,490,1.2691968260149749,50.20163299240546,0.0,Country/Region,2525,1581,2.0486419977734593,0,1.7776999048575772,3128,n/a,2763,0.0,1050,11.94,n/a,20008,2831,11275,3467,8756,4535,18856,2544,28.04,1654,3.3,56.35,1.87,22.67,9.64,12.71,10.54,8.27,4.01,10.8,581,4052,13.23,0,71.96
BRAZIL,46681,831972,18,75.43,0.7215868597502196,10353,17337,83.45,2.0293766408449816,0.82,22.18,10910,71.98,1.7490077988401798,17.822497375806,6.8,1.26,1645,2.2610913649278723,38.26777467706347,0.0,Country/Region,2184,586,1.769399276810268,0,0.8618448461651438,14655,n/a,6516,0.0,493,31.39,n/a,31644,8859,10900,2598,3992,7653,29344,8186,37.14,4905,23.37,34.45,3.52,24.18,4.68,25.87,13.96,15.5,1.06,18.98,383,3174,5.57,0,62.86
DENMARK,17194,757958,19,79.22,1.5755079097359546,8888,5001,59.34,0.747479744707453,2.45,51.69,628,53.05,1.5934123422342394,44.082703268582065,17.0,5.88,368,0.8328271658398457,51.72134004885425,0.0,Country/Region,1920,1011,1.6119897509201717,0,2.1317130711787593,2355,n/a,1745,0.0,466,13.7,n/a,13584,1890,7664,2085,6764,3474,12193,1782,29.09,664,3.65,56.42,2.14,25.57,11.17,13.12,10.15,4.89,2.71,10.99,422,2923,12.13,0,70.91
TAIWAN,35197,743120,20,78.91,0.8526691905560134,6754,6344,82.79,1.530129380857754,0.77,19.19,1256,77.76,1.5622192519389047,21.113163053669346,8.89,2.09,323,1.704839929979356,44.95051582805353,0.0,Country/Region,2228,736,1.580432984022595,0,1.0209719985006507,13985,n/a,2223,0.0,327,39.73,n/a,25579,1743,12788,2537,7246,6248,28853,4160,18.02,2383,3.57,49.99,0.92,24.43,6.33,16.26,6.32,9.32,0.93,4.95,272,3130,7.21,0,81.98
SCOTLAND,21624,743072,21,73.5,1.3635993155752868,8448,6899,56.72,0.9400664184921463,2.01,39.07,828,44.28,1.5621183442468858,34.36330003699593,14.84,2.87,569,1.0474034334140296,47.85865325564188,0.0,Country/Region,2257,620,1.5803308998595618,0,1.6617106126953265,4115,n/a,2383,0.0,1985,19.03,n/a,15224,2485,8803,3245,5310,3733,14725,1788,31.9,900,3.83,57.82,2.63,24.52,10.44,11.74,11.02,5.91,9.18,11.49,435,3209,15.01,0,68.1
AUSTRIA,19616,568948,22,72.29,1.2959858329934748,9880,4493,61.4,0.8527720525870303,1.69,50.37,636,54.71,1.1960672824740768,29.004282218597062,13.22,4.89,332,0.9501417753352572,44.62427865008157,0.0,Country/Region,1661,960,1.2100120914437607,0,1.4025638842708334,2141,n/a,1820,0.0,552,10.91,n/a,14160,1259,7186,1864,4922,3426,15123,2075,22.9,1473,3.24,50.75,1.69,24.19,8.47,14.65,9.28,10.4,2.81,6.42,332,2594,9.5,0,77.1
ISRAEL,18280,558707,23,78.68,1.295286012035011,6954,4545,65.78,0.7946917374230686,1.79,38.04,551,56.09,1.1745382059331326,30.563840262582058,13.19,3.05,315,0.8854298354979865,48.16007724835886,0.0,Country/Region,1656,558,1.1882320099099901,0,1.4779796374148608,3113,n/a,1946,0.0,501,17.03,n/a,13497,1364,7344,2023,6540,3299,13735,1954,24.86,900,3.01,54.41,1.72,24.44,9.06,14.48,10.65,6.67,2.74,7.46,327,2411,11.07,0,75.14
TURKEY,32514,539942,24,76.25,0.745105671403088,4786,4741,82.69,1.4134905443421035,0.96,14.72,1358,73.29,1.1350896050845032,16.60644645383527,7.14,0.9,372,1.574883242416933,38.17302811711878,0.0,Country/Region,1741,293,1.1483234824242758,0,0.8030401120318923,8450,n/a,1524,0.0,128,25.99,n/a,23427,1314,5791,1270,2337,5578,27773,5079,14.58,6979,4.18,24.72,1.14,23.81,5.35,21.68,4.69,29.79,0.39,4.04,313,2320,3.91,0,85.42
NORWAY,14151,483902,25,81.22,1.3428434527595223,6937,3808,62.32,0.615190523866184,1.95,49.02,738,52.79,1.017279874652465,34.19560455091513,15.53,6.53,221,0.6854331292194752,52.37092801215462,0.0,Country/Region,1294,924,1.029140222083246,0,1.6536013400520833,2433,n/a,1386,0.0,515,17.19,n/a,10357,1341,5376,1555,2744,2880,10343,1521,26.91,580,5.22,51.91,1.56,27.81,9.14,14.69,9.79,5.6,3.64,9.48,276,2197,10.99,0,73.09
FINLAND,15111,482937,26,81.38,1.265740367943882,6769,3923,65.89,0.6569248820678332,1.78,44.8,671,59.3,1.0152512095941688,31.959301171332143,13.56,4.39,306,0.7319327267073344,50.70116006220634,0.0,Country/Region,1430,664,1.0270879050556034,0,1.545460123840058,2968,n/a,1456,0.0,480,19.64,n/a,10907,1292,5771,1516,3677,2844,11188,1644,25.96,648,4.44,52.91,2.03,26.07,9.46,15.07,9.64,5.94,3.18,8.55,269,2049,10.03,0,74.04
GREECE,18215,476686,27,74.26,1.0238748449080428,6234,3344,74.38,0.7918659735864985,1.25,34.22,598,68.43,1.002110084952294,26.169969805105683,10.24,1.81,257,0.8822814252514126,43.422738792204235,0.0,Country/Region,1177,330,1.0137935695739513,0,1.2655046666717642,3654,n/a,1350,0.0,294,20.06,n/a,13235,1014,6325,1312,3352,3463,14871,2117,18.36,1330,3.28,47.79,1.41,26.17,6.46,16.0,7.41,10.05,1.61,5.57,228,1865,7.2,0,81.64
POLAND,29178,470718,28,73.65,0.7368028617451504,8382,5012,70.74,1.2684636495913728,0.8,28.73,1247,60.51,0.9895638952446136,16.1326341764343,6.61,1.6,363,1.413297141146622,35.550749760093225,0.0,Country/Region,1528,466,1.0011011053035148,0,0.7801279095095828,4719,n/a,2174,0.0,332,16.17,n/a,20422,1008,6729,1874,3038,4422,24166,4057,17.18,5214,4.27,32.95,1.24,21.65,5.24,19.87,7.45,25.53,1.14,3.45,233,1928,6.42,0,82.82
HONG KONG,14340,459543,29,81.21,1.355726868898187,4322,2804,61.46,0.6234069756371337,1.99,30.14,353,60.2,0.966071323196469,32.04623430962343,15.47,2.09,130,0.6945877374748974,52.45648767782427,0.0,Country/Region,970,299,0.9773346360973939,0,1.5496639610250202,4170,n/a,973,0.0,244,29.08,n/a,9959,1012,5391,1351,3871,2557,11536,1385,19.55,626,2.46,54.13,0.91,25.68,6.76,13.91,6.79,6.29,1.7,7.06,285,2218,9.42,0,80.45
RUSSIA,40560,453178,30,69.74,0.4915185256410256,11042,5269,72.57,1.763276634019675,0.46,27.22,893,58.4,0.9526905427860493,11.173027613412229,4.05,1.16,279,1.9646079938620533,28.30613731015779,0.0,Country/Region,1192,472,0.9637978507285385,0,0.5402955636145625,7037,n/a,3131,0.0,416,17.35,n/a,28053,1106,6482,2905,2435,4035,35291,4167,12.99,13369,2.2,23.11,0.69,14.38,2.94,14.85,7.72,47.66,1.03,2.73,186,1642,7.16,0,87.01
SINGAPORE,13283,452001,31,80.37,1.3443670706918618,5977,2451,69.76,0.5774557083255263,2.09,45.0,378,63.73,0.9502162020880031,34.02853271098397,15.6,2.46,145,0.6433897431575358,51.41826836558006,0.0,Country/Region,727,327,0.9612946619808334,0,1.6455222251475994,1729,n/a,749,0.0,386,13.02,n/a,9044,905,5227,1201,5450,2220,10832,1119,18.45,478,2.85,57.8,1.09,24.55,5.47,12.37,5.64,5.29,2.91,6.81,278,2072,9.04,0,81.55
PORTUGAL,14613,403686,32,75.08,1.0687501539724904,6075,4130,74.65,0.6352751837507277,1.3,41.57,581,62.88,0.8486463033402527,27.62512831040854,11.62,1.92,231,0.7078110605105075,45.63423243002806,0.0,Country/Region,974,281,0.8585405716279273,0,1.3358719576133304,2969,n/a,2128,0.0,293,20.32,n/a,10249,1362,5085,2344,2023,2893,10483,1541,28.26,730,3.98,49.61,1.58,28.23,6.67,15.04,14.56,7.12,2.01,9.32,190,1698,16.04,0,71.74
IRAN,21824,385037,33,78.56,0.7608075833944282,3814,2562,89.06,0.9487610764508232,0.77,17.48,754,77.02,0.8094415627473355,17.642824413489738,8.34,0.75,215,1.0570908495573335,42.31372814332845,0.0,Country/Region,923,164,0.8188787475362093,0,0.8531563771306243,6234,n/a,879,0.0,104,28.56,n/a,15115,598,4014,670,1469,4223,19262,3612,11.74,3266,3.45,26.56,0.99,27.94,4.23,23.9,4.03,21.61,0.48,2.74,167,1820,3.07,0,88.26
IRELAND,11195,380666,34,72.81,1.263503715944618,4876,3306,64.37,0.48668347923693944,1.65,43.56,387,52.98,0.8002526560428667,34.00321572130415,13.03,3.49,198,0.5422531186214419,45.782852737829394,0.0,Country/Region,915,391,0.8095827084400166,0,1.6442979681528649,1076,n/a,1468,0.0,677,9.61,n/a,7513,958,4133,1806,3723,1949,7889,1031,29.53,400,3.46,55.01,1.77,25.94,8.17,13.72,13.11,5.32,6.05,8.56,185,1459,16.13,0,70.47
NEW ZEALAND,11406,355424,35,79.9,1.2610599947396108,4983,2514,62.57,0.49585634338334356,1.9,43.69,351,49.09,0.74718782350244,31.16114325793442,12.75,3.21,135,0.5524733426526276,48.96199813256181,0.0,Country/Region,1088,366,0.7558991992050366,0,1.5068634968027292,1146,n/a,760,0.0,269,10.05,n/a,7610,747,3533,940,1689,2244,8892,1279,22.04,554,3.08,46.43,1.18,29.49,9.54,16.81,6.66,7.28,2.36,6.55,217,1454,8.24,0,77.96
CZECH REPUBLIC,15116,280502,36,69.91,0.9111055702566817,5304,2936,70.27,0.6571422485168,0.92,35.09,781,58.5,0.5896835297224764,18.55662873776131,8.49,2.96,253,0.732174912110917,39.255916948928295,0.0,Country/Region,976,447,0.5965585812308993,0,0.8973453328459993,3094,n/a,1150,0.0,179,20.47,n/a,10009,666,3975,926,1979,2624,12180,2261,19.42,1149,5.17,39.71,1.67,26.22,6.46,22.59,7.61,11.48,1.18,4.41,139,1283,6.13,0,80.58
SOUTH AFRICA,12513,279574,37,76.71,1.036344561655878,4737,3182,66.75,0.5439812751846202,1.17,37.86,862,50.08,0.587732647676778,22.342683609046592,9.61,1.57,378,0.6060931910058154,43.597900959002644,0.0,Country/Region,859,196,0.594584954078928,0,1.0804280854654587,1457,n/a,1184,0.0,361,11.64,n/a,7987,1016,2932,1083,1267,1978,9331,1805,25.43,1272,6.89,36.71,3.02,24.77,6.86,22.6,9.46,15.93,2.88,8.12,146,1203,8.65,0,74.57
MEXICO,14474,273484,38,74.42,0.7687081732762194,5308,2967,74.04,0.6292323964694472,0.88,36.67,718,62.74,0.5749299842518831,18.89484593063424,7.03,1.64,232,0.7010783062909112,38.54620060798674,0.0,Country/Region,942,237,0.5816330258941158,0,0.9137005460585804,3086,n/a,1195,0.0,306,21.32,n/a,10045,882,3857,1075,1549,2327,11507,1967,20.5,1894,4.96,38.4,1.6,23.17,6.51,19.58,8.26,18.86,2.11,6.09,128,1018,7.43,0,79.5
ARGENTINA,10730,239780,39,76.1,0.8616681919850886,4016,2514,73.67,0.4664683994830156,0.89,37.43,539,56.87,0.5040759665059621,22.346691519105313,7.89,1.3,183,0.5197298760882602,40.39809515377447,0.0,Country/Region,731,140,0.5099529294177761,0,1.0806218964985124,2171,n/a,1002,0.0,228,20.23,n/a,7623,1317,3331,1061,1308,1998,8216,1420,23.43,874,5.02,43.7,1.71,26.21,6.81,18.63,9.34,11.47,2.12,12.27,96,847,9.89,0,76.57
WALES,7568,229682,40,73.45,1.269566649048626,2543,1855,54.49,0.32900585715633385,1.96,33.6,212,42.16,0.4828475107974909,30.349101479915433,14.26,1.98,115,0.36657182686262374,46.810941054439745,0.0,Country/Region,713,150,0.4884769736197083,0,1.467595485900593,1683,n/a,548,0.0,473,22.24,n/a,5163,617,2729,815,1479,1337,5713,766,24.51,331,2.8,52.86,1.52,25.9,9.42,14.84,7.24,6.41,6.25,8.15,148,1079,10.77,0,75.49
HUNGARY,8691,195159,41,73.48,0.9383602692440457,3951,2039,64.39,0.37782636159430466,1.86,45.46,313,54.15,0.4102717555564978,22.455298584742838,10.21,3.65,114,0.4209666685072757,41.19253879875734,0.0,Country/Region,727,317,0.415055066111618,0,1.0858738226345144,1357,n/a,834,0.0,316,15.61,n/a,6458,498,2714,885,1297,1703,6652,1122,23.46,919,3.6,42.03,1.31,26.37,8.36,17.37,9.6,14.23,3.64,5.73,162,887,10.18,0,76.54
THAILAND,8151,188177,42,73.91,0.912783719788983,3316,1399,74.41,0.35435078510587703,0.98,40.68,402,60.86,0.39559389085491875,23.086369770580298,9.59,2.04,67,0.3948106449203549,41.81898364617838,0.0,Country/Region,561,166,0.40020607389710927,0,1.1163906148443234,1427,n/a,282,0.0,168,17.51,n/a,5701,563,2257,369,1503,1716,6752,978,17.16,750,4.93,39.59,0.82,30.1,6.88,17.15,3.46,13.16,2.06,6.91,80,782,4.53,0,82.84
CHILE,6709,159292,43,78.6,0.9503217618124907,3113,2198,66.28,0.2916623012238166,1.07,46.4,753,51.01,0.33487058493897615,23.743031748397676,9.49,0.94,132,0.324964374527133,42.9359305857803,0.0,Country/Region,645,63,0.3387748020386037,0,1.1481449043426504,947,n/a,1136,0.0,177,14.12,n/a,4706,731,2045,668,657,1023,4511,777,32.76,861,11.22,43.46,1.97,21.74,9.61,16.51,16.93,18.3,2.64,10.9,72,637,9.96,0,67.24
MALAYSIA,9089,148457,44,73.34,0.7641085597975575,2552,1818,82.32,0.3951287309320717,0.86,28.08,809,73.29,0.31209277570929855,16.333700077016175,8.7,1.07,75,0.44024462663245073,41.14651765870833,0.0,Country/Region,267,97,0.3157314289873,0,0.7898508796692687,1477,n/a,280,0.0,610,16.25,n/a,4173,795,1187,667,890,1048,7271,796,20.0,1142,8.9,28.44,0.83,25.11,2.94,19.08,3.08,27.37,6.71,8.75,78,791,7.34,0,80.0
EGYPT,7301,136882,45,78.74,0.8005431995617039,2709,1022,70.76,0.3173984887815002,0.77,37.1,268,53.2,0.28775930622766327,18.748390631420353,8.23,1.08,88,0.3536391263113129,42.29848867278455,0.0,Country/Region,360,79,0.2911142584225708,0,0.9066183879210565,1144,n/a,281,0.0,76,15.67,n/a,5355,305,1877,306,838,1461,6279,1204,14.0,813,3.67,35.05,1.21,27.28,4.93,22.48,3.85,15.18,1.04,4.18,56,601,4.19,0,86.0
SLOVENIA,4726,125745,46,74.76,0.926323465933136,1678,847,67.12,0.20545476756353515,1.1,35.51,164,58.57,0.26434661943570026,26.60706728734659,8.32,1.76,61,0.22891364346627374,41.14775550148117,0.0,Country/Region,294,83,0.2674286058455178,0,1.2866414470228988,752,n/a,340,0.0,56,15.91,n/a,3231,247,1214,328,744,799,3879,652,17.92,566,3.47,37.57,1.29,24.73,6.22,20.18,7.19,17.52,1.18,5.23,52,393,6.94,0,82.08
NORTHERN IRELAND,3742,106672,47,70.55,1.243316675574559,1405,864,58.55,0.16267705040684477,1.2,37.55,76,45.51,0.22425052756328295,28.506680919294496,12.72,1.44,48,0.181251556041218,44.313876002137896,0.0,Country/Region,302,54,0.2268650383136751,0,1.3785013128923034,673,n/a,345,0.0,137,17.99,n/a,2419,263,1288,438,701,647,2878,344,23.09,140,2.03,53.25,1.28,26.75,8.07,14.22,9.22,5.79,3.66,7.03,45,476,11.7,0,76.91
ROMANIA,13762,105051,48,53.97,0.5355851184420869,2977,1057,77.91,0.5982794141365574,0.47,21.63,275,62.54,0.22084279071406215,7.633410841447464,5.2,0.88,86,0.6665911048207489,27.365382967591923,0.0,Country/Region,312,121,0.22341757105791477,0,0.3691298505277581,2688,n/a,524,0.0,52,19.53,n/a,6668,214,1523,384,468,1341,12705,1249,7.68,2555,2.0,22.84,0.62,20.11,2.27,18.73,3.81,38.32,0.38,1.56,64,715,2.79,0,92.32
PAKISTAN,5331,98998,49,80.32,0.7375636090789721,1678,886,81.45,0.23175610788853276,0.73,31.48,446,68.17,0.20811791030176507,18.570249484149315,7.62,0.51,73,0.25821807729976837,40.07308476833615,0.0,Country/Region,207,27,0.2105443327487739,0,0.8980039930678466,1141,n/a,259,0.0,54,21.4,n/a,3524,440,853,160,367,622,4445,665,16.62,1384,8.37,24.21,1.37,17.65,3.88,18.87,4.86,39.27,1.01,8.25,39,406,3.0,0,83.38
