Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
NETHERLANDS,25588,994769,9,79.2,1.3750891785211818,7867,5740,0.0,1.9625890098697025,1.97,30.74,53,0.0,3.440903545507091,38.876387369079254,14.81,3.31,191,2.2994579361313603,50.40804281694544,0.0,Country/Region,2077,848,3.4675361850838033,0,1.7532471282591833,2326,n/a,2310,0.0,82,9.09,n/a,20494,2442,11927,3419,15454,4470,19848,2650,22.43,1447,0.21,58.2,0.75,21.81,8.12,12.93,9.03,7.06,0.32,9.54,505,3790,13.36,0,77.57
AUSTRALIA,28359,818337,10,76.8,1.1040282555802392,6274,3512,0.0,2.175123563033254,1.35,22.12,90,0.0,2.8306256876919527,28.85634190204168,11.53,0.93,170,2.5484730190225595,46.37409397722064,0.0,Country/Region,2252,263,2.852534768466774,0,1.3013631665801035,2499,n/a,656,0.0,66,8.81,n/a,22498,874,9986,1000,10621,6063,24847,4053,12.38,2396,0.32,44.39,0.6,26.95,7.94,18.01,2.31,10.65,0.23,3.08,382,3271,3.53,0,87.62
SWITZERLAND,16837,790322,11,80.48,1.5390590722812854,6859,3192,0.0,1.2913909316545327,2.23,40.74,73,0.0,2.733721870999453,46.939597315436245,16.32,5.87,200,1.5130519489856074,51.06439255805667,0.0,Country/Region,1217,989,2.7548809149338207,0,2.116881731155571,771,n/a,1369,0.0,162,4.58,n/a,13636,1117,8002,1702,16437,2678,13645,1989,18.96,967,0.43,58.68,1.19,19.64,7.23,14.59,8.13,7.09,0.96,6.63,375,2748,10.11,0,81.04
SWEDEN,18136,669688,12,83.49,1.2361828407587119,6086,2407,0.0,1.3910236940361471,1.68,33.56,84,0.0,2.316449159134988,36.9258932509925,14.07,2.78,171,1.6297861939064546,51.29641457873842,0.0,Country/Region,1373,504,2.3343785066848706,0,1.6652837540197878,1542,n/a,482,0.0,18,8.5,n/a,14958,687,7768,779,10575,3920,15729,2255,13.27,1015,0.46,51.93,0.94,26.21,7.57,15.08,2.66,6.79,0.1,3.79,304,2551,4.3,0,86.73
SPAIN,24870,654047,13,80.76,0.9453658946521915,6275,3509,0.0,1.907518707029057,0.92,25.23,180,0.0,2.262346978271615,26.298632891033375,9.84,0.97,153,2.2349350817409306,46.037514660233214,0.0,Country/Region,1596,242,2.2798575742162317,0,1.1860156180566113,2390,n/a,1237,0.0,184,9.61,n/a,19985,1013,9474,1580,6873,5559,21361,2733,14.11,2219,0.72,47.41,0.62,27.82,6.42,13.68,4.97,11.1,0.74,4.07,228,2448,6.35,0,85.89
SCOTLAND,13111,423319,14,73.92,1.1861926702768668,2800,1963,0.0,1.005608273737755,1.59,21.36,41,0.0,1.4642593888435569,32.28731599420334,12.88,1.66,74,1.1782160778731543,45.92693705285638,0.0,Country/Region,1198,217,1.4755927761455079,0,1.4560932194810183,1795,n/a,333,0.0,73,13.69,n/a,10418,727,5631,650,5519,2597,11148,1376,14.97,814,0.31,54.05,0.56,24.93,9.14,13.21,2.54,7.81,0.56,5.54,209,1689,4.96,0,85.03
BELGIUM,12612,405472,15,78.5,1.1607435379004123,4744,1758,0.0,0.9673351802593674,1.35,37.61,28,0.0,1.4025266593589578,32.149698699651125,12.16,3.88,95,1.1333735927188024,47.10425884078655,0.0,Country/Region,920,489,1.4133822345070062,0,1.4498869554014404,657,n/a,456,0.0,63,5.21,n/a,10030,555,5295,715,7275,2273,10854,1440,13.94,1022,0.22,52.79,0.75,22.66,7.29,14.36,3.62,10.19,0.5,4.4,170,1533,5.67,0,86.06
ISRAEL,12244,381304,16,79.07,1.1026690460633781,3743,1807,0.0,0.9391097325638831,1.48,30.57,38,0.0,1.3189296062865206,31.142110421430903,12.06,2.15,173,1.1003033832262148,47.28849676576283,0.0,Country/Region,904,263,1.3291381391229466,0,1.4044467441367934,1226,n/a,605,0.0,16,10.01,n/a,9989,377,5234,692,6148,2205,10437,1794,14.76,756,0.31,52.4,1.41,22.07,7.38,17.96,4.94,7.57,0.13,3.08,181,1477,5.65,0,85.24
DENMARK,9335,371650,17,82.22,1.393232287091591,3655,1646,0.0,0.7159906365145254,2.04,39.15,61,0.0,1.285536443825361,39.81253347616497,15.24,4.36,62,0.8388869717752951,51.358965281199794,0.0,Country/Region,858,407,1.2954865131366133,0,1.7954654408378998,701,n/a,469,0.0,25,7.51,n/a,7615,447,4098,665,5306,1865,7689,1152,17.63,500,0.65,53.81,0.66,24.49,9.19,15.13,5.02,6.57,0.27,4.79,190,1423,7.12,0,82.37
RUSSIA,32834,352887,18,66.18,0.43227191326064446,7360,2208,0.0,2.518354210960678,0.45,22.42,119,0.0,1.2206352725741962,10.747609185600293,4.09,0.61,87,2.950617550216394,28.17461227386246,0.0,Country/Region,645,199,1.2300830059497916,0,0.484695626715894,1650,n/a,1342,0.0,34,5.03,n/a,25845,306,4939,1357,2853,3482,30626,4169,6.72,13255,0.36,19.11,0.26,13.47,1.96,16.13,4.09,51.29,0.1,0.93,148,1343,4.13,0,93.28
FINLAND,8742,308919,19,81.73,1.2690983413406545,2680,1202,0.0,0.6705077819400086,1.53,30.66,74,0.0,1.0685500677790571,35.33733699382292,13.03,2.57,88,0.7855972048483804,50.24915100663464,0.0,Country/Region,686,225,1.0768206596304304,0,1.5936430516695508,1029,n/a,253,0.0,25,11.77,n/a,7137,333,3603,354,5300,1768,7540,1201,13.75,565,0.85,50.48,1.01,24.77,7.85,16.83,2.89,7.92,0.29,3.81,134,1139,4.05,0,86.25
CHINA MAINLAND,21525,295409,20,69.87,0.5516944390243903,3789,1189,0.0,1.6509585914274407,0.48,17.6,43,0.0,1.0218190107197795,13.723995354239257,5.38,0.59,69,1.9343376612172714,34.82522563066202,0.0,Country/Region,680,128,1.0297279035629592,0,0.6189246756554331,2428,n/a,348,0.0,4,11.28,n/a,14797,177,4690,397,2791,3607,20336,3462,5.52,3038,0.2,31.7,0.32,24.38,3.16,23.4,1.62,20.53,0.02,0.82,104,1157,1.84,0,94.48
INDIA,18787,273061,21,77.13,0.5627862351626125,2111,1510,0.0,1.4409551246061476,0.63,11.24,86,0.0,0.9445173332097317,14.534571778357375,5.55,0.36,61,1.68828811341644,36.76842941927929,0.0,Country/Region,720,68,0.9518279100325486,0,0.6554800472831478,1320,n/a,506,0.0,139,7.03,n/a,15272,229,3707,643,2838,3328,17277,3614,8.04,4623,0.46,24.27,0.32,21.79,3.83,23.66,2.69,30.27,0.74,1.22,118,1042,3.42,0,91.96
AUSTRIA,9094,240893,22,74.31,1.0131735429953814,3099,970,0.0,0.6975060362574284,1.3,34.08,30,0.0,0.8332482996432735,26.489223663954256,10.69,2.27,59,0.8172295791456383,43.34683449527161,0.0,Country/Region,508,206,0.8396976526544279,0,1.194610879805701,457,n/a,287,0.0,14,5.03,n/a,7246,238,3581,373,3870,1582,8124,1306,10.67,777,0.33,49.42,0.65,21.83,5.59,18.02,3.16,10.72,0.15,2.62,118,972,4.1,0,89.33
TAIWAN,10209,203004,23,81.16,0.7748402488000784,1417,1242,0.0,0.7830260747913005,0.71,13.88,18,0.0,0.7021903410260286,19.88480752277402,8.32,1.34,47,0.9174287193201915,44.92128356352239,0.0,Country/Region,475,137,0.7076253036803041,0,0.8967649528314661,1243,n/a,395,0.0,0,12.18,n/a,8206,408,3511,702,3046,2023,8967,1639,12.17,1033,0.18,42.79,0.46,24.65,4.65,19.97,3.87,12.59,0.0,4.0,72,849,6.88,0,87.83
NORWAY,6049,202145,24,81.62,1.295996958174905,2015,776,0.0,0.46395579649452207,1.65,33.31,75,0.0,0.6992190621204831,33.417920317407834,13.99,4.4,36,0.5435915685344146,50.02649065961317,0.0,Country/Region,412,266,0.7046310270361917,0,1.50708120774333,410,n/a,194,0.0,17,6.78,n/a,4739,173,2189,253,2408,1310,5273,843,12.83,397,1.24,46.19,0.6,27.64,6.81,17.79,3.21,8.38,0.28,2.86,100,846,4.18,0,87.17
SOUTH KOREA,12779,199761,25,71.62,0.7158784411925816,2385,996,0.0,0.9801440111429159,0.58,18.66,82,0.0,0.6909728119332649,15.631974332889898,6.97,3.18,65,1.1483809975700585,38.742915228108615,0.0,Country/Region,433,407,0.6963209507619615,0,0.7049707023435695,1721,n/a,387,0.0,8,13.47,n/a,9024,153,4117,416,4379,1772,11783,2070,7.79,1065,0.64,45.62,0.51,19.64,3.39,22.94,3.03,11.8,0.06,1.2,74,891,3.26,0,92.21
BRAZIL,10515,190124,26,73.91,0.728668825487399,2897,1806,0.0,0.8064961481467845,0.74,27.55,766,0.0,0.6576384524306549,18.081217308606753,6.66,0.88,64,0.9449273174308761,38.94898123632906,0.0,Country/Region,396,93,0.6627285828698654,0,0.8154266501356716,1025,n/a,908,0.0,7,9.75,n/a,7928,525,3555,580,1584,1698,8709,1423,17.18,1252,7.28,44.84,0.61,21.42,3.77,17.95,8.64,15.79,0.07,4.99,78,700,5.52,0,82.82
POLAND,10545,166039,27,76.4,0.6420909056424846,3570,1166,0.0,0.8087971357306555,0.66,33.85,269,0.0,0.574328496155843,15.745756282598387,6.23,0.77,45,0.9476232584221197,38.150669758179234,0.0,Country/Region,431,81,0.5787738064164943,0,0.710102040157453,506,n/a,423,0.0,11,4.8,n/a,7726,118,2649,421,1660,1758,9379,1833,11.06,1486,2.55,34.29,0.43,22.75,4.09,23.73,4.01,19.23,0.1,1.12,70,657,3.99,0,88.94
NEW ZEALAND,5574,164836,28,81.11,1.1349066020810907,1395,708,0.0,0.42752349308323134,1.45,25.03,26,0.0,0.5701673220890546,29.572299964119125,12.43,2.15,21,0.5009058361730578,49.307587208467886,0.0,Country/Region,506,120,0.5745804248066373,0,1.3336514397772594,288,n/a,103,0.0,6,5.17,n/a,4405,142,1783,155,1817,1454,4866,807,12.7,361,0.47,40.48,0.38,33.01,9.08,18.32,1.85,8.2,0.11,2.55,81,693,2.78,0,87.3
IRELAND,3520,130661,29,73.1,1.2853326988636364,1039,432,0.0,0.269982543174197,1.79,29.52,4,0.0,0.4519560804161589,37.11960227272727,12.05,1.62,8,0.3163237429725805,43.75959957386364,0.0,Country/Region,253,57,0.4554542265382565,0,1.6740196425387015,174,n/a,99,0.0,39,4.94,n/a,2766,157,1315,167,1519,618,3088,421,12.27,412,0.11,47.54,0.23,22.34,7.19,15.22,2.81,14.9,1.11,4.46,63,424,4.74,0,87.73
HONG KONG,5635,125187,30,76.11,1.0049281455190773,1106,558,0.0,0.4322021678371023,1.17,19.63,6,0.0,0.4330215277631251,22.21597160603372,10.88,0.87,16,0.5063875828552531,45.90831442768412,0.0,Country/Region,256,49,0.43637312019381996,0,1.0018957793065295,498,n/a,192,0.0,10,8.84,n/a,4126,167,1814,280,1672,978,5077,833,9.9,501,0.11,43.97,0.28,23.7,4.54,20.19,3.41,12.14,0.18,2.96,66,613,4.97,0,90.1
WALES,4427,122565,31,71.81,1.1604305172803253,841,585,0.0,0.3395490677932302,1.24,19.0,28,0.0,0.42395203615620974,27.68579173255026,11.99,1.94,15,0.3978310256078448,43.90404721030043,0.0,Country/Region,370,86,0.4272334306002663,0,1.2485737007364635,641,n/a,117,0.0,30,14.48,n/a,3456,199,1677,172,1543,946,3842,529,13.21,304,0.63,48.52,0.34,27.37,8.36,15.31,2.64,8.8,0.68,4.5,55,531,3.89,0,86.79
GREECE,5731,113660,32,75.62,0.7794245332402723,1528,557,0.0,0.4395653281054896,0.63,26.66,20,0.0,0.39314966286880265,19.83248996684697,8.2,1.12,26,0.5150145940272326,42.06836482289304,0.0,Country/Region,272,64,0.39619264653062686,0,0.8944055359490323,427,n/a,223,0.0,7,7.45,n/a,4234,96,1790,239,942,1077,5174,844,9.72,523,0.35,42.28,0.45,25.44,4.75,19.93,3.89,12.35,0.12,1.68,36,470,4.17,0,90.28
ARGENTINA,4551,104630,33,77.46,0.7733286530432872,1229,558,0.0,0.3490598164732303,0.64,27.01,63,0.0,0.3619149148861765,22.990551527136894,7.1,0.62,25,0.4089742483716516,39.772392463194905,0.0,Country/Region,217,28,0.3647161411798301,0,1.036827780816564,471,n/a,238,0.0,7,10.35,n/a,3904,173,1699,253,849,889,3993,841,12.26,475,1.38,43.52,0.55,22.77,4.77,21.54,5.23,12.17,0.15,3.8,29,323,5.56,0,87.74
MEXICO,4904,97405,34,77.37,0.6827552610114193,1487,525,0.0,0.37613477037677906,0.55,30.32,77,0.0,0.33692365750251385,19.862357259380097,6.57,0.96,46,0.44069648736861783,40.03194051794454,0.0,Country/Region,205,47,0.3395314511289434,0,0.8957524909622502,391,n/a,192,0.0,19,7.97,n/a,3814,92,1535,197,1022,1005,4379,638,10.71,636,1.57,40.25,0.94,26.35,4.18,16.73,3.92,16.68,0.39,1.88,27,322,4.02,0,89.29
HUNGARY,4717,93725,35,77.04,0.7876623065507738,1890,570,0.0,0.3617919477706498,0.93,40.07,21,0.0,0.3241945464752642,19.869620521517913,8.03,2.99,46,0.4238917885231995,41.18842300190799,0.0,Country/Region,245,141,0.3267038166116752,0,0.8960800495227723,294,n/a,226,0.0,17,6.23,n/a,3643,141,1551,258,1464,752,4147,775,12.08,565,0.45,42.57,0.98,20.64,5.19,21.27,4.79,15.51,0.36,2.99,44,379,5.47,0,87.92
SOUTH AFRICA,5084,93248,36,76.44,0.7689991738788355,1150,535,0.0,0.389940695880005,0.65,22.62,10,0.0,0.3225446046383082,18.341463414634145,7.38,0.77,111,0.4568721333160793,41.450766679779704,0.0,Country/Region,280,39,0.32504110420277926,0,0.8271632277580065,347,n/a,96,0.0,3,6.83,n/a,4001,106,1308,134,778,1283,4549,868,10.52,542,0.2,32.69,2.18,32.07,5.51,21.69,1.89,13.55,0.06,2.08,33,375,2.64,0,89.48
CZECH REPUBLIC,5004,86773,37,75.5,0.712476239008793,1779,448,0.0,0.3838047289896824,0.78,35.55,28,0.0,0.30014759542596,17.340727418065548,6.59,1.12,29,0.4496829573394297,38.59764924060752,0.0,Country/Region,199,56,0.3024707418388358,0,0.7820320406579166,313,n/a,183,0.0,8,6.25,n/a,3879,66,1212,192,897,804,4556,1014,8.95,849,0.56,31.25,0.58,20.73,3.98,26.14,3.66,21.89,0.16,1.32,39,330,3.84,0,91.05
TURKEY,5179,83206,38,77.93,0.713123711141147,773,456,0.0,0.39722715656226315,0.6,14.93,11,0.0,0.2878093511231884,16.066035914269165,6.66,0.42,16,0.46540927978835067,40.750055744352196,0.0,Country/Region,204,22,0.2900369993597337,0,0.7245460094269155,445,n/a,152,0.0,1,8.59,n/a,4111,130,1238,225,687,1045,4723,969,8.8,859,0.21,30.11,0.31,25.42,3.94,23.57,2.93,20.9,0.02,2.51,31,345,4.34,0,91.2
SINGAPORE,3399,71508,39,76.43,0.9682977052074141,750,253,0.0,0.26070189325258397,1.32,22.07,6,0.0,0.24734599764580628,21.037952338923212,10.33,1.18,18,0.30545011430789804,44.68711385701677,0.0,Country/Region,141,40,0.24926045898391747,0,0.948769472134835,114,n/a,45,0.0,11,3.35,n/a,2422,61,870,88,1081,656,3146,621,7.44,275,0.18,35.92,0.53,27.09,4.15,25.64,1.32,11.35,0.32,1.79,45,351,2.59,0,92.56
PORTUGAL,3172,70378,40,77.18,0.9045051071878941,1127,471,0.0,0.24329108720129344,1.01,35.53,4,0.0,0.2434373304010258,22.187263556116015,10.25,0.91,17,0.28505082747415494,45.527966929382096,0.0,Country/Region,163,29,0.24532153860225633,0,1.0006011038111369,177,n/a,229,0.0,8,5.58,n/a,2272,109,1042,287,684,645,2701,399,14.85,186,0.13,45.86,0.54,28.39,5.14,17.56,7.22,8.19,0.25,3.44,32,325,9.05,0,85.15
NORTHERN IRELAND,2005,54348,41,71.07,1.1765945137157108,392,224,0.0,0.15378267018871164,1.45,19.55,1,0.0,0.18798959948613134,27.106234413965087,10.17,0.6,1,0.18017872291477952,42.58404503740649,0.0,Country/Region,169,12,0.18944464150665588,0,1.222436827605108,247,n/a,31,0.0,7,12.32,n/a,1597,85,741,53,611,454,1781,234,11.17,168,0.05,46.4,0.05,28.43,8.43,14.65,1.55,10.52,0.35,4.24,29,204,2.64,0,88.83
CHILE,1979,42327,42,78.63,0.7212767559373421,745,249,0.0,0.1517884809493568,0.3,37.65,18,0.0,0.1464089897963031,21.388074785245074,7.63,0.66,13,0.1778422407223684,41.54009615967661,0.0,Country/Region,137,13,0.14754219734032942,0,0.9645592925141102,104,n/a,105,0.0,6,5.26,n/a,1587,47,585,81,326,318,1730,273,12.58,411,0.91,36.86,0.66,20.04,6.92,17.2,5.31,25.9,0.3,2.37,6,151,4.09,0,87.42
UKRAINE,5002,37439,43,61.6,0.3356708116753299,1337,261,0.0,0.3836513298174243,0.2,26.73,38,0.0,0.12950140971445628,7.484806077568972,2.88,0.52,4,0.4495032279400135,25.664050139944024,0.0,Country/Region,69,26,0.1305037523619579,0,0.33754974803836774,157,n/a,150,0.0,5,3.14,n/a,3560,33,644,150,142,530,4741,510,5.22,1876,0.76,18.09,0.08,14.89,1.38,14.33,3.0,52.7,0.1,0.66,10,144,3.0,0,94.78
SLOVAKIA,2382,37420,44,73.85,0.7111657850545761,884,197,0.0,0.1826984141593572,0.63,37.11,22,0.0,0.12943568876078299,15.709487825356844,4.83,1.3,14,0.21405771470474053,33.28253211586902,0.0,Country/Region,64,31,0.13043752272722203,0,0.708466405449386,85,n/a,98,0.0,1,3.57,n/a,1822,22,399,97,562,328,2185,484,8.27,611,0.92,21.9,0.59,18.0,2.69,26.56,4.11,33.53,0.04,0.92,15,115,4.07,0,91.73
EGYPT,2521,36510,45,80.09,0.694761999206664,640,134,0.0,0.19335965663129281,0.83,25.39,30,0.0,0.12628800097958812,14.482348274494248,4.96,0.67,6,0.22654890796416915,38.90314553748512,0.0,Country/Region,69,17,0.12726547180039754,0,0.6531248719602348,165,n/a,21,0.0,4,6.55,n/a,2074,14,469,29,342,492,2387,616,5.32,497,1.19,22.61,0.24,23.72,2.74,29.7,0.83,23.96,0.16,0.56,21,125,1.15,0,94.68
BULGARIA,2012,28371,46,76.64,0.5415289761431411,709,180,0.0,0.15431956729161492,0.3,35.24,10,0.0,0.09813521982448355,14.10089463220676,4.92,0.8,23,0.18080777581273633,36.23756332007952,0.0,Country/Region,73,16,0.09889478774168937,0,0.6359220774578715,112,n/a,92,0.0,1,5.57,n/a,1520,42,435,74,174,462,1832,373,8.95,250,0.5,28.62,1.14,30.39,3.63,24.54,4.57,16.45,0.05,2.09,6,99,3.68,0,91.05
ROMANIA,2319,25924,47,66.62,0.46473415265200513,780,194,0.0,0.1778663402332281,0.26,33.64,13,0.0,0.08967105279087488,11.178956446744285,4.27,0.86,29,0.208396238623129,32.390159465286764,0.0,Country/Region,60,20,0.09036510794175584,0,0.5041485233984871,169,n/a,108,0.0,1,7.29,n/a,1630,44,450,92,242,395,2125,319,8.37,466,0.56,27.61,1.25,24.23,2.59,19.57,4.66,28.59,0.04,1.9,6,99,3.97,0,91.63
THAILAND,1109,25459,48,78.72,0.8178891794409379,503,103,0.0,0.08505984101709788,0.63,45.36,1,0.0,0.08806261892465993,22.956717763751126,9.2,1.08,7,0.09965995197630448,44.485701262398564,0.0,Country/Region,72,12,0.08874422477585103,0,1.0353019459201487,47,n/a,1,0.0,3,4.24,n/a,866,29,368,23,268,237,1006,170,9.29,91,0.09,42.49,0.63,27.37,6.49,19.63,0.09,10.51,0.27,2.61,7,102,2.07,0,90.71
SLOVENIA,1591,25381,49,68.89,0.818612507856694,436,133,0.0,0.1220290415312919,0.94,27.4,5,0.0,0.08779281711484321,15.952859836580767,7.92,0.44,3,0.14297473723561804,39.507860276555625,0.0,Country/Region,58,7,0.08847233469640893,0,0.7194419952264438,83,n/a,60,0.0,1,5.22,n/a,998,19,421,67,264,217,1458,232,8.36,128,0.31,42.18,0.19,21.74,3.65,23.25,3.77,12.83,0.06,1.19,15,126,4.21,0,91.64
SAUDI ARABIA,1785,24378,50,75.07,0.5865884033613445,316,129,0.0,0.13690876124032436,0.39,17.7,4,0.0,0.08432344256040535,13.657142857142857,5.49,0.62,2,0.16040848897899324,35.98724571428572,0.0,Country/Region,106,11,0.0849761071364035,0,0.6159097620669229,37,n/a,10,0.0,3,2.07,n/a,1546,24,392,17,210,280,1656,308,7.23,566,0.22,25.36,0.11,18.11,5.94,19.92,0.56,36.61,0.17,1.34,7,98,0.95,0,92.77
