Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
NETHERLANDS,26130,1048187,9,81.33,1.3333533333333334,8543,4838,0.0,1.9864981982392922,1.82,32.69,77,0.0,3.359910355120837,40.114313050133944,14.9,3.97,216,2.304826286839292,51.52946059318791,0.0,Country/Region,2334,1038,3.3784658390386344,0,1.6913734722230565,3887,n/a,1571,0.0,110,14.88,n/a,20906,1783,12244,2211,16986,4802,21292,2537,18.52,1323,0.29,58.57,0.83,22.97,8.93,12.14,6.01,6.33,0.42,6.82,475,3893,8.46,0,81.48
AUSTRALIA,29443,986953,10,79.82,1.162429952790137,7406,3849,0.0,2.2383645790570026,1.47,25.15,116,0.0,3.1636278686127333,33.52080290731244,12.37,1.2,194,2.5970532094683993,48.25293644329722,0.0,Country/Region,2434,353,3.1810993603590743,0,1.413365766333532,4182,n/a,811,0.0,93,14.2,n/a,23214,993,10974,1105,12118,6057,25594,3733,13.07,2450,0.39,47.27,0.66,26.09,8.27,16.08,2.75,10.55,0.32,3.37,433,3641,3.75,0,86.93
SWITZERLAND,17942,785251,11,81.91,1.4593023743172446,7663,3595,0.0,1.3640164819291765,2.34,42.71,50,0.0,2.5170823204914696,43.76607958978932,16.3,5.8,234,1.5825944599491226,51.88402378218705,0.0,Country/Region,1440,1041,2.5309831915210994,0,1.8453459718693956,1285,n/a,1506,0.0,162,7.16,n/a,14279,1188,8268,1871,15736,3065,14347,1828,20.04,1118,0.28,57.9,1.3,21.47,8.03,12.8,8.39,7.83,0.9,6.62,420,2925,10.43,0,79.96
SWEDEN,19127,760650,12,84.61,1.2371093950959378,6796,2715,0.0,1.4541045173257918,1.74,35.53,130,0.0,2.4382250606262668,39.76839023370105,13.53,3.44,203,1.6871187289848883,51.98622411773932,0.0,Country/Region,1553,658,2.451690433543573,0,1.6767880379811673,2612,n/a,573,0.0,25,13.66,n/a,15583,745,8157,829,12386,4277,16412,2102,14.19,1047,0.68,52.35,1.06,27.45,8.12,13.49,3.0,6.72,0.13,3.9,332,2587,4.33,0,85.81
SPAIN,27483,747982,13,80.16,0.9333961940108431,7263,4080,0.0,2.089358208274415,0.97,26.43,239,0.0,2.3976184280514774,27.216169995997525,9.87,1.19,211,2.4241691864219006,45.6583804315395,0.0,Country/Region,1788,328,2.4108595462601574,0,1.1475382337773723,4321,n/a,1445,0.0,228,15.72,n/a,21975,1050,10743,1842,8322,6201,23403,2704,14.85,2327,0.87,48.89,0.77,28.22,6.51,12.3,5.26,10.59,0.83,3.82,266,2712,6.7,0,85.15
SCOTLAND,13916,489694,14,76.33,1.2339619574590401,3330,2260,0.0,1.0579452325563716,1.77,23.93,53,0.0,1.56968932207759,35.189278528312734,13.16,2.0,106,1.227476563630141,47.25454232538086,0.0,Country/Region,1406,278,1.5783581084121299,0,1.483715105256123,2563,n/a,419,0.0,115,18.42,n/a,11174,807,6037,695,5139,2820,11656,1506,16.24,811,0.38,54.03,0.76,25.24,10.1,13.48,3.01,7.26,0.83,5.8,246,1831,4.99,0,83.76
BELGIUM,13483,447672,15,80.35,1.1047297189052883,5207,1930,0.0,1.0250269883987897,1.5,38.62,36,0.0,1.4349899287986354,33.202699695913374,12.64,4.03,114,1.189283307518338,48.17635571460358,0.0,Country/Region,1038,543,1.4429148225403516,0,1.3999533134637316,1257,n/a,500,0.0,69,9.32,n/a,10667,588,5610,742,7736,2538,11553,1410,14.31,1109,0.27,52.59,0.85,23.79,7.7,13.22,3.71,10.4,0.51,4.36,202,1704,5.5,0,85.69
ISRAEL,12225,443522,16,82.36,1.2038183231083845,3933,2015,0.0,0.9293892259271085,1.42,32.17,46,0.0,1.4216873139276711,36.279918200409,12.94,2.31,166,1.0783199906854324,49.86671434764826,0.0,Country/Region,1061,283,1.4295387424782917,0,1.5297006617539306,1774,n/a,678,0.0,23,14.51,n/a,9911,422,5102,742,7747,2614,10210,1426,16.48,769,0.38,51.48,1.36,26.37,8.68,14.39,5.55,7.76,0.19,3.45,173,1582,6.07,0,83.52
DENMARK,9818,411349,17,84.21,1.3514929619067022,4069,1730,0.0,0.7464002797670635,1.82,41.44,78,0.0,1.3185583914593493,41.89743328580159,15.36,4.33,118,0.866007825648227,53.18194465267876,0.0,Country/Region,864,425,1.325840278903195,0,1.766556668321246,1231,n/a,544,0.0,27,12.54,n/a,8142,440,4415,670,7871,2098,8088,1012,17.62,617,0.79,54.23,1.2,25.77,8.8,12.43,5.54,7.58,0.28,4.48,179,1508,6.82,0,82.38
CHINA MAINLAND,26054,392423,18,71.68,0.5836396752897828,4793,1679,0.0,1.9807204001885386,0.55,18.4,47,0.0,1.257892056749019,15.061909879481078,5.78,0.63,220,2.2981226206395298,35.46125525830967,0.0,Country/Region,790,165,1.2648389075165576,0,0.6350679564007542,4898,n/a,557,0.0,17,18.8,n/a,17261,390,5101,622,3803,4150,24375,4188,6.44,3822,0.18,29.55,0.84,24.04,3.03,24.26,2.14,22.14,0.07,1.5,144,1505,2.39,0,93.56
RUSSIA,33002,371852,19,67.88,0.4316008635840253,7901,2265,0.0,2.508932779881099,0.41,23.94,106,0.0,1.1919527578308007,11.267559541845948,4.07,0.65,96,2.9109788411125264,28.70682895279074,0.0,Country/Region,678,213,1.1985354513824293,0,0.4750835763273373,3589,n/a,1380,0.0,41,10.88,n/a,26063,319,4856,1385,3515,4362,30737,4739,6.86,12106,0.32,18.63,0.29,16.74,2.05,18.18,4.18,46.45,0.12,0.97,134,1342,4.2,0,93.14
FINLAND,9333,334969,20,81.68,1.1448324011571842,2983,1369,0.0,0.7095288053642294,1.49,31.96,73,0.0,1.073726168846276,35.89081752919747,12.56,2.56,97,0.8232278505576393,50.21944764813029,0.0,Country/Region,794,239,1.07965594272485,0,1.5132946833569214,1673,n/a,344,0.0,20,17.93,n/a,7404,351,3761,405,4437,2022,7964,918,14.67,703,0.78,50.8,1.04,27.31,8.51,12.4,3.69,9.49,0.21,3.76,139,1172,4.34,0,85.33
INDIA,19622,331063,21,78.96,0.5913845683416574,2692,1693,0.0,1.4917362283142515,0.86,13.72,107,0.0,1.061205683620737,16.872031393334012,5.88,0.63,69,1.7307807654175504,37.99424578534298,0.0,Country/Region,752,123,1.0670663117074028,0,0.7113896300688234,2287,n/a,580,0.0,168,11.66,n/a,16295,245,3967,765,2911,4281,17929,3210,8.63,4837,0.55,24.34,0.35,26.27,3.83,19.7,2.96,29.68,0.86,1.25,169,1153,3.9,0,91.37
AUSTRIA,9235,276544,22,77.79,0.9986571196534921,3296,1050,0.0,0.7020784868251,1.28,35.69,35,0.0,0.886447789608664,29.94520844612886,11.1,2.5,58,0.8145836494053142,45.49488256632377,0.0,Country/Region,580,231,0.8913432975138025,0,1.2626049740069785,813,n/a,298,0.0,15,8.8,n/a,7289,262,3581,377,5575,1869,8185,1102,11.37,737,0.38,49.13,0.63,25.64,6.28,15.12,3.23,10.11,0.16,2.84,118,1025,4.08,0,88.63
SOUTH KOREA,14181,257358,23,77.15,0.6986959734856498,2793,1290,0.0,1.078091502075446,0.47,19.7,181,0.0,0.8249480380630444,18.14808546646922,7.23,3.37,122,1.2508511891951013,41.220159262393345,0.0,Country/Region,516,478,0.8295039066533975,0,0.765192969682933,3389,n/a,497,0.0,19,23.9,n/a,10711,169,4704,471,6002,2215,12891,2586,9.1,1206,1.28,43.92,0.86,20.68,3.64,24.14,3.5,11.26,0.13,1.19,67,1025,3.32,0,90.9
BRAZIL,12424,246243,24,75.25,0.7278085640695429,3388,2209,0.0,0.9445179339810549,0.57,27.27,889,0.0,0.7893194683544256,19.819945267224725,6.92,1.02,80,1.0958730113927042,40.10912056503542,0.0,Country/Region,522,127,0.7936785741498324,0,0.8356849986188379,2131,n/a,1122,0.0,13,17.15,n/a,9603,768,3819,718,2468,2338,10215,1765,17.78,1681,7.16,39.77,0.64,24.35,4.2,18.38,9.03,17.5,0.1,6.18,71,860,5.78,0,82.22
NORWAY,6518,238146,25,82.89,1.1835002915004602,2348,927,0.0,0.4955222065106661,1.5,36.02,101,0.0,0.7633649448338959,36.5366676894753,13.26,4.37,47,0.5749275827638157,50.67774137772323,0.0,Country/Region,499,285,0.767580713845616,0,1.5405262060994325,880,n/a,232,0.0,20,13.5,n/a,5220,220,2371,280,3029,1576,5591,737,14.22,536,1.55,45.42,0.72,30.19,7.66,14.12,3.56,10.27,0.31,3.38,98,864,4.3,0,85.78
TAIWAN,11248,225319,26,81.51,0.7505567923186345,1598,1477,0.0,0.8551141115115023,0.57,14.21,53,0.0,0.7222486458098334,20.03191678520626,7.49,1.47,79,0.9921425975648052,44.78679241642959,0.0,Country/Region,546,165,0.7262373454224733,0,0.8446225317615031,2524,n/a,538,0.0,7,22.44,n/a,8649,429,3753,799,4017,2316,9771,1678,13.13,902,0.47,43.39,0.7,26.78,4.85,19.4,4.78,10.43,0.06,3.81,64,843,7.1,0,86.87
POLAND,11281,196282,27,77.63,0.6505754454392341,3752,1098,0.0,0.8576228922440664,0.67,33.26,160,0.0,0.6291720125548477,17.399344029784594,5.74,0.69,63,0.9950533999936493,38.46711349171173,0.0,Country/Region,442,78,0.6326466859617427,0,0.7336231556372622,1072,n/a,446,0.0,8,9.5,n/a,8513,109,2818,433,1914,2010,10183,2045,9.73,1640,1.42,33.1,0.56,23.61,3.92,24.02,3.95,19.26,0.07,0.97,76,648,3.84,0,90.27
NEW ZEALAND,5793,182539,28,82.0,1.0963134472639393,1795,806,0.0,0.4404050540528212,1.19,30.99,18,0.0,0.5851195219110735,31.510271016744348,11.7,2.57,31,0.5109781354634526,49.30481412049025,0.0,Country/Region,582,149,0.5883509104694804,0,1.3285940216319487,511,n/a,127,0.0,14,8.82,n/a,4733,160,1965,175,3111,1572,4987,747,13.91,449,0.31,41.52,0.54,33.21,10.05,15.78,2.19,9.49,0.24,2.76,69,678,3.02,0,86.09
WALES,4711,149394,29,73.45,1.1767701125026533,1005,662,0.0,0.3581474554881479,1.51,21.33,21,0.0,0.4788749026585164,31.711738484398218,12.4,1.78,18,0.4155390982510488,44.76024408830397,0.0,Country/Region,437,84,0.4815195433232217,0,1.3370886636785382,842,n/a,143,0.0,36,17.87,n/a,3725,227,1809,186,1432,1068,4049,524,14.05,324,0.45,48.56,0.38,28.67,9.28,14.07,3.04,8.7,0.76,4.82,71,584,3.95,0,85.95
HONG KONG,5251,139556,30,77.39,1.0653839268710723,1084,585,0.0,0.39920023111192204,1.22,20.64,6,0.0,0.4473396917909147,26.577032946105504,10.84,0.74,26,0.4631704107230433,46.28792176728243,0.0,Country/Region,216,39,0.4498101756965843,0,1.1205897615462452,800,n/a,253,0.0,3,15.24,n/a,3874,156,1795,337,2451,984,4666,606,11.14,489,0.11,46.33,0.5,25.4,4.11,15.64,4.82,12.62,0.06,2.97,64,569,6.42,0,88.86
GREECE,6110,138228,31,78.45,0.8823362029459901,1822,665,0.0,0.4645045538171479,0.9,29.82,23,0.0,0.44308285503220607,22.623240589198037,8.87,1.01,29,0.5389394800071976,44.5384158101473,0.0,Country/Region,347,62,0.4455298300767252,0,0.9538826937025586,788,n/a,267,0.0,5,12.9,n/a,4820,116,2124,266,1548,1239,5445,899,10.88,558,0.38,44.07,0.47,25.71,5.68,18.65,4.37,11.58,0.08,1.9,55,542,4.35,0,89.12
MEXICO,5791,119708,32,77.91,0.6965729407701606,1906,631,0.0,0.4402530067356961,0.59,32.91,66,0.0,0.3837179327646738,20.67138663443274,6.49,0.79,36,0.5108017231950378,41.093931790709725,0.0,Country/Region,299,46,0.38583705832989423,0,0.8715850360904794,824,n/a,235,0.0,17,14.23,n/a,4285,86,1633,230,2424,1226,5160,714,10.9,712,1.14,38.11,0.62,28.61,5.16,16.66,4.06,16.62,0.29,1.49,34,376,3.97,0,89.1
HUNGARY,5390,119311,33,76.22,0.8446123376623377,2094,624,0.0,0.4097675196521157,1.02,38.85,11,0.0,0.38244536936617435,22.135621521335807,8.01,2.19,40,0.47543106337787155,40.796111966604826,0.0,Country/Region,304,118,0.3845574670564875,0,0.9333228014042271,617,n/a,236,0.0,27,11.45,n/a,4082,117,1774,269,1273,1043,4766,825,11.58,440,0.2,43.46,0.74,25.55,5.64,20.21,4.38,10.78,0.5,2.17,55,432,4.99,0,88.42
SOUTH AFRICA,5172,110526,34,77.32,0.8084382443928848,1300,533,0.0,0.393194362085481,0.79,25.14,10,0.0,0.35428549668149445,21.370069605568446,7.95,0.75,92,0.45620212612065897,41.873602378190256,0.0,Country/Region,280,39,0.35624207829860904,0,0.9010441930102556,611,n/a,121,0.0,10,11.81,n/a,3994,115,1315,151,2206,1391,4639,656,10.31,632,0.19,32.92,1.78,34.83,5.41,16.42,2.34,15.82,0.19,2.22,41,411,2.92,0,89.69
ARGENTINA,4944,105148,35,80.0,0.7030212176375406,1434,637,0.0,0.3758609679332208,0.61,29.0,43,0.0,0.33704658998847126,21.26779935275081,6.86,0.47,24,0.43609112752137236,40.603499312297735,0.0,Country/Region,274,23,0.33890796779890836,0,0.896732086446269,797,n/a,249,0.0,14,16.12,n/a,4103,202,1628,296,878,1079,4307,868,12.88,528,0.87,39.68,0.49,26.3,5.54,21.16,5.04,12.87,0.28,4.09,30,339,5.99,0,87.12
IRELAND,3849,101623,36,71.65,1.0242584307612366,1285,536,0.0,0.2926150618072344,1.51,33.39,6,0.0,0.32574738097156786,26.402442192777343,10.39,1.64,27,0.33950541056427225,42.663502624058204,0.0,Country/Region,306,63,0.3275463576257129,0,1.113228344978906,281,n/a,119,0.0,55,7.3,n/a,3133,141,1574,197,1835,693,3313,455,13.93,411,0.16,50.24,0.7,22.12,7.95,14.52,3.09,13.12,1.43,3.66,58,400,5.12,0,86.07
TURKEY,6057,97457,37,78.93,0.7000981343899622,972,539,0.0,0.460475299913333,0.41,16.05,10,0.0,0.3123934789107396,16.08997853722965,6.62,0.69,15,0.5342645548942055,41.20171806174674,0.0,Country/Region,243,42,0.31411870713449813,0,0.6784152786686621,960,n/a,204,0.0,3,15.85,n/a,5003,158,1421,271,792,1410,5518,1103,8.9,1069,0.17,28.4,0.25,28.18,4.01,22.05,3.37,21.37,0.05,2.61,25,401,4.47,0,91.1
SINGAPORE,3783,93630,38,79.51,1.0320862807295796,892,331,0.0,0.28759750034210646,1.08,23.58,9,0.0,0.30012622418515394,24.750198255352895,10.94,1.51,32,0.33368380570658407,47.51487644726408,0.0,Country/Region,186,57,0.3017837051110034,0,1.0435633961635418,306,n/a,62,0.0,12,8.09,n/a,2730,71,1102,104,1346,734,3452,561,8.75,333,0.24,40.37,0.85,26.89,4.92,20.55,1.64,12.2,0.32,1.88,41,414,2.75,0,91.25
CZECH REPUBLIC,5239,91996,39,74.82,0.6619146592861233,2007,446,0.0,0.3982879472091715,0.61,38.31,15,0.0,0.29488851992029713,17.559839664058025,6.32,1.16,39,0.4621119371125545,38.73700425653751,0.0,Country/Region,226,61,0.29651707503355623,0,0.7403902678617302,678,n/a,169,0.0,5,12.94,n/a,3972,64,1295,166,993,919,4793,866,8.51,892,0.29,32.6,0.74,23.14,4.31,21.8,3.23,22.46,0.1,1.22,32,331,3.17,0,91.49
PORTUGAL,3677,82434,40,75.96,0.8879653793853686,1298,569,0.0,0.2795389925344767,0.82,35.3,14,0.0,0.2642380130778488,22.418819689964646,9.49,0.84,8,0.32433395548059996,45.66230399782432,0.0,Country/Region,166,31,0.26569729730984143,0,0.9452635236397627,371,n/a,270,0.0,3,10.09,n/a,2577,195,1143,381,848,851,3108,364,15.47,219,0.38,44.35,0.22,33.02,4.51,14.12,7.34,8.5,0.08,5.3,30,349,10.36,0,84.53
CHILE,2099,73938,41,82.61,0.9517602191519772,840,253,0.0,0.15957365932278125,1.57,40.02,23,0.0,0.23700451526008662,35.22534540257266,7.0,0.67,10,0.18514467570132698,43.11277403525489,0.0,Country/Region,138,14,0.23831339942857388,0,1.4852358231672835,220,n/a,95,0.0,8,10.48,n/a,1726,52,601,82,355,454,1846,234,12.05,437,1.1,34.82,0.48,26.3,6.57,13.56,4.53,25.32,0.38,2.48,33,147,3.91,0,87.95
NORTHERN IRELAND,2207,63836,42,74.04,1.1324349796103308,458,274,0.0,0.16778421444753605,1.04,20.75,8,0.0,0.20462306575972966,28.924331671952878,10.15,1.18,2,0.1946709381957259,43.69479016764839,0.0,Country/Region,203,26,0.20575311972088023,0,1.2195608891664396,431,n/a,37,0.0,12,19.53,n/a,1800,94,916,61,751,464,1933,224,12.42,196,0.36,50.89,0.09,25.78,9.2,12.44,1.68,10.89,0.54,4.26,23,224,2.76,0,87.58
UKRAINE,5555,43640,43,61.1,0.3299072367236724,1450,279,0.0,0.4223114233149356,0.22,26.1,26,0.0,0.13988581035394765,7.855985598559856,2.83,0.22,9,0.48998507552209214,25.455261584158418,0.0,Country/Region,75,12,0.1406583455200704,0,0.3312385188539616,301,n/a,156,0.0,2,5.42,n/a,3915,42,782,169,292,586,5276,828,5.02,1719,0.47,19.97,0.16,14.97,1.35,21.15,2.81,43.91,0.04,0.76,12,157,3.04,0,94.98
EGYPT,2642,41844,44,78.77,0.5901873959121877,696,162,0.0,0.200854505922243,0.38,26.34,40,0.0,0.13412882329171827,15.838001514004542,5.11,0.95,10,0.23304060657594372,39.306225208175626,0.0,Country/Region,88,25,0.13486956484742954,0,0.667790959808707,344,n/a,28,0.0,5,13.02,n/a,2153,15,505,24,447,565,2480,653,6.13,430,1.51,23.46,0.38,26.24,3.33,30.33,1.06,19.97,0.19,0.57,10,135,0.91,0,93.87
BULGARIA,2044,32991,45,77.94,0.5831638454011743,781,218,0.0,0.1553923581018413,0.34,38.21,8,0.0,0.10575098005011657,16.14041095890411,5.77,1.22,18,0.18029333831992012,38.82219652641879,0.0,Country/Region,92,25,0.10633500176564256,0,0.680541703220755,170,n/a,111,0.0,2,8.32,n/a,1588,38,502,100,225,466,1826,347,10.67,273,0.39,31.61,0.88,29.35,4.5,21.85,5.43,17.19,0.1,1.86,7,118,4.89,0,89.33
SLOVAKIA,2636,32304,46,69.35,0.4207905918057663,936,172,0.0,0.20039836397086774,0.23,35.51,10,0.0,0.10354883633533284,12.254931714719271,4.1,0.91,12,0.23251136977069936,30.517731031866465,0.0,Country/Region,73,24,0.10412069646380279,0,0.5167149785234071,231,n/a,77,0.0,0,8.76,n/a,1784,22,379,77,320,377,2464,390,6.53,638,0.38,21.24,0.46,21.13,2.77,21.86,2.92,35.76,0.0,0.83,6,108,2.92,0,93.47
THAILAND,1391,31192,47,80.52,0.9318198418404026,622,157,0.0,0.10574890906049964,0.58,44.72,9,0.0,0.09998437663978768,22.424155283968368,8.41,1.29,5,0.12269473268248968,45.27172149532711,0.0,Country/Region,106,18,0.10053655163753518,0,0.9454884927709845,82,n/a,14,0.0,3,5.9,n/a,1105,47,472,37,327,309,1234,178,11.29,146,0.65,42.71,0.36,27.96,7.62,16.11,1.01,13.21,0.22,3.38,8,117,2.66,0,88.71
SLOVENIA,1558,30536,48,72.98,0.7557660462130937,430,159,0.0,0.11844486004044458,0.83,27.6,2,0.0,0.09788160185536537,19.599486521181003,7.7,0.64,8,0.137425157095125,41.51885353016688,0.0,Country/Region,77,10,0.09842216404218306,0,0.8263896113511587,195,n/a,66,0.0,4,12.52,n/a,1046,20,372,72,527,291,1399,209,10.21,174,0.13,35.56,0.51,27.82,4.94,19.98,4.24,16.63,0.26,1.28,13,120,4.62,0,89.79
ROMANIA,2411,29596,49,66.98,0.513603525508088,782,195,0.0,0.18329304079429518,0.37,32.43,7,0.0,0.0948684794508578,12.275404396515968,4.73,0.71,24,0.21266498957403496,34.269707839070925,0.0,Country/Region,71,17,0.09539240132933095,0,0.5175781854005365,273,n/a,108,0.0,2,11.32,n/a,1543,36,460,93,271,335,2216,266,8.09,482,0.29,29.81,1.0,21.71,2.94,17.24,4.48,31.24,0.08,1.49,9,114,3.86,0,91.91
SAUDI ARABIA,1843,28273,50,78.3,0.5544831795984807,385,125,0.0,0.1401116027307698,0.27,20.89,5,0.0,0.0906276699389817,15.340748779164405,5.15,0.6,3,0.16256390534423326,38.546980141074336,0.0,Country/Region,97,11,0.09112817146858271,0,0.6468248751184903,91,n/a,13,0.0,1,4.94,n/a,1649,25,326,20,234,360,1718,368,6.78,595,0.27,19.77,0.16,21.83,5.26,22.32,0.71,36.08,0.05,1.36,5,95,1.09,0,93.22
