Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
CHINA MAINLAND,75749,1584666,9,73.93,0.7115290921332295,12632,6042,0.0,4.932249851867768,0.76,16.68,348,0.0,3.7766004375869486,20.91995933939722,7.63,0.98,701,5.537292604637937,37.89181984844684,0.0,Country/Region,2944,743,3.8040017747428116,0,0.7656952812633381,17445,n/a,1823,0.0,144,23.03,n/a,52076,1435,15778,2049,17902,15829,69707,12967,7.98,7502,0.46,30.3,0.93,30.4,3.89,24.9,2.41,14.41,0.19,1.89,578,5777,2.7,0,92.02
NETHERLANDS,31626,1531697,10,80.53,1.4072648011130084,12778,8645,0.0,2.059265915261852,2.0,40.4,284,0.0,3.650363900311243,48.431575286156956,15.48,5.28,423,2.311877594612198,50.99074921899703,0.0,Country/Region,3814,1670,3.6768493211618347,0,1.772652998943592,5382,n/a,3127,0.0,266,17.02,n/a,26908,3382,16494,4124,19066,5775,22981,3117,27.34,1522,0.9,61.3,1.34,21.46,12.06,11.58,9.89,5.66,0.84,10.69,631,4896,13.04,0,72.66
AUSTRALIA,37122,1496419,11,79.47,1.2121231991810786,12121,7170,0.0,2.4171273416287384,1.69,32.65,308,0.0,3.5662888269284663,40.31083993319326,12.72,1.9,386,2.7136381479540255,47.891259522655034,0.0,Country/Region,3803,705,3.592164236349403,0,1.4754244699931223,6782,n/a,2050,0.0,339,18.27,n/a,30405,2331,15488,2673,13893,7239,29952,4871,19.31,2807,0.83,50.94,1.04,23.81,10.24,16.02,5.52,9.23,0.91,6.28,629,4723,7.2,0,80.69
SPAIN,38660,1302486,12,81.25,1.020121505431971,12258,7839,0.0,2.5172712415108838,1.16,31.71,489,0.0,3.104104712002955,33.690791515778585,10.83,1.93,443,2.8260667744168586,46.83409181324367,0.0,Country/Region,3327,748,3.1266267185499443,0,1.2331228597121102,7759,n/a,3299,0.0,504,20.07,n/a,32419,2204,16669,3580,11490,8069,30821,4245,20.28,3436,1.26,51.42,1.15,24.89,8.61,13.09,8.53,10.6,1.3,5.7,448,4186,9.26,0,79.72
SWITZERLAND,22617,1180273,13,80.91,1.57583990803378,11531,6400,0.0,1.4726622780458265,2.26,50.98,336,0.0,2.8128448065851486,52.185214661537785,16.23,6.4,363,1.6533148535174882,51.183963279833755,0.0,Country/Region,2320,1447,2.833253560485946,0,1.9100406444291484,1760,n/a,2795,0.0,709,7.78,n/a,19423,2408,11622,3381,17956,4118,16217,2309,28.3,1374,1.49,59.84,1.6,21.2,10.26,11.89,12.36,7.07,3.13,10.65,512,3670,14.95,0,71.7
SWEDEN,21761,983170,14,82.85,1.2669400487109967,9442,4633,0.0,1.4169254911153217,1.63,43.39,343,0.0,2.343105898796567,45.18036854923947,12.94,5.39,316,1.5907407935355733,49.986588415054456,0.0,Country/Region,2331,1174,2.3601064355983468,0,1.65365498291107,3401,n/a,1338,0.0,133,15.63,n/a,18931,1427,10512,1643,13052,4701,17128,2606,21.29,1112,1.58,55.53,1.45,24.83,10.71,13.77,6.15,5.87,0.61,6.56,355,2815,7.55,0,78.71
SOUTH KOREA,31326,766969,15,78.6,0.7832387090595672,6635,3680,0.0,2.039731994608638,0.71,21.18,435,0.0,1.8278523430272526,24.48346421502905,8.01,3.95,317,2.289947433403583,41.583032289472,0.0,Country/Region,1598,1238,1.841114428638413,0,0.8961237789369292,9502,n/a,1227,0.0,102,30.33,n/a,23578,838,10141,1330,14937,7134,27646,4318,11.75,1985,1.39,43.01,1.01,30.26,5.1,18.31,3.92,8.42,0.33,2.68,223,2508,4.25,0,88.25
BELGIUM,17316,691930,16,80.93,1.2632903557403556,8051,3839,0.0,1.1274979001035297,1.83,46.49,141,0.0,1.6490182415597594,39.95899745899746,13.37,5.88,222,1.2658089049612604,49.553016932316936,0.0,Country/Region,1823,1019,1.6609827862765996,0,1.4625466188525424,1927,n/a,1306,0.0,249,11.13,n/a,14617,1279,8163,1653,9879,3376,13477,1864,22.17,1214,0.81,55.85,1.28,23.1,10.53,12.75,7.54,8.31,1.44,7.39,317,2315,9.55,0,77.83
INDIA,27254,682283,17,84.06,0.735547747119689,4802,3220,0.0,1.7745915782756756,1.01,17.62,319,0.0,1.6260273624587995,25.034233507008146,7.84,0.76,176,1.992282045265315,42.63649855800983,0.0,Country/Region,1273,206,1.637825095557581,0,0.9162825871397225,4496,n/a,1241,0.0,322,16.5,n/a,23476,591,6899,1452,5922,6421,24034,4324,11.81,5832,1.17,29.39,0.65,27.35,4.67,18.42,4.55,24.84,1.18,2.17,275,2137,5.33,0,88.19
SCOTLAND,14994,629265,18,76.76,1.3062979591836734,4949,3865,0.0,0.9763053542476511,1.65,33.01,170,0.0,1.4996740476277974,41.96778711484594,13.15,2.8,308,1.09606945720658,47.20605507536349,0.0,Country/Region,1917,420,1.5105550171351787,0,1.53607069868367,3060,n/a,1011,0.0,447,20.41,n/a,12403,1386,6934,1470,6834,3033,11129,1547,25.78,889,1.13,55.91,2.05,24.45,12.79,12.47,6.74,7.17,2.98,9.24,248,1971,9.8,0,74.22
DENMARK,11638,603180,19,83.12,1.422014650283554,5373,2681,0.0,0.757785895207027,2.07,46.17,154,0.0,1.4375078735479248,51.82849286819041,15.58,5.07,205,0.8507440538195397,52.15578513490291,0.0,Country/Region,1376,590,1.4479377928783537,0,1.8969842044304581,1774,n/a,808,0.0,64,15.24,n/a,10231,813,5874,946,7614,2555,8957,1295,23.04,507,1.32,57.41,1.76,24.97,11.82,12.66,6.94,4.96,0.55,6.99,241,1813,8.13,0,76.96
ISRAEL,14729,558193,20,81.46,1.1261909566161994,5182,3096,0.0,0.9590503910039784,1.5,35.18,114,0.0,1.3302941617085062,37.897549052888856,12.46,2.08,249,1.0766978148056365,48.285652372869855,0.0,Country/Region,1460,307,1.3399461859148958,0,1.3870951664134066,2639,n/a,1175,0.0,82,17.92,n/a,12464,750,6976,1273,9283,2620,11633,2060,21.02,808,0.77,55.97,1.69,21.02,9.91,16.53,7.98,6.48,0.56,5.09,221,1835,8.64,0,78.98
BRAZIL,21092,525972,21,81.44,0.851653944623554,5686,5657,0.0,1.3733648480586538,0.71,26.96,2676,0.0,1.2535045778469927,24.93703773942727,7.75,1.11,299,1.5418365340403617,42.8000360041722,0.0,Country/Region,1209,234,1.262599450903235,0,0.9127251069655001,5714,n/a,2824,0.0,62,27.09,n/a,17380,2403,6995,1473,3863,4611,15435,3418,26.82,2356,12.69,40.25,1.42,26.53,5.73,19.67,13.39,13.56,0.29,11.39,150,1635,6.98,0,73.18
RUSSIA,30814,511309,22,75.37,0.5102292042578049,9598,3443,0.0,2.0063941033604853,0.46,31.15,202,0.0,1.2185594902283163,16.593399104303238,4.49,0.97,183,2.2525199582742133,30.77103012267151,0.0,Country/Region,867,299,1.2274008172333932,0,0.6073380539682436,4347,n/a,2327,0.0,144,14.11,n/a,26027,645,5955,2191,3932,4426,27371,4642,11.17,11004,0.66,22.88,0.59,17.01,2.81,17.84,7.55,42.28,0.47,2.09,141,1384,7.11,0,88.83
TAIWAN,19159,497484,23,82.98,0.8649583381178559,2956,3141,0.0,1.2475012859831098,0.86,15.43,171,0.0,1.1856115371267544,25.96607338587609,9.12,1.57,184,1.4005331953195188,45.981536969570435,0.0,Country/Region,1056,300,1.1942138084026241,0,0.9503890300140395,6147,n/a,1080,0.0,44,32.08,n/a,14979,1209,6893,1730,6808,3814,16018,2754,16.39,1518,0.89,46.02,0.96,25.46,5.51,18.39,5.64,10.13,0.23,6.31,165,1748,9.03,0,83.61
AUSTRIA,12438,473582,24,78.22,1.1216820147933753,5531,2207,0.0,0.8098763502822651,1.36,44.47,118,0.0,1.1286479222961194,38.07541405370638,12.69,3.42,116,0.9092244837091799,46.54019278018975,0.0,Country/Region,1160,425,1.1368368908566537,0,1.3936052360372706,1459,n/a,726,0.0,73,11.73,n/a,10468,563,5579,813,7347,2485,10231,1478,17.74,926,0.95,53.3,0.93,23.74,9.33,14.12,5.84,8.85,0.59,4.53,169,1578,6.54,0,82.26
FINLAND,11238,428948,25,81.38,1.071230521445097,4270,2207,0.0,0.7317406676694079,1.13,38.0,211,0.0,1.0222754854979197,38.16942516462004,11.52,3.25,141,0.8215038388747196,48.60063385833779,0.0,Country/Region,1135,365,1.0296926628528533,0,1.3970461540068073,2355,n/a,693,0.0,82,20.96,n/a,9244,617,4938,720,4350,2353,9031,1365,19.64,588,1.88,53.42,1.25,25.45,10.1,14.77,6.17,6.36,0.73,5.49,127,1295,6.41,0,80.36
HONG KONG,10227,383132,26,83.9,1.2265290114403051,2462,1700,0.0,0.6659113550680757,1.7,24.07,62,0.0,0.9130860880801145,37.46279456341058,13.74,1.41,70,0.7475991956016869,51.68714455852157,0.0,Country/Region,721,144,0.9197110356130331,0,1.3711826373448315,2616,n/a,561,0.0,60,25.58,n/a,8069,657,4002,847,4058,2013,8527,1441,16.62,613,0.61,49.6,0.68,24.95,7.05,17.86,5.49,7.6,0.59,6.42,174,1405,8.28,0,83.38
TURKEY,16454,380288,27,83.76,0.7550130606539444,2576,1827,0.0,1.0713704347599606,0.75,15.66,205,0.0,0.9063082234420791,23.11219156436125,6.92,0.88,70,1.202796241755173,41.308229549045826,0.0,Country/Region,941,145,0.9128839937964178,0,0.8459335763219342,3887,n/a,470,0.0,16,23.62,n/a,14572,476,3539,611,2958,3557,14627,3558,11.1,3918,1.25,24.29,0.43,24.41,5.72,24.42,2.86,26.89,0.1,2.89,124,1139,3.71,0,88.9
POLAND,18229,375420,28,76.89,0.7214354106094685,6106,2388,0.0,1.1869461319581454,0.72,33.5,271,0.0,0.8947067308056664,20.5946568654342,6.33,1.03,171,1.332549695572812,37.44968777223106,0.0,Country/Region,891,188,0.9011983258768387,0,0.753788825554904,2680,n/a,1167,0.0,76,14.7,n/a,14964,377,5200,1055,3593,3853,15841,3147,13.1,2764,1.49,34.75,0.94,25.75,4.89,21.03,6.4,18.47,0.42,2.07,131,1153,5.79,0,86.9
NORWAY,7995,359241,29,83.31,1.2489064040025015,3600,1707,0.0,0.5205789854081613,1.64,45.03,120,0.0,0.8561486886190359,44.93320825515948,14.16,5.7,92,0.5844387962095909,51.5682965478424,0.0,Country/Region,828,456,0.8623605236437093,0,1.6446086235074786,1266,n/a,574,0.0,75,15.83,n/a,6775,493,3494,667,3412,1811,6288,993,21.35,477,1.5,51.57,1.15,26.73,10.36,14.66,7.18,7.04,0.94,6.17,131,1132,8.34,0,78.65
SINGAPORE,8506,286157,30,82.21,1.2012803315306841,2476,986,0.0,0.5538517635874697,1.63,29.11,86,0.0,0.6819737732863382,33.64178227133788,13.28,1.41,76,0.6217931708015986,50.38418898424642,0.0,Country/Region,382,120,0.6869218724040768,0,1.2313290633381442,1090,n/a,234,0.0,91,12.81,n/a,5967,395,3014,442,3801,1560,7520,848,11.59,545,1.01,50.51,0.89,26.14,4.49,14.21,2.75,9.13,1.07,4.64,139,1130,5.2,0,88.41
GREECE,10471,277671,31,76.47,0.9091475121764875,3105,1482,0.0,0.6817989438660234,0.93,29.65,130,0.0,0.6617498072812855,26.518097602903257,9.08,1.52,79,0.7654357267180271,42.75786244866775,0.0,Country/Region,748,159,0.6665511702747526,0,0.970593769959436,2075,n/a,550,0.0,59,19.82,n/a,8644,335,3743,525,2777,2267,8989,1622,14.15,1012,1.24,43.3,0.75,26.23,7.14,18.76,5.25,11.71,0.56,3.2,97,951,5.01,0,85.85
NEW ZEALAND,6884,264943,32,81.28,1.150939337594422,2727,1305,0.0,0.44823836592242433,1.67,39.61,57,0.0,0.6314162414891207,38.48678094131319,11.24,4.1,72,0.5032240992003533,47.13191892794887,0.0,Country/Region,795,282,0.6359975175877344,0,1.4086617511861952,672,n/a,362,0.0,46,9.76,n/a,5666,323,2529,381,1969,1419,5579,1099,18.96,619,0.83,44.63,1.05,25.04,11.55,19.4,5.26,10.92,0.67,4.69,115,774,5.53,0,81.04
PORTUGAL,6979,226510,33,79.41,0.9980901705115346,2960,1777,0.0,0.45442410746260886,1.16,42.41,73,0.0,0.539822123474486,32.45593924631036,10.65,1.03,66,0.510168650249748,46.82748555667001,0.0,Country/Region,491,72,0.5437388332916806,0,1.1879258045721173,1072,n/a,844,0.0,36,15.36,n/a,5537,652,2779,1147,3525,1446,5202,900,25.46,412,1.05,50.19,0.95,26.12,7.04,16.25,12.09,7.44,0.52,9.34,81,743,16.44,0,74.54
MEXICO,9254,218694,34,77.04,0.7508257078020316,3265,1387,0.0,0.6025563390828172,0.57,35.28,164,0.0,0.5211949117969592,23.632375189107414,6.79,1.33,103,0.6764723727484121,39.46402834449968,0.0,Country/Region,568,123,0.5249764708308278,0,0.8649729128902658,1717,n/a,599,0.0,54,18.55,n/a,7105,303,2965,552,1638,1907,7867,1293,14.99,940,1.77,41.73,1.11,26.84,6.14,18.2,6.47,13.23,0.58,3.27,53,628,5.96,0,85.01
SOUTH AFRICA,6049,197768,35,81.47,1.1326232104480078,2315,996,0.0,0.39386895343764444,1.62,38.27,84,0.0,0.47132374603903643,32.69432964126302,9.97,1.8,98,0.44218515050304136,44.824616201024966,0.0,Country/Region,507,109,0.4747434620212312,0,1.1966511752840001,653,n/a,317,0.0,42,10.8,n/a,4885,238,1814,307,1405,1439,5053,933,16.47,699,1.39,37.13,1.62,29.46,8.38,19.1,5.24,14.31,0.69,3.93,98,603,5.08,0,83.53
HUNGARY,6478,185310,36,75.07,0.9136061438715654,2860,1132,0.0,0.42180245997174093,0.97,44.15,53,0.0,0.44163364840871033,28.60605125038592,9.14,2.92,94,0.4735452810313609,40.47994110836678,0.0,Country/Region,509,189,0.4448379462155372,0,1.047015345615334,1111,n/a,470,0.0,82,17.15,n/a,5391,281,2280,476,2275,1499,5346,959,17.47,653,0.82,42.29,1.45,27.81,7.86,17.79,7.26,12.11,1.27,4.34,63,592,7.35,0,82.53
CZECH REPUBLIC,7898,184389,37,76.3,0.8213807039756901,3061,1186,0.0,0.5142630177302886,0.87,38.76,226,0.0,0.43943870701221577,23.346290200050646,7.77,1.68,97,0.5773480440854721,39.60826823246392,0.0,Country/Region,424,133,0.4426270792981311,0,0.8545018635632955,1423,n/a,495,0.0,34,18.02,n/a,6467,215,2484,439,1630,1656,6712,1061,15.02,1266,2.86,38.41,1.23,25.61,5.37,16.41,6.27,19.58,0.43,2.72,69,614,5.56,0,84.98
IRELAND,5731,183726,38,75.15,1.1179306752748213,2163,1181,0.0,0.3731629975452373,1.34,37.74,46,0.0,0.43785863519258933,32.05827953236783,11.03,2.34,62,0.4189391796219094,44.93912692374804,0.0,Country/Region,485,134,0.4410355431784349,0,1.1733709882087362,599,n/a,384,0.0,208,10.45,n/a,4476,403,2330,588,2374,1153,4550,632,20.61,361,0.8,52.06,1.08,25.76,8.46,14.12,6.7,8.07,3.63,7.03,77,632,10.26,0,79.39
WALES,5092,179290,39,74.1,1.1926755498821682,1541,1092,0.0,0.33155574655389086,1.73,30.26,49,0.0,0.4272866916151189,35.21013354281225,11.94,2.89,51,0.37222793624755934,44.654592537313434,0.0,Country/Region,610,147,0.4303868942689745,0,1.2887325768177207,1087,n/a,267,0.0,148,21.35,n/a,4290,419,2120,382,1864,1218,4000,647,21.45,305,0.96,49.42,1.0,28.39,11.98,15.08,5.24,7.11,2.91,8.23,88,608,7.5,0,78.55
ARGENTINA,6193,177575,40,83.19,0.9085948974648798,2523,1290,0.0,0.40324523535118734,1.08,40.74,153,0.0,0.4231994771797353,28.673502341353142,8.53,1.02,84,0.45271162788317654,43.30940416599387,0.0,Country/Region,497,63,0.4262700248190816,0,1.0494841354075015,1226,n/a,520,0.0,37,19.8,n/a,5553,575,2485,556,1122,1435,4903,943,20.83,690,2.47,44.75,1.36,25.84,8.03,16.98,8.4,12.43,0.6,9.28,67,528,8.98,0,79.17
CHILE,3341,115196,41,86.05,1.0408585752768633,1600,848,0.0,0.21754276300796332,1.29,47.89,144,0.0,0.27453688285623984,34.479497156539956,10.12,1.05,51,0.24422889532660952,46.795008620173604,0.0,Country/Region,409,35,0.2765288006704712,0,1.261990419999355,460,n/a,376,0.0,18,13.77,n/a,2846,144,1376,244,679,609,2493,383,25.38,478,4.31,48.35,1.53,21.4,12.24,13.46,11.25,16.8,0.54,4.31,43,338,7.3,0,74.62
THAILAND,3178,108305,42,80.11,1.0596302706104468,1481,423,0.0,0.20692933278638356,1.45,46.6,41,0.0,0.2581141454368646,34.07960981749528,10.95,1.79,27,0.23231350773659534,45.57690078665828,0.0,Country/Region,234,57,0.25998690715489586,0,1.2473540699197052,303,n/a,75,0.0,12,9.53,n/a,2401,134,1034,121,1216,650,2755,454,13.31,263,1.29,43.07,0.85,27.07,7.36,18.91,2.36,10.95,0.38,4.22,46,348,3.81,0,86.69
IRAN,5181,104236,43,75.06,0.7315130669754873,941,415,0.0,0.33735080968101105,0.68,18.16,40,0.0,0.24841684191641214,20.118895966029726,7.16,0.42,30,0.3787338840727818,40.161252769735576,0.0,Country/Region,167,22,0.25021924430264275,0,0.73637541333103,1058,n/a,193,0.0,10,20.42,n/a,4077,70,1076,178,776,1138,4766,1034,8.01,829,0.77,26.39,0.58,27.91,3.22,25.36,3.73,20.33,0.19,1.35,35,371,3.44,0,91.99
NORTHERN IRELAND,2668,84777,44,74.85,1.036136731634183,824,501,0.0,0.17372166767591923,1.24,30.88,19,0.0,0.20204185317114695,31.775487256371814,10.57,2.21,18,0.1950322336819498,44.23170715892054,0.0,Country/Region,285,59,0.20350777921490795,0,1.163020456078395,551,n/a,141,0.0,35,20.65,n/a,2228,182,1103,179,1023,610,2167,370,18.78,145,0.71,49.51,0.67,27.38,10.68,16.61,5.28,6.51,1.31,6.82,33,282,6.71,0,81.22
EGYPT,3587,77082,45,82.41,0.7088958182325062,1079,311,0.0,0.23356057794359908,0.59,30.08,41,0.0,0.18370301055874058,21.4892667967661,6.83,1.14,21,0.2622116275176739,42.84770783384444,0.0,Country/Region,161,41,0.1850358780971671,0,0.786532608268771,503,n/a,82,0.0,10,14.02,n/a,3035,69,795,88,572,826,3276,875,8.67,539,1.14,26.19,0.59,27.22,4.49,28.83,2.29,17.76,0.28,1.92,21,245,2.45,0,91.33
UKRAINE,5516,65275,46,68.51,0.42777538071065996,2023,546,0.0,0.35916368774376706,0.24,36.68,49,0.0,0.15556438616307036,11.833756345177665,3.39,0.85,20,0.40322256408906865,29.527675181290792,0.0,Country/Region,134,47,0.15669309232755485,0,0.4331294935195465,450,n/a,372,0.0,11,8.16,n/a,4114,96,1251,343,584,786,4970,608,9.9,1469,0.89,30.41,0.36,19.11,2.43,14.78,6.74,35.71,0.2,1.74,13,187,6.22,0,90.1
MALAYSIA,2067,57299,47,78.71,0.9049063860667634,706,175,0.0,0.13458871330064656,1.4,34.16,20,0.0,0.13655586001926875,27.720851475568455,9.82,1.21,7,0.15109881072735765,43.698388243831644,0.0,Country/Region,65,25,0.1375466487518432,0,1.0146159857716148,192,n/a,31,0.0,66,9.29,n/a,1282,36,417,83,635,353,1892,291,8.47,221,0.97,32.53,0.34,27.54,3.14,22.7,1.5,17.24,3.19,1.74,29,203,4.02,0,91.53
ROMANIA,3810,55847,48,63.83,0.5578325459317586,1364,339,0.0,0.2480807922958217,0.47,35.8,32,0.0,0.13309543123782444,14.658005249343832,5.35,0.87,28,0.27851304734941107,32.06194427821522,0.0,Country/Region,114,33,0.1340611126344995,0,0.5365003473510195,454,n/a,176,0.0,17,11.92,n/a,2458,74,783,165,574,643,3471,335,8.9,697,0.84,31.86,0.73,26.16,2.99,13.63,4.62,28.36,0.45,1.94,18,204,4.33,0,91.1
SLOVAKIA,2803,55148,49,80.16,0.6328623974313237,1399,373,0.0,0.18251193196986568,0.68,49.91,55,0.0,0.13142956366328618,19.67463432037103,5.96,2.32,32,0.20490080622582654,36.43684791295041,0.0,Country/Region,144,65,0.13238315826396008,0,0.7201149110896834,311,n/a,153,0.0,12,11.1,n/a,2375,53,613,142,602,620,2430,419,13.31,723,1.96,25.81,1.14,26.11,5.14,17.64,5.46,30.44,0.43,1.89,19,167,5.07,0,86.69
SLOVENIA,2454,51687,50,77.83,0.8054420130399349,827,370,0.0,0.15978747094329304,0.57,33.7,29,0.0,0.12318125511467817,21.06234718826406,8.56,1.18,29,0.17938871868647108,41.90512579462103,0.0,Country/Region,157,29,0.12407500364817046,0,0.7709068451205037,341,n/a,176,0.0,16,13.9,n/a,2030,65,727,155,369,553,2084,461,15.08,289,1.18,35.81,1.18,27.24,6.4,22.71,7.17,14.24,0.65,2.65,14,210,6.32,0,84.92
