Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
NETHERLANDS,23560,853370,9,80.0,1.3178832130730052,6400,4733,0.0,1.9432354209917264,1.74,27.16,46,0.0,3.2825238426004106,36.22113752122241,14.41,3.06,164,2.2553655874863585,50.51968711375212,0.0,Country/Region,1370,720,3.304894389924636,0,1.6892054391048412,3182,n/a,2009,0.0,75,13.51,n/a,0,1972,0,3153,13725,0,18827,0,20.09,0,0.2,0.0,0.7,0.0,5.81,0.0,8.53,0.0,0.32,8.37,409,3395,13.38,0,79.91
AUSTRALIA,25623,736925,10,77.29,1.1102344612262423,4953,2293,0.0,2.1133922407500427,1.39,19.33,39,0.0,2.834613219012043,28.760293486320883,11.73,0.83,100,2.452853669276866,47.08603062482926,0.0,Country/Region,1400,212,2.853931235331934,0,1.3412622438729307,3164,n/a,457,0.0,51,12.35,n/a,0,689,0,754,8226,0,23330,0,8.95,0,0.15,0.0,0.39,0.0,5.46,0.0,1.78,0.0,0.2,2.69,356,3006,2.94,0,91.05
SWITZERLAND,15132,594740,11,80.02,1.359103846153846,5800,2282,0.0,1.2480916124977421,1.98,38.33,22,0.0,2.287692595413675,39.30346286016389,15.25,6.25,174,1.4485650284313913,50.471650337034106,0.0,Country/Region,741,946,2.303283323135074,0,1.8329524631893268,917,n/a,1043,0.0,123,6.06,n/a,0,740,0,1345,12648,0,12850,0,15.08,0,0.15,0.0,1.15,0.0,4.9,0.0,6.89,0.0,0.81,4.89,299,2307,8.89,0,84.92
SWEDEN,16693,574262,12,84.85,1.2119996825016475,5250,1712,0.0,1.376843331180598,1.53,31.45,71,0.0,2.208923101233225,34.401365841969685,13.64,2.62,142,1.597997357890908,51.9685412328521,0.0,Country/Region,870,437,2.223977011316195,0,1.6043387444373538,1984,n/a,406,0.0,17,11.89,n/a,0,497,0,629,9022,0,14981,0,10.26,0,0.43,0.0,0.85,0.0,5.21,0.0,2.43,0.0,0.1,2.98,255,2277,3.77,0,89.74
SPAIN,20709,487361,13,80.6,0.9007456371625864,4746,2303,0.0,1.708084139784281,0.88,22.92,76,0.0,1.8746547247425835,23.533777584625042,9.25,0.89,114,1.982443376538837,45.85711235694626,0.0,Country/Region,992,185,1.8874305808360508,0,1.0975189576898357,2564,n/a,864,0.0,117,12.38,n/a,0,702,0,1121,4585,0,18406,0,11.12,0,0.37,0.0,0.55,0.0,4.79,0.0,4.17,0.0,0.56,3.39,182,1915,5.41,0,88.88
ISRAEL,10920,413392,14,82.12,1.2477150732600732,3178,1356,0.0,0.9006846688128036,1.47,29.1,25,0.0,1.5901298338824528,37.85641025641026,12.55,1.67,133,1.0453562060845092,49.09306163003663,0.0,Country/Region,667,182,1.6009666400737372,0,1.7654678589993211,1441,n/a,469,0.0,21,13.2,n/a,0,277,0,531,5907,0,9564,0,12.42,0,0.23,0.0,1.22,0.0,6.11,0.0,4.29,0.0,0.19,2.54,160,1370,4.86,0,87.58
SCOTLAND,12380,366663,15,74.13,1.1810954765751214,2334,1542,0.0,1.0211058791119514,1.48,18.85,23,0.0,1.4103847565527194,29.617366720516962,12.21,1.95,49,1.1851199479236467,45.9260772536349,0.0,Country/Region,882,241,1.419996591974099,0,1.381232627687269,2333,n/a,200,0.0,33,18.84,n/a,0,744,0,588,4429,0,10838,0,12.46,0,0.19,0.0,0.4,0.0,7.12,0.0,1.62,0.0,0.27,6.01,183,1512,4.75,0,87.54
BELGIUM,11314,344161,16,78.3,1.136471124270815,3892,1247,0.0,0.9331818995373682,1.47,34.4,18,0.0,1.3238298606620806,30.419038359554534,12.29,3.8,77,1.0830732706630162,46.80204853279123,0.0,Country/Region,593,430,1.3328518205829274,0,1.4186193081095757,921,n/a,388,0.0,48,8.14,n/a,0,386,0,559,6412,0,10067,0,11.02,0,0.16,0.0,0.68,0.0,5.24,0.0,3.43,0.0,0.42,3.41,166,1390,4.94,0,88.98
DENMARK,8435,302187,17,83.05,1.3412227504445762,2897,1140,0.0,0.695721170461172,2.07,34.34,43,0.0,1.1623750921920037,35.82537048014226,14.99,4.33,78,0.8074706591870728,51.79432245406047,0.0,Country/Region,526,365,1.170296730618789,0,1.6707484859509178,909,n/a,355,0.0,15,10.78,n/a,0,293,0,493,4382,0,7295,0,13.52,0,0.51,0.0,0.92,0.0,6.24,0.0,4.21,0.0,0.18,3.47,175,1264,5.84,0,86.48
RUSSIA,30886,292053,18,64.15,0.3864899566146474,6007,1455,0.0,2.5474859597941624,0.43,19.45,38,0.0,1.1233942320482062,9.455837596321958,3.82,0.4,61,2.9566732400298674,27.377870556239074,0.0,Country/Region,401,125,1.1310502141634458,0,0.4409815205179685,2675,n/a,884,0.0,26,8.66,n/a,0,185,0,955,2814,0,29431,0,4.71,0,0.12,0.0,0.2,0.0,1.3,0.0,2.86,0.0,0.08,0.6,132,1179,3.09,0,95.29
FINLAND,7577,245579,19,82.28,1.100569988121948,2129,830,0.0,0.6249530893401659,1.46,28.1,32,0.0,0.94463002301694,32.41111257753728,12.3,1.46,70,0.7253355287090042,50.27810754916194,0.0,Country/Region,457,111,0.9510677190237555,0,1.511521487179611,1118,n/a,193,0.0,11,14.76,n/a,0,234,0,271,3425,0,6747,0,10.95,0,0.42,0.0,0.92,0.0,6.03,0.0,2.55,0.0,0.15,3.09,111,932,3.58,0,89.05
INDIA,17713,234045,20,77.34,0.5521522836334896,1860,1015,0.0,1.4609732178279478,0.6,10.5,36,0.0,0.9002640035874393,13.21317676282956,5.3,0.34,42,1.6956405199977025,37.42005642748264,0.0,Country/Region,513,60,0.9063993431804628,0,0.6162084236738276,1577,n/a,274,0.0,128,8.9,n/a,0,142,0,424,2176,0,16698,0,5.73,0,0.2,0.0,0.24,0.0,2.9,0.0,1.55,0.0,0.72,0.8,107,938,2.39,0,94.27
CHINA MAINLAND,16285,195083,21,69.24,0.5056253300583359,2852,911,0.0,1.343191376521658,0.43,17.51,19,0.0,0.7503950206663181,11.979306109917102,4.93,0.55,57,1.5589400930481898,33.940418949953944,0.0,Country/Region,593,89,0.7555089964138273,0,0.5586657521652265,2615,n/a,224,0.0,12,16.06,n/a,0,95,0,242,1519,0,15374,0,5.59,0,0.12,0.0,0.35,0.0,3.64,0.0,1.38,0.0,0.07,0.58,70,803,1.49,0,94.41
AUSTRIA,7404,193051,22,75.74,1.0024719205834685,2333,635,0.0,0.6106840007225273,1.18,31.51,20,0.0,0.7425788466173545,26.073878984332794,10.37,2.5,54,0.7087744825869695,43.999004119394925,0.0,Country/Region,327,185,0.7476395547878891,0,1.2159788789926977,558,n/a,175,0.0,11,7.54,n/a,0,172,0,234,3248,0,6769,0,8.58,0,0.27,0.0,0.73,0.0,4.42,0.0,2.36,0.0,0.15,2.32,87,768,3.16,0,91.42
NORWAY,5832,174921,23,80.69,1.147050342935528,1694,548,0.0,0.4810249989483764,1.59,29.05,64,0.0,0.6728410338674975,29.993312757201647,13.07,3.57,27,0.5582891386341444,49.14865600137174,0.0,Country/Region,261,208,0.6774264757139427,0,1.3987652104120827,614,n/a,122,0.0,13,10.53,n/a,0,150,0,196,1881,0,5284,0,9.4,0,1.1,0.0,0.46,0.0,4.48,0.0,2.09,0.0,0.22,2.57,93,762,3.36,0,90.6
POLAND,9633,152374,24,76.9,0.6321323886639676,3188,917,0.0,0.7945325471312946,0.5,33.09,250,0.0,0.5861130435712468,15.817917575002594,5.87,0.64,49,0.9221535103674063,38.72340263676944,0.0,Country/Region,286,62,0.5901074302710154,0,0.7376828623162659,632,n/a,309,0.0,4,6.56,n/a,0,103,0,332,1212,0,8716,0,9.52,0,2.6,0.0,0.51,0.0,2.97,0.0,3.21,0.0,0.04,1.07,48,565,3.45,0,90.48
BRAZIL,7567,150645,25,76.04,0.7995244350469143,2230,943,0.0,0.6241282865298979,0.77,29.47,313,0.0,0.5794623718534033,19.90815382582265,7.7,0.98,34,0.7243782428059964,40.4425399762125,0.0,Country/Region,189,74,0.5834114339268979,0,0.9284347214499229,881,n/a,396,0.0,5,11.64,n/a,0,354,0,407,1199,0,6624,0,12.46,0,4.14,0.0,0.45,0.0,2.5,0.0,5.23,0.0,0.07,4.68,58,583,5.38,0,87.54
TAIWAN,8205,147831,26,81.38,0.763894308348568,1284,805,0.0,0.6767507058250049,0.62,15.65,12,0.0,0.5686382016891398,18.017184643510056,7.91,1.4,33,0.7854530834178937,45.37592722730043,0.0,Country/Region,276,115,0.5725134965571194,0,0.8402476669690819,1419,n/a,341,0.0,6,17.29,n/a,0,234,0,484,3154,0,7400,0,9.81,0,0.15,0.0,0.4,0.0,3.36,0.0,4.16,0.0,0.07,2.85,51,649,5.9,0,90.19
NEW ZEALAND,4985,131279,27,79.62,1.0524679839518556,1098,569,0.0,0.41116420091866535,1.36,22.03,16,0.0,0.5049702327627398,26.33480441323972,10.61,1.69,8,0.4772070226493844,47.96683255767302,0.0,Country/Region,418,84,0.5084116275647331,0,1.2281473718638036,384,n/a,53,0.0,2,7.7,n/a,0,149,0,127,1158,0,4416,0,11.41,0,0.32,0.0,0.16,0.0,8.39,0.0,1.06,0.0,0.04,2.99,68,529,2.55,0,88.59
SOUTH KOREA,7727,115289,28,73.69,0.6472557654976058,1647,541,0.0,0.637325131494188,0.52,21.31,17,0.0,0.4434640206353149,14.920279539277857,7.2,2.04,55,0.7396948172541211,39.62243008929727,0.0,Country/Region,223,158,0.44648624784093816,0,0.695820702371532,1364,n/a,246,0.0,8,17.65,n/a,0,73,0,246,2587,0,7186,0,7.0,0,0.22,0.0,0.71,0.0,2.89,0.0,3.18,0.0,0.1,0.94,40,556,3.18,0,93.0
WALES,4126,93934,29,71.76,0.985854774600097,642,461,0.0,0.34031363951663257,1.28,15.56,3,0.0,0.36132110881660584,22.766359670382936,10.47,1.53,13,0.39497616358101517,42.82441968007756,0.0,Country/Region,282,63,0.3637835283911794,0,1.0617297306385116,777,n/a,60,0.0,12,18.83,n/a,0,202,0,163,824,0,3665,0,11.17,0,0.07,0.0,0.32,0.0,6.83,0.0,1.45,0.0,0.29,4.9,53,432,3.95,0,88.83
GREECE,4595,92450,30,75.54,0.8155491403699674,1204,338,0.0,0.37899689131820813,0.98,26.2,14,0.0,0.3556128399737604,20.11969532100109,8.18,1.04,24,0.43987287243208056,41.84586755168662,0.0,Country/Region,153,48,0.35803635743995293,0,0.938300150000929,448,n/a,133,0.0,4,9.75,n/a,0,67,0,147,1077,0,4257,0,7.36,0,0.3,0.0,0.52,0.0,3.33,0.0,2.89,0.0,0.09,1.46,45,376,3.2,0,92.64
SOUTH AFRICA,5039,86262,31,74.94,0.7572218098829133,876,349,0.0,0.4156181360941133,0.69,17.38,3,0.0,0.3318104359309521,17.118872792220678,7.8,0.52,66,0.4823763665256265,40.303343401468545,0.0,Country/Region,174,26,0.33407173894521597,0,0.7983540830273498,603,n/a,82,0.0,5,11.97,n/a,0,68,0,106,602,0,4690,0,6.93,0,0.06,0.0,1.31,0.0,3.45,0.0,1.63,0.0,0.1,1.35,35,393,2.1,0,93.07
HUNGARY,4132,82780,32,75.61,0.7896786060019362,1532,332,0.0,0.3408085212027934,0.99,37.08,11,0.0,0.31841677547893876,20.033881897386255,7.41,1.94,24,0.39555053512281985,40.19736478702808,0.0,Country/Region,169,80,0.32058680009604434,0,0.9342981635411318,329,n/a,117,0.0,10,7.96,n/a,0,78,0,128,630,0,3800,0,8.03,0,0.27,0.0,0.58,0.0,4.09,0.0,2.83,0.0,0.24,1.89,41,306,3.1,0,91.97
HONG KONG,3430,79285,33,76.94,1.0016883965014578,748,307,0.0,0.28290736392197036,0.82,21.81,4,0.0,0.3049731099764153,23.11516034985423,9.62,1.11,9,0.32834906473167275,45.8422101457726,0.0,Country/Region,163,38,0.30705151540969894,0,1.0779963651300748,372,n/a,120,0.0,1,10.85,n/a,0,68,0,131,775,0,3123,0,8.95,0,0.12,0.0,0.26,0.0,4.75,0.0,3.5,0.0,0.03,1.98,28,330,3.82,0,91.05
MEXICO,3988,73851,34,76.45,0.7829965396188566,1229,307,0.0,0.3289313607349323,0.68,30.82,23,0.0,0.28407099886319287,18.51830491474423,8.15,0.78,21,0.3817656181195076,40.65973834002006,0.0,Country/Region,116,31,0.28600695547104343,0,0.8636178630960946,410,n/a,115,0.0,5,10.28,n/a,0,64,0,147,673,0,3681,0,7.7,0,0.58,0.0,0.53,0.0,2.91,0.0,2.88,0.0,0.13,1.6,27,325,3.69,0,92.3
ARGENTINA,3390,66092,35,79.94,0.7102713569321534,815,307,0.0,0.27960815268089784,0.71,24.04,33,0.0,0.25422567679335617,19.496165191740413,7.08,0.68,16,0.3245199211196416,40.79509525073747,0.0,Country/Region,113,23,0.25595823619168595,0,0.9092212596658104,520,n/a,98,0.0,7,15.34,n/a,0,98,0,145,455,0,3083,0,9.06,0,0.97,0.0,0.47,0.0,3.33,0.0,2.89,0.0,0.21,2.89,24,240,4.28,0,90.94
CZECH REPUBLIC,4149,65482,36,77.78,0.6397015907447577,1440,310,0.0,0.34221068598024923,0.6,34.71,6,0.0,0.2518792859617283,15.782598216437696,6.29,1.01,29,0.39717792115793304,39.13727011328031,0.0,Country/Region,167,42,0.25359585460122225,0,0.7360357121526753,343,n/a,115,0.0,2,8.27,n/a,0,45,0,108,644,0,3839,0,7.47,0,0.14,0.0,0.7,0.0,4.03,0.0,2.77,0.0,0.05,1.08,25,261,2.6,0,92.53
IRELAND,3006,57559,37,70.29,0.8891481703260148,814,324,0.0,0.24793572476660142,0.86,27.08,1,0.0,0.22140313094699487,19.1480372588157,8.88,1.7,7,0.2877601424441424,40.300577112441786,0.0,Country/Region,172,51,0.22291200322213356,0,0.8929859993166235,188,n/a,83,0.0,28,6.25,n/a,0,125,0,144,1065,0,2682,0,10.78,0,0.03,0.0,0.23,0.0,5.72,0.0,2.76,0.0,0.93,4.16,26,267,4.79,0,89.22
PORTUGAL,2403,54699,38,75.66,0.9672716188098212,815,282,0.0,0.19820011530743287,1.0,33.92,7,0.0,0.21040201983477252,22.76279650436954,9.4,1.12,9,0.2300358024927725,44.921916063254265,0.0,Country/Region,109,27,0.21183591904389382,0,1.061563559175599,197,n/a,123,0.0,1,8.2,n/a,0,64,0,157,543,0,2121,0,11.74,0,0.29,0.0,0.37,0.0,4.54,0.0,5.12,0.0,0.04,2.66,24,226,6.53,0,88.26
TURKEY,3421,52228,39,77.9,0.6763537562116341,594,261,0.0,0.282165041392729,0.47,17.36,3,0.0,0.2008972136955063,15.266881028938906,7.1,0.41,8,0.32748750741896576,41.72035711780182,0.0,Country/Region,118,14,0.2022663372241629,0,0.7119847756614514,359,n/a,109,0.0,3,10.49,n/a,0,55,0,132,405,0,3160,0,7.63,0,0.09,0.0,0.23,0.0,3.45,0.0,3.19,0.0,0.09,1.61,16,243,3.86,0,92.37
SINGAPORE,2651,47777,40,75.9,1.0286837042625425,525,167,0.0,0.21865522500208262,0.91,19.8,3,0.0,0.18377625370931697,18.022255752546208,8.79,0.87,27,0.25377649288736576,44.3198296869106,0.0,Country/Region,98,23,0.18502869712718908,0,0.8404841627158305,137,n/a,29,0.0,5,5.17,n/a,0,36,0,39,545,0,2484,0,6.3,0,0.11,0.0,1.02,0.0,3.7,0.0,1.09,0.0,0.19,1.36,24,233,1.47,0,93.7
CHILE,1815,41007,41,76.36,0.7516191184573003,600,150,0.0,0.14970171006366653,0.88,33.06,8,0.0,0.15773516202059484,22.593388429752068,6.72,0.66,13,0.1737473913959143,39.385631129476586,0.0,Country/Region,72,12,0.1588101342297474,0,1.0536630607192916,126,n/a,58,0.0,2,6.94,n/a,0,25,0,57,216,0,1665,0,8.26,0,0.44,0.0,0.72,0.0,3.97,0.0,3.2,0.0,0.11,1.38,16,122,3.14,0,91.74
NORTHERN IRELAND,1931,36129,42,71.21,0.9338015535991715,296,183,0.0,0.1592694226627769,1.14,15.33,2,0.0,0.138971728452266,18.709994821336096,8.7,0.93,3,0.1848519078708047,42.01895069911963,0.0,Country/Region,133,18,0.139918827019449,0,0.8725574948966353,349,n/a,21,0.0,3,18.07,n/a,0,75,0,45,449,0,1748,0,9.48,0,0.1,0.0,0.16,0.0,6.89,0.0,1.09,0.0,0.16,3.88,22,168,2.33,0,90.52
UKRAINE,4720,35625,43,60.93,0.3524621398305085,1114,162,0.0,0.3893069264465598,0.42,23.6,19,0.0,0.13703307110941282,7.547669491525424,2.99,0.32,5,0.45183894621967796,25.094853707627117,0.0,Country/Region,49,15,0.13796695763978714,0,0.3519923787644795,300,n/a,85,0.0,4,6.36,n/a,0,13,0,89,274,0,4558,0,3.43,0,0.4,0.0,0.11,0.0,1.04,0.0,1.8,0.0,0.08,0.28,20,141,1.89,0,96.57
EGYPT,2444,31677,44,80.73,0.5366567921440263,593,92,0.0,0.20158180682953225,0.33,24.26,10,0.0,0.12184692192372967,12.96112929623568,4.26,0.53,9,0.23396067469510445,38.3259067512275,0.0,Country/Region,53,13,0.12267731416576946,0,0.604453962587852,318,n/a,12,0.0,0,13.01,n/a,0,15,0,20,559,0,2352,0,3.76,0,0.41,0.0,0.37,0.0,2.17,0.0,0.49,0.0,0.0,0.61,8,104,0.82,0,96.24
SLOVAKIA,2339,28209,45,75.25,0.468837409149209,712,134,0.0,0.19292137732171682,0.34,30.44,8,0.0,0.10850711306457338,12.06028217186832,4.66,0.34,10,0.22390917271352262,33.5272961522018,0.0,Country/Region,52,8,0.10924659391047735,0,0.5624421438979583,147,n/a,53,0.0,2,6.28,n/a,0,25,0,64,198,0,2205,0,5.73,0,0.34,0.0,0.43,0.0,2.22,0.0,2.27,0.0,0.09,1.07,8,109,2.74,0,94.27
THAILAND,873,26353,46,80.41,1.0541422680412371,431,76,0.0,0.0720052853364082,1.26,49.37,3,0.0,0.10136793046866964,30.186712485681557,11.0,2.06,3,0.08357105933258027,48.21431134020619,0.0,Country/Region,48,18,0.10205875746473855,0,1.4077845812995444,43,n/a,9,0.0,0,4.93,n/a,0,22,0,22,177,0,797,0,8.71,0,0.34,0.0,0.34,0.0,5.5,0.0,1.03,0.0,0.0,2.52,11,96,2.52,0,91.29
SAUDI ARABIA,1715,22050,47,75.86,0.55207416909621,262,113,0.0,0.14145368196098518,0.47,15.28,5,0.0,0.08481625874982604,12.857142857142858,4.72,0.41,26,0.16417453236583637,38.37091679300292,0.0,Country/Region,66,7,0.0853942853602051,0,0.5996044611494772,76,n/a,16,0.0,0,4.43,n/a,0,18,0,16,140,0,1602,0,6.59,0,0.29,0.0,1.52,0.0,3.85,0.0,0.93,0.0,0.0,1.05,8,81,0.93,0,93.41
BULGARIA,1915,20366,48,72.85,0.44432407310704963,576,135,0.0,0.15794973816634789,0.1,30.08,1,0.0,0.07833868143759443,10.634986945169713,4.13,1.04,15,0.18332025042599223,34.12016349869452,0.0,Country/Region,80,20,0.07887256306784295,0,0.495972214623683,171,n/a,57,0.0,0,8.93,n/a,0,24,0,39,434,0,1780,0,7.05,0,0.05,0.0,0.78,0.0,4.18,0.0,2.98,0.0,0.0,1.25,2,79,2.04,0,92.95
SLOVENIA,1100,19490,49,69.64,0.7602993636363636,309,103,0.0,0.09072830912949487,0.55,28.09,0,0.0,0.07496911034168297,17.71818181818182,8.09,0.64,4,0.10530144933085717,40.98407318181819,0.0,Country/Region,43,7,0.07548002819366882,0,0.826303400349729,115,n/a,51,0.0,0,10.45,n/a,0,24,0,56,161,0,997,0,9.36,0,0.0,0.0,0.36,0.0,3.91,0.0,4.64,0.0,0.0,2.18,6,89,5.09,0,90.64
COLOMBIA,415,19356,50,78.31,1.4593872289156626,222,47,0.0,0.03422931662612761,1.93,53.49,6,0.0,0.07445367366719424,46.64096385542169,13.25,1.2,1,0.03972736497482338,48.21679734939759,0.0,Country/Region,21,5,0.07496107879510794,0,2.1751434444461837,15,n/a,14,0.0,0,3.61,n/a,0,15,0,19,141,0,368,0,11.33,0,1.45,0.0,0.24,0.0,5.06,0.0,3.37,0.0,0.0,3.61,8,55,4.58,0,88.67
CROATIA,1184,19081,51,79.65,0.6643362331081082,360,84,0.0,0.09765665273574721,0.68,30.41,0,0.0,0.07339587452178824,16.11570945945946,5.57,1.6,2,0.11334265091612261,38.68834966216216,0.0,Country/Region,48,19,0.07389607070104641,0,0.7515706556151672,118,n/a,33,0.0,0,9.97,n/a,0,8,0,34,228,0,1100,0,7.09,0,0.0,0.0,0.17,0.0,4.05,0.0,2.79,0.0,0.0,0.68,8,66,2.87,0,92.91
