Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
ITALY,66927,2047629,9,76.76,1.0797816501561401,23057,14187,0.0,3.598628233694951,1.34,34.45,1260,0.0,4.582712617251583,30.59496167466045,11.17,2.53,666,4.068963295004854,45.24298209989989,0.0,Country/Region,6029,1693,4.6332602233206135,0,1.2734609744742116,17574,n/a,5667,0.0,532,26.26,n/a,51565,4003,27946,6232,20928,12221,52740,7608,21.2,3790,1.88,54.2,1.0,23.7,9.01,14.75,8.47,7.35,0.79,5.98,895,7479,9.31,0,78.8
AUSTRALIA,50155,1714635,10,76.57,1.181272230086731,16800,10063,0.0,2.696806954756231,1.55,33.5,807,0.0,3.8374527067555535,34.18672116439039,12.71,2.44,408,3.049275390514568,46.936755669424784,0.0,Country/Region,4099,1223,3.8797800495174366,0,1.422961587957796,9158,n/a,3181,0.0,650,18.26,n/a,35065,3657,17443,4749,14401,8309,40092,6366,20.06,2947,1.61,49.74,0.81,23.7,8.17,18.15,6.34,8.4,1.3,7.29,779,6374,9.47,0,79.94
NETHERLANDS,38698,1688011,11,78.4,1.4805330895653523,16765,10913,0.0,2.080770322702754,2.26,43.32,802,0.0,3.7778666485771892,43.62010956638586,15.8,5.67,433,2.352723737655922,50.80930916843248,0.0,Country/Region,4059,2194,3.8195367533999827,0,1.8156096361803369,6684,n/a,4055,0.0,417,17.27,n/a,30814,4647,18329,5619,17850,6964,27785,3899,28.2,1622,2.07,59.48,1.12,22.6,10.49,12.65,10.48,5.26,1.08,12.01,875,6115,14.52,0,71.8
SPAIN,52706,1548377,12,75.99,0.998230074374834,17241,10526,0.0,2.8339728313703896,1.06,32.71,1155,0.0,3.4653576473873704,29.377623041019998,10.54,2.0,475,3.2043686318903566,44.26582483398475,0.0,Country/Region,3934,1055,3.503580758430605,0,1.2227914145922387,10302,n/a,4329,0.0,817,19.55,n/a,38289,3240,19989,4962,12846,9818,42180,5049,19.97,3433,2.19,52.21,0.9,25.64,7.46,13.19,8.21,8.97,1.55,6.15,559,5555,9.41,0,80.03
SWITZERLAND,26996,1275634,13,80.16,1.5474312416654321,14769,8379,0.0,1.4515601744711237,2.36,54.71,702,0.0,2.85494297394455,47.252704104311746,16.66,6.86,362,1.6412768107333522,51.41524105793451,0.0,Country/Region,2599,1853,2.8864331730578967,0,1.9668099360639661,2418,n/a,3718,0.0,944,8.96,n/a,21947,3581,13005,4716,15250,5021,18617,2476,31.04,1445,2.6,59.26,1.34,22.88,9.63,11.28,13.77,6.58,3.5,13.26,637,4498,17.47,0,68.96
SWEDEN,24998,1030320,14,81.82,1.3025278782302585,11718,5482,0.0,1.3441288058019392,1.8,46.88,547,0.0,2.305915995430154,41.21609728778302,13.9,5.93,351,1.5198043308161333,50.386666329306344,0.0,Country/Region,2407,1482,2.331350392718454,0,1.715546892140586,3858,n/a,1753,0.0,197,15.43,n/a,20396,1725,10971,2177,10448,5390,19516,2742,21.93,1293,2.19,53.79,1.4,26.43,9.63,13.44,7.01,6.34,0.79,6.9,451,3474,8.71,0,78.07
INDIA,38266,885347,15,80.88,0.7724340249830137,7092,4956,0.0,2.0575419186661734,1.03,18.53,793,0.0,1.9814580021800028,23.13664872210317,8.47,1.07,267,2.3264594176738203,42.32068363037684,0.0,Country/Region,1758,409,2.0033136075608597,0,0.9630219361287702,7238,n/a,1854,0.0,333,18.91,n/a,29322,1208,8768,2138,6812,8599,33310,5849,12.95,6106,2.07,29.9,0.7,29.33,4.59,19.95,4.85,20.82,0.87,3.16,393,3240,5.59,0,87.05
SOUTH KOREA,43399,875670,16,73.1,0.7534883476577802,9510,5388,0.0,2.333540524961931,0.77,21.91,649,0.0,1.9598003141920208,20.17719302288071,7.53,4.7,365,2.638530608572261,38.76858602963202,0.0,Country/Region,2579,2041,1.9814170339232162,0,0.8398398456028496,13712,n/a,1761,0.0,147,31.6,n/a,29056,1401,12558,1795,15424,8543,38011,5330,12.42,2625,1.5,43.22,0.84,29.4,5.94,18.34,4.06,9.03,0.34,3.23,336,3268,4.14,0,87.58
BELGIUM,20769,796640,17,78.44,1.4279989744330492,10418,4901,0.0,1.1167377857308773,2.1,50.16,333,0.0,1.7829265845557476,38.35716693148442,14.52,6.18,236,1.26269366136172,49.06827154412827,0.0,Country/Region,2025,1283,1.80259237601447,0,1.596548990584093,2445,n/a,1649,0.0,416,11.77,n/a,16254,1715,9050,2307,9117,3784,15868,2120,23.6,1300,1.6,55.68,1.14,23.28,9.75,13.04,7.94,8.0,2.0,8.26,436,3016,11.11,0,76.4
SCOTLAND,17935,642331,18,75.04,1.2824469807638696,6165,4645,0.0,0.9643551536946068,1.7,34.37,359,0.0,1.4375740811210558,35.81438528017842,13.57,2.49,390,1.0903948585161753,47.103867348759415,0.0,Country/Region,1869,447,1.4534306129214585,0,1.4907102177174747,3585,n/a,1280,0.0,762,19.99,n/a,13072,1729,7175,2027,5448,3188,13290,1769,25.9,940,2.0,54.89,2.17,24.39,10.42,13.53,7.14,7.19,4.25,9.64,305,2433,11.3,0,74.1
DENMARK,13728,637514,19,81.27,1.4616287150349652,6906,3413,0.0,0.7381470616068894,2.33,50.31,355,0.0,1.4267933553756689,46.43895687645688,15.61,4.98,191,0.8346217238756651,51.77366841491842,0.0,Country/Region,1544,684,1.4425309750985251,0,1.9329391520839352,1927,n/a,1081,0.0,108,14.04,n/a,11175,1184,6387,1323,6437,2733,10315,1450,24.86,605,2.59,57.15,1.39,24.46,11.25,12.98,7.87,5.41,0.79,8.62,320,2143,9.64,0,75.14
BRAZIL,28214,619646,20,77.21,0.7571435280357269,7280,7667,0.0,1.5170513691853713,0.7,25.8,4064,0.0,1.3868037336985726,21.962359112497342,7.25,1.23,326,1.715327601793999,40.44399739845467,0.0,Country/Region,1381,346,1.4021002653995058,0,0.9141442154613794,7926,n/a,3422,0.0,119,28.09,n/a,21017,3554,7888,1896,3566,5135,20547,4728,27.17,3266,14.4,37.53,1.16,24.43,4.89,22.5,12.13,15.54,0.42,12.6,197,2045,6.72,0,72.83
TAIWAN,25889,590160,21,80.52,0.857126296882846,4346,4481,0.0,1.3920373891273863,0.73,16.79,395,0.0,1.32081235331068,22.795781992351966,8.99,2.07,193,1.5739744907792175,45.23348664683843,0.0,Country/Region,1646,537,1.3353809959689442,0,0.9488339635321473,9841,n/a,1444,0.0,63,38.01,n/a,19014,1627,8857,2247,7150,4795,21408,3511,17.31,1851,1.53,46.58,0.75,25.22,6.36,18.47,5.58,9.73,0.24,6.28,188,2328,8.68,0,82.69
ISRAEL,16319,575759,22,80.82,1.2162215454378333,6000,3680,0.0,0.8774637163725837,1.47,36.77,321,0.0,1.2885820789782496,35.28151234757032,12.66,2.63,208,0.9921468467312776,48.31394598320976,0.0,Country/Region,1481,430,1.3027952196998835,0,1.468530327732776,2962,n/a,1558,0.0,141,18.15,n/a,12725,991,6891,1670,7507,2996,12639,1678,22.55,1160,1.97,54.15,1.27,23.54,9.08,13.19,9.55,9.12,0.86,6.07,240,2066,10.23,0,77.45
AUSTRIA,14620,497334,23,75.92,1.1981466689466485,6967,2749,0.0,0.7861094143861248,1.52,47.65,290,0.0,1.1130623744771142,34.01737346101231,13.12,3.72,127,0.8888526808757449,45.796862633378936,0.0,Country/Region,1179,544,1.1253395219079891,0,1.415912790392299,1623,n/a,1052,0.0,147,11.1,n/a,11246,742,5904,1153,5995,2646,11871,1734,18.8,962,1.98,52.5,0.87,23.53,8.06,15.42,7.2,8.55,1.01,5.08,222,1918,7.89,0,81.2
RUSSIA,32741,461859,24,72.79,0.5348619437402645,10645,4100,0.0,1.7604656864853705,0.51,32.51,452,0.0,1.033667264280394,14.106441464830029,4.63,0.99,151,1.9905557882731029,30.540241428178735,0.0,Country/Region,930,325,1.045068678692593,0,0.5871555874196153,5085,n/a,2676,0.0,168,15.53,n/a,25349,881,5797,2567,3111,4234,28641,2967,12.52,12351,1.38,22.87,0.46,16.7,2.84,11.7,8.17,48.72,0.51,2.69,166,1516,7.84,0,87.48
FINLAND,12899,458822,25,81.25,1.1648114737576556,5368,2653,0.0,0.6935721844163218,1.28,41.62,328,0.0,1.0268702819078093,35.57035429103031,12.12,3.72,142,0.7842209802063087,49.372365609737194,0.0,Country/Region,1165,480,1.0381967251803967,0,1.4805528609426224,2832,n/a,901,0.0,132,21.96,n/a,9960,829,5110,1018,4308,2706,10246,1445,20.57,699,2.54,51.31,1.1,27.17,9.03,14.51,6.99,7.02,1.02,6.43,165,1564,7.89,0,79.43
TURKEY,23118,430288,26,75.85,0.6977925901894628,3472,2453,0.0,1.2430422326797834,0.7,15.02,317,0.0,0.9630095328069436,18.61268275802405,7.04,0.82,152,1.405505901264396,37.57975367246301,0.0,Country/Region,1060,189,0.9736315880328811,0,0.7747198827918035,5278,n/a,708,0.0,47,22.83,n/a,17899,714,4262,924,2345,4748,20665,4645,10.61,4244,1.37,23.81,0.66,26.53,4.59,25.95,3.06,23.71,0.2,3.09,162,1627,4.0,0,89.39
POLAND,22659,425561,27,73.64,0.7603308089500861,7502,3099,0.0,1.2183620533909167,0.85,33.11,472,0.0,0.9524302322882714,18.78110243170484,6.66,1.49,229,1.3776000612834132,36.3411602674434,0.0,Country/Region,999,337,0.9629355971694792,0,0.7817300527683785,3378,n/a,1445,0.0,132,14.91,n/a,16562,640,6048,1399,3571,4267,19560,3598,13.68,2649,2.08,36.52,1.01,25.76,4.41,21.72,6.38,15.99,0.58,2.82,193,1509,6.17,0,86.32
NORWAY,10471,414087,28,81.97,1.294919845286983,4868,2420,0.0,0.5630199506181336,1.7,46.49,318,0.0,0.9267507539402188,39.546079648553146,15.08,6.39,104,0.6366057743809798,51.613782771464045,0.0,Country/Region,993,669,0.9369728725731873,0,1.6460353721440046,1799,n/a,869,0.0,161,17.18,n/a,8159,810,4366,1005,3515,2091,8051,1219,23.11,483,3.04,53.51,0.99,25.63,9.48,14.94,8.3,5.92,1.54,7.74,178,1579,9.6,0,76.89
HONG KONG,12364,395966,29,81.23,1.281653105791006,3293,1998,0.0,0.6648055266395382,1.71,26.63,114,0.0,0.8861949035702464,32.025719831769656,14.29,1.92,79,0.75169456541366,50.727726730831456,0.0,Country/Region,757,237,0.8959696886434847,0,1.3330137432066613,3550,n/a,631,0.0,105,28.71,n/a,8857,702,4297,1048,4597,2345,10366,1517,16.16,698,0.92,48.52,0.64,26.48,6.12,17.13,5.1,7.88,0.85,5.68,211,1767,8.48,0,83.84
GREECE,14097,371926,30,75.85,0.945015811874867,4531,2119,0.0,0.7579879900548019,1.13,32.14,237,0.0,0.8323919874566692,26.383343973895155,9.92,1.79,151,0.8570558305270435,43.136302872951696,0.0,Country/Region,868,252,0.8415733230085833,0,1.0981598631879221,2846,n/a,766,0.0,63,20.19,n/a,10560,592,4874,863,3061,2672,11978,1845,15.03,1169,1.68,46.16,1.07,25.3,6.16,17.47,5.43,11.07,0.45,4.2,159,1398,6.12,0,84.97
SINGAPORE,10789,341906,31,79.14,1.220030141811104,4134,1485,0.0,0.5801186369228386,1.64,38.32,203,0.0,0.7652054840569359,31.690240059319677,13.37,2.34,80,0.6559392321455821,49.150813745481514,0.0,Country/Region,524,253,0.7736457482848004,0,1.3190499931459978,1691,n/a,370,0.0,123,15.67,n/a,7246,533,3942,678,4521,1736,9304,1122,13.76,446,1.88,54.4,0.74,23.96,4.86,15.48,3.43,6.16,1.14,4.94,177,1443,6.28,0,86.24
NEW ZEALAND,9023,317316,32,78.06,1.2456761498392996,3749,1635,0.0,0.48516178153255846,1.61,41.55,114,0.0,0.7101716360023244,35.16746093317079,12.26,3.19,63,0.5485716648113438,46.74393435664413,0.0,Country/Region,794,288,0.7180048734527611,0,1.4637831400465862,989,n/a,465,0.0,99,10.96,n/a,6464,489,2896,664,1797,1777,7388,1245,18.12,546,1.26,44.8,0.7,27.49,8.8,19.26,5.15,8.45,1.1,5.42,145,1106,7.36,0,81.88
PORTUGAL,9840,296291,33,77.32,1.1131412703252033,4245,2507,0.0,0.5290914252776655,1.38,43.14,166,0.0,0.6631164649836903,30.110873983739836,11.59,1.68,92,0.598242844036753,45.82898459349594,0.0,Country/Region,637,165,0.6704306809621703,0,1.2533116835822635,1826,n/a,1213,0.0,86,18.56,n/a,7269,921,3615,1612,1904,1998,7333,1054,25.48,602,1.69,49.73,0.93,27.49,6.47,14.5,12.33,8.28,0.87,9.36,136,1140,16.38,0,74.52
IRELAND,7933,256416,34,73.73,1.1954461616034289,3300,1891,0.0,0.4265530769032235,1.58,41.6,134,0.0,0.5738738992586948,32.32270263456448,11.92,2.77,102,0.4823028944861343,45.046385364931304,0.0,Country/Region,636,220,0.5802037641696706,0,1.345375125236514,766,n/a,640,0.0,291,9.66,n/a,5546,602,3046,1019,2851,1253,6042,769,23.84,478,1.69,54.92,1.29,22.59,8.02,13.87,8.07,8.62,3.67,7.59,125,946,12.85,0,76.16
MEXICO,11204,243410,35,73.7,0.7636482684755443,4229,1788,0.0,0.6024329602450166,0.71,37.75,325,0.0,0.5447657159403426,21.725276686897537,6.94,1.69,121,0.6811700024987581,38.44220886290611,0.0,Country/Region,615,189,0.5507745157733508,0,0.904276080310712,2205,n/a,778,0.0,84,19.68,n/a,7941,459,3219,727,1360,1969,9416,1502,15.96,1251,2.9,40.54,1.08,24.8,5.49,18.91,6.94,15.75,0.75,4.1,79,777,6.49,0,84.04
CZECH REPUBLIC,10275,235445,36,74.37,0.8608805060827251,4043,1660,0.0,0.552481137675611,0.97,39.35,348,0.0,0.5269395833760896,22.914355231143553,8.31,2.16,147,0.6246895551298413,40.37921395620438,0.0,Country/Region,613,222,0.5327517598547988,0,0.9537693641325397,2033,n/a,602,0.0,59,19.79,n/a,7614,354,3111,552,1956,1922,8615,1369,16.16,1212,3.39,40.86,1.43,25.24,5.97,17.98,5.86,15.92,0.57,3.45,100,854,5.37,0,83.84
SOUTH AFRICA,8989,225315,37,77.19,0.9637040716431193,3104,1761,0.0,0.4833336201037535,1.06,34.53,366,0.0,0.5042680550803101,25.06563577706085,9.4,1.44,158,0.5465045655534931,42.79672475247525,0.0,Country/Region,670,129,0.509830163187513,0,1.0433125983912785,964,n/a,667,0.0,106,10.72,n/a,5923,419,2101,567,1283,1721,7228,1212,19.59,889,4.07,35.47,1.76,29.06,7.45,20.46,7.42,15.01,1.18,4.66,95,845,6.31,0,80.41
WALES,6543,211631,38,72.76,1.1454340822252789,1925,1339,0.0,0.3518135361373745,1.44,29.42,76,0.0,0.4736424683873737,32.344643130062664,12.43,2.14,61,0.3977950130622434,45.281103759743246,0.0,Country/Region,586,140,0.47886677436272135,0,1.346288359417837,1389,n/a,286,0.0,215,21.23,n/a,4705,510,2369,616,1821,1202,5204,764,20.46,370,1.16,50.35,0.93,25.55,8.96,16.24,4.37,7.86,3.29,7.79,94,813,9.41,0,79.54
ARGENTINA,7866,203252,39,77.52,0.8494636028476991,2978,1588,0.0,0.42295052349940204,1.03,37.86,208,0.0,0.454889779780233,25.839308415967455,7.88,1.12,113,0.4782294930074288,40.59708257055683,0.0,Country/Region,552,88,0.45990724243032377,0,1.0755153487376545,1509,n/a,609,0.0,62,19.18,n/a,6211,783,2712,715,1119,1591,6278,1049,20.19,859,2.64,43.66,1.44,25.62,7.02,16.89,7.74,13.83,0.79,9.95,81,620,9.09,0,79.81
HUNGARY,7390,191063,40,76.55,0.9352914073071719,3301,1445,0.0,0.3973562634961329,1.2,44.67,103,0.0,0.42761008990883564,25.85426251691475,8.82,3.27,83,0.44929010339752085,40.956972489851154,0.0,Country/Region,600,242,0.43232665587775243,0,1.0761377866464592,1355,n/a,590,0.0,114,18.34,n/a,5932,371,2510,659,1784,1767,5945,1036,19.55,619,1.39,42.31,1.12,29.79,8.12,17.46,7.98,10.43,1.54,5.02,89,652,8.92,0,80.45
IRAN,9821,187367,41,73.75,0.7903053965991244,1847,924,0.0,0.5280698056556862,0.97,18.81,175,0.0,0.4193382272650843,19.078199775990225,8.13,0.43,78,0.5970877003338365,40.13928591793097,0.0,Country/Region,345,42,0.42396355407298564,0,0.7940962023844677,2499,n/a,364,0.0,20,25.45,n/a,6899,180,1835,326,1273,2006,8897,1683,9.41,1375,1.78,26.6,0.79,29.08,3.51,24.39,3.71,19.93,0.2,1.83,95,798,3.32,0,90.59
THAILAND,5109,130740,42,73.85,0.9740456449403014,2364,670,0.0,0.2747081394048367,1.1,46.27,100,0.0,0.2926037126742549,25.59013505578391,9.75,1.78,43,0.31061206201054586,42.686775631238994,0.0,Country/Region,343,91,0.29583114987965936,0,1.0651439498960227,710,n/a,137,0.0,33,13.9,n/a,3533,207,1430,184,1097,1023,4439,673,13.11,407,1.96,40.48,0.84,28.96,6.71,19.05,2.68,11.52,0.65,4.05,56,498,3.6,0,86.89
CHILE,4615,129522,43,79.18,0.9186416034669556,2285,1222,0.0,0.24814602923337667,1.04,49.51,245,0.0,0.2898777579393823,28.065438786565547,8.6,1.13,47,0.280578325734717,43.66049362946913,0.0,Country/Region,509,52,0.2930751276939975,0,1.1681740740923072,585,n/a,683,0.0,56,12.68,n/a,3528,283,1668,421,467,735,3393,591,26.48,534,5.31,47.28,1.02,20.83,11.03,16.75,14.8,15.14,1.21,6.13,48,397,9.12,0,73.52
EGYPT,4510,97283,44,78.05,0.7922701108647451,1464,458,0.0,0.24250023658559666,0.67,32.46,103,0.0,0.2177250036720938,21.57050997782705,7.43,1.04,27,0.2741946368501785,41.35511485587583,0.0,Country/Region,205,47,0.22012652404576183,0,0.8978341907523961,744,n/a,143,0.0,11,16.5,n/a,3592,115,1007,123,612,1181,4052,837,10.16,567,2.28,28.03,0.6,32.88,4.55,23.3,3.17,15.79,0.24,2.55,30,335,2.73,0,89.84
SLOVENIA,3130,88334,45,77.38,0.9473984345047924,1143,482,0.0,0.1682983903576314,0.96,36.52,40,0.0,0.19769662196242646,28.221725239616614,9.04,1.47,36,0.1902947257962436,42.42082696485623,0.0,Country/Region,160,46,0.19987722803633035,0,1.1746792202963101,470,n/a,234,0.0,23,15.02,n/a,2320,117,879,246,645,578,2648,504,15.4,359,1.28,37.89,1.15,24.91,5.11,21.72,7.48,15.47,0.73,3.74,30,283,7.86,0,84.6
NORTHERN IRELAND,3081,86342,46,74.68,1.0911700097370984,1049,579,0.0,0.16566368712200075,1.59,34.05,36,0.0,0.19323841027780725,28.02401817591691,11.1,1.88,8,0.18731567098345894,44.794529211295036,0.0,Country/Region,254,58,0.19536984199869625,0,1.166450014694527,619,n/a,212,0.0,49,20.09,n/a,2258,193,1188,281,793,510,2502,356,18.79,204,1.17,52.61,0.26,22.59,8.24,15.77,6.88,9.03,1.59,6.26,49,342,9.12,0,81.21
SLOVAKIA,3345,71011,47,76.83,0.6953968011958147,1582,503,0.0,0.17985882292213323,0.66,47.29,113,0.0,0.1589267419359914,21.22899850523169,6.52,2.06,43,0.20336608875029866,37.81833270553064,0.0,Country/Region,147,69,0.1606797138144752,0,0.8836193818792866,402,n/a,216,0.0,19,12.02,n/a,2498,95,757,200,1193,608,2842,523,15.04,610,3.38,30.3,1.29,24.34,4.39,20.94,6.46,24.42,0.57,2.84,22,218,5.98,0,84.96
UKRAINE,7326,69829,48,60.52,0.392785530985531,2473,776,0.0,0.3939150184536765,0.3,33.76,137,0.0,0.1562813572918047,9.531668031668032,3.43,0.91,23,0.4453990930298021,26.158578351078354,0.0,Country/Region,208,67,0.15800515041262608,0,0.3967387633639641,755,n/a,511,0.0,19,10.31,n/a,4036,111,1202,408,477,829,6550,508,10.59,1497,1.87,29.78,0.31,20.54,2.84,12.59,6.98,37.09,0.26,1.52,22,251,5.57,0,89.41
ROMANIA,5809,67304,49,59.44,0.5894969530039593,1942,521,0.0,0.3123467570567031,0.5,33.43,97,0.0,0.15063026065341942,11.586159407815458,5.87,1.1,31,0.35316998790746934,30.462610156653472,0.0,Country/Region,143,64,0.15229172182576559,0,0.4822533202292033,906,n/a,275,0.0,20,15.6,n/a,3180,85,1067,250,372,900,5288,442,8.97,771,1.67,33.55,0.53,28.3,2.46,13.9,4.73,24.25,0.34,1.46,29,341,4.3,0,91.03
MALAYSIA,3712,65993,50,71.44,0.7331264278017241,1288,369,0.0,0.19959221246246892,0.73,34.7,44,0.0,0.14769616651760828,17.778286637931036,8.05,1.89,23,0.2256786013276857,39.438602020474136,0.0,Country/Region,129,70,0.14932526444858774,0,0.7399896253235877,600,n/a,74,0.0,119,16.16,n/a,1678,77,492,173,486,403,3343,421,9.94,362,1.19,29.32,0.62,24.02,3.48,25.09,1.99,21.57,3.21,2.07,27,299,4.66,0,90.06
