Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
ITALY,124239,2127231,9,76.93,1.2682843454953758,56497,53160,75.13,3.8763949237039212,1.78,45.47,19610,63.34,5.645219224217744,17.12208726728322,13.83,3.12,4828,4.147202852059431,48.0692280395045,0.93,Country/Region,9637,3872,5.678034207362033,1159,1.4563065258644232,30461,n/a,25707,0.0,6547,24.52,n/a,90111,26908,48132,19085,4020,23802,71079,12248,42.79,5929,15.78,53.41,3.89,26.41,7.76,13.59,20.69,6.58,5.27,21.66,2217,17178,15.36,0,57.21
JAPAN,133465,1742334,10,75.9,0.8721233874049377,38035,53815,83.79,4.16425638078336,0.99,28.5,26962,76.12,4.62378434303007,13.054613569100514,8.16,5.43,5231,4.455174531750191,40.11283806990597,0.64,Country/Region,11480,7242,4.650661847561417,853,1.110350545265963,43096,n/a,17502,0.0,3770,32.29,n/a,100059,24179,44094,10142,5444,25701,79650,19097,40.32,11167,20.2,44.07,3.92,25.69,8.6,19.09,13.11,11.16,2.82,18.12,1315,10886,7.6,0,59.68
SPAIN,108519,1692428,11,72.02,1.1615283526387086,48683,49242,74.44,3.3859134468679386,1.53,44.86,20473,60.21,4.491344419672517,15.595683705157622,11.47,2.94,4403,3.6224559623197017,43.55219784000959,0.94,Country/Region,7773,3186,4.51745206679355,1021,1.3264793947485962,21894,n/a,21986,0.0,8705,20.18,n/a,76014,23423,42243,16593,3286,17911,59277,8738,45.38,7122,18.87,55.57,4.06,23.56,7.16,11.5,20.26,9.37,8.02,21.58,1662,12451,15.29,0,54.62
NETHERLANDS,67146,1560858,12,79.61,1.661213929347988,40091,37854,64.96,2.095029850103619,2.86,59.71,10221,55.42,4.142185586743546,23.245733178446965,18.15,5.85,8475,2.2413902454493564,52.92626098799631,1.7,Country/Region,7249,3925,4.166263615392352,1140,1.9771487201190356,10442,n/a,13102,0.0,5539,15.55,n/a,53508,23778,33483,11909,3651,12587,29292,5072,56.38,2366,15.22,62.58,12.62,23.52,10.8,9.48,19.51,4.42,8.25,35.41,1920,12187,17.74,0,43.62
INDIA,136520,1537476,13,75.67,0.783398253003223,26226,34648,90.88,4.259575777204094,0.82,19.21,19801,81.51,4.0801347253652285,11.261910342806916,7.67,1.03,2210,4.557153014457245,39.65928260694404,0.39,Country/Region,5037,1404,4.103852059789533,534,0.9578734922855048,35115,n/a,9293,0.0,2583,25.72,n/a,77200,14443,26343,7600,1821,20208,101872,16889,25.38,13760,14.5,34.12,1.62,26.18,3.69,21.88,6.81,17.82,1.89,10.58,1114,10470,5.57,0,74.62
SOUTH KOREA,85460,1349649,14,80.83,1.0017360999297917,23696,30290,84.88,2.6664470108398906,1.21,27.73,18336,79.71,3.5816817641084837,15.792756845307746,9.51,4.23,2212,2.852727048165222,43.65010386847648,0.75,Country/Region,4877,3614,3.602501651175618,638,1.3432413055830081,29150,n/a,13202,0.0,1831,34.11,n/a,68159,16627,31075,4865,4109,17708,55170,11321,35.44,8055,21.46,45.59,2.59,25.98,5.71,16.61,15.45,11.82,2.14,19.46,1032,8125,5.69,0,64.56
SWITZERLAND,53521,1260285,15,78.49,1.6491615496720915,36113,28073,57.97,1.669914702400676,2.97,67.47,9128,49.1,3.344528690110881,23.547486033519554,17.96,8.26,3690,1.7865762268295207,51.55172959585957,1.75,Country/Region,5727,4422,3.363970034765975,938,2.002814087032573,4739,n/a,11231,0.0,7762,8.85,n/a,42359,15343,25557,9528,3497,10506,25448,3970,52.45,2326,17.05,60.33,6.89,24.8,10.7,9.37,20.98,5.49,14.5,28.67,1588,9610,17.8,0,47.55
SWEDEN,45537,982397,16,81.96,1.5084666798427653,28242,23157,61.49,1.420805026124691,2.39,62.02,7922,53.9,2.6070729649078257,21.573599490524188,16.26,7.0,4224,1.520063557129648,52.53706272042515,1.46,Country/Region,4146,3187,2.6222275677675997,664,1.83492662045174,6404,n/a,9090,0.0,3828,14.06,n/a,35241,12677,20825,6865,1854,8680,22380,4157,50.85,1579,17.4,59.09,9.28,24.63,9.1,11.8,19.96,4.48,8.41,27.84,1087,7404,15.08,0,49.15
BRAZIL,79971,945002,17,74.63,0.8414091520676246,25719,38590,85.58,2.4951841084001507,0.91,32.16,24266,73.54,2.5078345780614404,11.816808593115004,7.45,1.53,2706,2.669499587746559,38.70659437170975,0.5,Country/Region,4242,1223,2.5224123200656328,403,1.005069954404848,26499,n/a,16215,0.0,2431,33.14,n/a,56251,19801,21434,7376,1886,14313,41381,10397,48.25,10107,30.34,38.1,3.38,25.44,5.3,18.48,20.28,17.97,3.04,24.76,725,5957,9.22,0,51.75
BELGIUM,37810,820790,18,78.48,1.6166611399100768,24427,18523,60.28,1.1797140355705154,2.76,64.6,5657,51.33,2.1782023142036206,21.70827823327162,16.63,6.29,2121,1.2621297646984209,50.917354715683686,1.57,Country/Region,3421,2379,2.1908639433426287,594,1.8463816217548272,4177,n/a,6634,0.0,4656,11.05,n/a,29235,10062,16866,7324,2629,7147,19287,3382,48.99,1840,14.96,57.69,5.61,24.45,9.05,11.57,17.55,6.29,12.31,26.61,1044,6288,19.37,0,51.01
IRAN,54645,767980,19,84.66,0.8347687052795316,12176,13002,93.25,1.704984752016684,0.85,22.28,7477,79.21,2.0380557916910496,14.05398481105316,8.77,0.5,1046,1.8240962970628196,43.709338724494465,0.48,Country/Region,2068,273,2.0499027658819817,263,1.1953513304329575,17415,n/a,4807,0.0,856,31.87,n/a,38542,4184,11471,2411,558,9936,41643,9598,23.79,7537,13.68,29.76,1.91,25.78,3.78,24.9,8.8,19.56,1.57,7.66,465,4794,4.41,0,76.21
DENMARK,31635,723891,20,81.16,1.6217701280227597,19254,16044,62.4,0.987047170464778,2.61,60.86,5024,53.76,1.921052950731823,22.882598387861545,17.28,6.04,1961,1.0560030443331008,52.83756952110004,1.57,Country/Region,3259,1912,1.9322198014233103,496,1.9462625578747599,4364,n/a,7018,0.0,2816,13.79,n/a,24992,8583,15073,5800,2145,6152,15591,2750,50.72,1017,15.88,60.31,6.2,24.62,10.3,11.0,22.18,4.07,8.9,27.13,825,5468,18.33,0,49.28
SCOTLAND,29042,628226,21,75.44,1.6553170924867435,14962,18564,58.04,0.9061426876762473,2.65,51.52,4288,42.02,1.6671783611433906,21.63163693960471,17.16,4.15,3354,0.969446512202368,49.74167974657393,1.66,Country/Region,2582,1206,1.6768694692556758,483,1.8398629529514576,5356,n/a,7010,0.0,10829,18.44,n/a,21035,8415,13092,8340,1076,4883,10478,2108,63.92,952,14.76,62.24,11.55,23.21,8.89,10.02,24.14,4.53,37.29,28.98,770,4983,28.72,0,36.08
POLAND,49620,607667,22,76.04,0.9539392906086256,15931,22700,81.32,1.5481991654326626,1.13,32.11,12711,63.46,1.6126191421254785,12.246412736799677,8.56,1.88,3042,1.6563575489112838,40.66384258766627,0.63,Country/Region,3182,931,1.6219931040329256,315,1.0416096185369101,10046,n/a,9715,0.0,1721,20.25,n/a,32729,8279,12339,3765,793,8375,26920,5970,45.75,6045,25.62,37.7,6.13,25.59,6.41,18.24,19.58,18.47,3.47,16.68,563,4248,7.59,0,54.25
RUSSIA,82649,595663,23,65.55,0.6817903713293567,20751,28215,87.24,2.5787406856881123,0.68,25.11,16845,67.47,1.5807630759213334,7.207141042238866,5.5,1.33,1765,2.7588934917365715,31.44433364106039,0.32,Country/Region,4466,1103,1.589951862331778,263,0.6129980748721625,22281,n/a,9725,0.0,1813,26.96,n/a,42210,7559,12184,5139,1555,7664,54434,7210,34.14,15152,20.38,28.87,2.14,18.16,5.4,17.08,11.77,35.9,2.19,9.15,559,4545,6.22,0,65.86
SINGAPORE,23620,590156,24,80.47,1.588405080440305,14425,8879,66.15,0.7369702597242945,2.8,61.07,3266,57.5,1.5661486676752299,24.985436071126163,18.49,3.56,860,0.788455568425726,53.06478478831499,1.88,Country/Region,1579,841,1.57525250228111,443,2.1251178687470187,2481,n/a,2750,0.0,1827,10.5,n/a,16857,4453,10357,3174,1384,3690,14741,1974,37.59,836,13.83,61.44,3.64,21.89,6.69,11.71,11.64,4.96,7.73,18.85,661,4368,13.44,0,62.41
HONG KONG,22873,578288,25,83.02,1.7215064005596117,8900,7644,60.23,0.7136630292410578,3.07,38.91,3179,53.62,1.5346535165830277,25.28256022384471,19.56,2.61,653,0.7635200769094678,55.455961985747386,1.83,Country/Region,1396,597,1.5435742736482194,418,2.150389544789855,7512,n/a,2904,0.0,1214,32.84,n/a,16959,3524,10197,2416,1198,3969,15229,1882,33.42,911,13.9,60.13,2.85,23.4,6.1,11.1,12.7,5.37,5.31,15.41,703,4474,10.56,0,66.58
AUSTRIA,29046,553023,26,75.32,1.403292367279488,17844,13275,61.75,0.9062674921232793,2.35,61.43,4412,49.83,1.4676055731768527,19.039557942573847,15.03,6.01,2839,0.9695800355839812,47.57959327273979,1.33,Country/Region,2514,1745,1.4761365885782851,386,1.6193955823555175,2870,n/a,5149,0.0,2435,9.88,n/a,21512,6886,11861,3510,1350,5106,15771,2875,45.7,1670,15.19,55.14,9.77,23.74,8.66,13.36,17.73,7.76,8.38,23.71,684,4366,12.08,0,54.3
TAIWAN,37661,530063,27,78.29,0.9551197843923424,12294,12878,81.28,1.1750650699185714,1.09,32.64,8184,74.32,1.4066746101605938,14.074586442208119,8.93,2.45,986,1.2571560187333304,43.492378941079636,0.63,Country/Region,1951,921,1.414851441172558,239,1.1971035870022688,13958,n/a,4739,0.0,1051,37.06,n/a,28796,6645,14152,1757,1696,7751,24783,3998,34.19,2895,21.73,49.15,2.62,26.92,5.18,13.88,12.58,10.05,2.79,17.64,411,3364,4.67,0,65.81
SAUDI ARABIA,21480,492201,28,85.78,1.2830762337057728,15614,8402,57.49,0.6701998805621442,2.45,72.69,4807,50.03,1.3061969045106985,22.914385474860335,14.88,1.49,594,0.7170205592626839,49.89842500931099,1.79,Country/Region,972,321,1.3137896706553263,384,1.9489661851552382,1116,n/a,2835,0.0,1064,5.2,n/a,16009,4091,6451,2029,671,4098,13078,3048,39.12,2412,22.38,40.3,2.77,25.6,4.53,19.04,13.2,15.07,4.95,19.05,527,3197,9.45,0,60.88
NORWAY,24862,488371,29,79.16,1.4792740205936772,14258,12963,65.12,0.7757220405277482,2.37,57.35,4826,51.01,1.2960328980493625,19.643270855120264,15.96,5.79,1703,0.8299145784166131,50.99379931622557,1.3,Country/Region,1882,1440,1.3035665820419144,324,1.670743939630271,3789,n/a,5579,0.0,3159,15.24,n/a,17365,6503,9606,4552,532,4717,11899,2034,52.14,1008,19.41,55.32,6.85,27.16,7.57,11.71,22.44,5.8,12.71,26.16,590,3967,18.31,0,47.86
TURKEY,51253,482705,30,71.19,0.7348417087780228,10635,17982,88.86,1.5991505809334998,0.79,20.75,9874,73.28,1.2809965375767962,9.418082843931087,6.81,1.57,926,1.7108684694548575,35.04286733849726,0.39,Country/Region,3285,807,1.2884428170070341,200,0.8010481019423562,16639,n/a,7526,0.0,1089,32.46,n/a,34622,6412,9379,3897,396,7186,33271,7774,35.08,10283,19.27,27.09,1.81,20.76,6.41,22.45,14.68,29.7,2.12,12.51,406,3492,7.6,0,64.92
PORTUGAL,27847,455852,31,74.99,1.16697291988365,13768,12074,72.54,0.8688573591254203,1.59,49.44,4961,61.89,1.2097343794811692,16.36987826336769,11.97,2.03,925,0.9295564019454358,45.45159807160557,0.93,Country/Region,1606,564,1.2167664205224527,260,1.392327942873006,6124,n/a,5782,0.0,1792,21.99,n/a,18944,5852,10081,4582,527,4716,15773,2315,43.36,1832,17.82,53.21,3.32,24.89,5.77,12.22,20.76,9.67,6.44,21.01,444,3333,16.45,0,56.64
FINLAND,21874,443086,32,82.27,1.438318560848496,12918,11477,65.14,0.6824931185948018,2.2,59.06,3441,54.77,1.1758561271351082,20.25628600164579,15.27,3.89,1358,0.7301726123515804,52.19741250342872,1.34,Country/Region,1779,850,1.1826912379535715,293,1.7228834915670665,3301,n/a,4010,0.0,3672,15.09,n/a,15767,5976,8948,4899,780,4000,10397,2010,52.47,809,15.73,56.75,6.21,25.37,8.13,12.75,18.33,5.13,16.79,27.32,481,3340,22.4,0,47.53
ISRAEL,23773,436559,33,77.5,1.3487075968535733,11108,9107,72.2,0.7417440298232707,1.94,46.73,2940,55.59,1.1585348555494321,18.363647835780085,13.86,3.15,925,0.7935628377724294,47.49893093004669,1.22,Country/Region,2287,749,1.1652692798909765,291,1.5619065458814232,4219,n/a,4043,0.0,1278,17.75,n/a,18072,4055,10327,2955,1070,4288,14666,2335,38.31,1122,12.37,57.14,3.89,23.73,9.62,12.92,17.01,6.21,5.38,17.06,462,3295,12.43,0,61.69
SOUTH AFRICA,25495,391150,34,77.84,1.190494653853697,12025,11767,73.08,0.7954723442705711,1.66,47.17,5968,54.42,1.0380290149742883,15.342223965483429,11.36,1.68,1371,0.8510446535568961,45.37318523632085,0.93,Country/Region,1313,428,1.044062953299223,236,1.3049215632080031,3035,n/a,5419,0.0,1894,11.9,n/a,16277,5089,6526,3115,317,4715,13728,2630,46.15,2406,23.41,40.09,5.38,28.97,5.15,16.16,21.26,14.78,7.43,19.96,422,2895,12.22,0,53.85
MALAYSIA,28499,357685,35,74.03,0.971686813572406,11306,10841,83.33,0.8892004839916456,1.23,39.67,7158,74.48,0.9492200133480209,12.550791255833538,10.04,0.74,476,0.9513207131483813,42.616949885960906,0.7,Country/Region,1262,211,0.9547377155843859,199,1.067498309365449,5412,n/a,2994,0.0,2519,18.99,n/a,12928,3451,4961,1945,268,3481,17658,2456,38.04,2030,25.12,38.37,1.67,26.93,4.43,19.0,10.51,15.7,8.84,12.11,350,2861,6.82,0,61.96
GREECE,20846,343856,36,76.16,1.2014636429051138,10380,7646,71.27,0.6504183757075632,1.73,49.79,3220,60.76,0.9125207847961112,16.49505900412549,12.61,2.99,701,0.6958571032769976,45.86200198599252,1.12,Country/Region,1507,624,0.9178251588128788,234,1.4029750986100562,3761,n/a,3317,0.0,1420,18.04,n/a,14188,3442,6983,2218,432,3647,13200,2201,36.68,1357,15.45,49.22,3.36,25.7,7.23,15.51,15.91,9.56,6.81,16.51,360,2628,10.64,0,63.32
CZECH REPUBLIC,26271,326917,37,69.41,0.9698252788245595,11249,9505,73.84,0.81968440699479,1.14,42.82,4859,58.25,0.8675682768460934,12.444025731795517,9.21,3.63,984,0.8769481895898495,39.833120699630776,0.69,Country/Region,1610,954,0.8726113473187321,182,1.0584174463277398,4530,n/a,4045,0.0,1181,17.24,n/a,15980,3893,7141,2052,1372,4007,16766,2522,36.18,2310,18.5,44.69,3.75,25.08,6.13,15.78,15.4,14.46,4.5,14.82,299,2419,7.81,0,63.82
NEW ZEALAND,17508,325852,38,79.45,1.4187416152615946,9551,6357,65.89,0.5462690646593119,2.17,54.55,2337,49.97,0.8647419930650692,18.611606122915237,13.81,2.79,655,0.5844318413208133,48.89076731779758,1.25,Country/Region,1372,489,0.869768634688632,218,1.5829964554269187,1942,n/a,2467,0.0,1357,11.09,n/a,12407,2979,6177,1993,390,3491,11151,1804,36.31,935,13.35,49.79,3.74,28.14,7.84,14.54,14.09,7.54,7.75,17.02,380,2417,11.38,0,63.69
IRELAND,18591,324379,39,67.09,1.3217348555752784,9322,7943,68.58,0.5800598686932412,2.1,50.14,2356,55.17,0.860832963948216,17.448173847560646,13.34,4.0,762,0.6205832968925771,43.000132262922925,1.35,Country/Region,1678,744,0.8658368828537609,251,1.4840415798588174,2424,n/a,3276,0.0,2006,13.04,n/a,13695,3393,7305,3147,560,3026,10648,2745,42.72,619,12.67,53.34,4.1,22.1,9.03,20.04,17.62,4.52,10.79,18.25,391,2480,16.93,0,57.28
MEXICO,25970,308264,40,72.9,0.8025768348093956,10521,10253,78.25,0.8102928723556277,0.97,40.51,5852,63.8,0.8180671769705586,11.870003850596843,6.92,1.54,745,0.8669005551234591,36.71864659607239,0.64,Country/Region,1611,399,0.8228225034790532,166,1.0095944378633495,6243,n/a,4398,0.0,1228,24.04,n/a,18203,3970,6820,2045,327,4693,15717,3230,39.48,3460,22.53,37.47,2.87,25.78,6.2,17.74,16.93,19.01,4.73,15.29,251,1798,7.87,0,60.52
EGYPT,19320,292491,41,82.31,1.0082637267080745,9592,6287,77.36,0.6028054791648336,1.15,49.65,3798,56.49,0.7762089853479345,15.139285714285714,10.45,1.43,433,0.644917933191576,44.39713421842651,0.63,Country/Region,1043,277,0.780720995202462,122,1.2876607996718037,3554,n/a,1708,0.0,683,18.4,n/a,13615,2631,4709,1013,428,3602,13033,3097,32.54,2207,19.66,34.59,2.24,26.46,5.4,22.75,8.84,16.21,3.54,13.62,223,2019,5.24,0,67.46
PAKISTAN,18262,290708,42,79.95,0.993309237761472,9031,5634,78.53,0.5697947029248547,1.49,49.45,3572,62.05,0.7714772820788582,15.918738363815573,10.47,0.43,542,0.6096009987548945,42.76767644836272,0.95,Country/Region,668,79,0.7759617871090643,173,1.3539565708819898,3543,n/a,2062,0.0,649,19.4,n/a,12550,2306,3506,852,215,2967,12628,2674,30.85,3403,19.56,27.94,2.97,23.64,3.66,21.31,11.29,27.12,3.55,12.63,273,1912,4.67,0,69.15
CHILE,14010,220912,43,75.96,1.1489918772305496,8319,6724,66.69,0.43712757572977845,1.56,59.38,3284,49.69,0.5862535235996421,15.768165596002856,10.66,1.37,429,0.46766564410010253,43.62868100642399,1.01,Country/Region,1102,192,0.5896613451086231,141,1.3411497149794314,2070,n/a,3455,0.0,1130,14.78,n/a,10402,3404,4943,1909,168,2652,7286,1174,47.99,1633,23.44,47.52,3.06,25.5,7.87,11.29,24.66,15.7,8.07,24.3,219,1493,13.63,0,52.01
WALES,9852,220665,44,75.09,1.6040501218026797,4708,6066,55.35,0.3073933530399555,2.43,47.79,1317,39.7,0.5855980380654515,22.397990255785626,15.89,3.1,1125,0.3288680889132198,48.633078786033295,1.43,Country/Region,853,305,0.5890020493155388,141,1.9050445700084295,2236,n/a,2198,0.0,3877,22.7,n/a,7286,2554,4392,2771,426,1727,3786,768,61.57,399,13.37,60.28,11.42,23.7,8.66,10.54,22.31,5.48,39.35,25.92,239,1565,28.13,0,38.43
HUNGARY,12092,212387,45,74.59,1.2655232798544493,6283,6112,67.42,0.3772838433779072,1.93,51.96,2061,52.3,0.5636299844135093,17.564257360238173,11.34,6.26,671,0.40364118261659093,42.59946096592789,1.22,Country/Region,1033,757,0.566906297999136,147,1.493914977559609,1892,n/a,2595,0.0,2715,15.65,n/a,8985,2361,4228,2347,444,2161,5980,1400,50.55,1196,17.04,47.06,5.55,24.05,8.54,15.58,21.46,13.31,22.45,19.53,233,1371,19.41,0,49.45
ARGENTINA,16573,205635,46,69.38,0.8518538828214566,6608,6993,77.7,0.5170960251655687,1.03,39.87,3239,54.92,0.5457116106205747,12.407832015929523,7.15,1.68,427,0.5532207508687365,36.31097896578773,0.81,Country/Region,1096,278,0.5488837668456749,134,1.0553390164734753,3979,n/a,2821,0.0,668,24.01,n/a,11359,4986,5017,2231,1105,3202,9580,1741,42.2,1399,19.54,44.17,2.58,28.19,6.61,15.33,17.02,12.32,4.03,30.09,171,1185,13.46,0,57.8
THAILAND,15654,180864,47,76.13,0.8751284783441933,6885,5511,78.36,0.48842220345995363,1.03,43.98,3339,63.13,0.47997463828278075,11.553852050594097,8.46,1.74,460,0.5225437539431124,41.20579972530983,0.44,Country/Region,819,273,0.48276467336190887,69,0.9827043792904357,2928,n/a,1683,0.0,708,18.7,n/a,10107,2562,4025,893,165,2567,10143,1911,35.21,1604,21.33,39.82,2.94,25.4,5.23,18.91,10.75,15.87,4.52,16.37,161,1324,5.7,0,64.79
ROMANIA,19501,177610,48,61.93,0.8817701348648789,5639,5695,82.7,0.6084528803930342,1.06,28.92,3097,64.51,0.471339213472027,9.10773806471463,7.8,1.89,538,0.6509598662095716,33.523883047023226,0.59,Country/Region,1012,368,0.4740790518611146,115,0.7746519552468258,4954,n/a,2269,0.0,665,25.4,n/a,9465,2021,3138,1048,226,2234,13806,2330,29.2,1763,15.88,33.15,2.76,23.6,5.19,24.62,11.64,18.63,3.41,10.36,206,1521,5.37,0,70.8
