Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
ITALY,92121,2358835,9,75.93,1.1831896592525049,34820,26414,72.6,3.717673000874523,1.6,37.8,5813,63.46,5.000278224851256,25.60583363185376,12.4,2.84,2036,4.085838942873832,46.088170654899535,0.0,Country/Region,7839,2614,5.0583821883427245,0,1.3450021622867367,22849,n/a,12376,0.0,2354,24.8,n/a,70226,9675,37403,10726,14559,17904,65707,9708,28.67,5211,6.31,53.26,2.21,25.49,8.51,13.82,13.43,7.42,2.56,10.5,1476,11421,11.64,0,71.33
AUSTRALIA,75510,2229603,10,78.59,1.3582946232287114,29606,19366,68.06,3.0473126463676605,1.86,39.21,3985,56.35,4.726331146927629,29.52725466825586,14.61,2.05,1320,3.3490919396923946,49.828469214673554,0.0,Country/Region,6455,1551,4.78125180535116,0,1.550983340210046,14825,n/a,6766,0.0,2559,19.63,n/a,55196,8143,28732,7606,10892,14586,56144,7990,25.65,3888,5.28,52.05,1.75,26.43,8.55,14.48,8.96,7.04,3.39,10.78,1408,11029,10.07,0,74.35
SPAIN,84304,2060699,11,73.58,1.067734605712659,30440,24840,74.56,3.4022069307294305,1.34,36.11,6082,62.13,4.36828703053531,24.443668153349783,11.13,2.35,2002,3.7391318617908573,44.072567541279184,0.0,Country/Region,6570,1981,4.419047164017688,0,1.2839568901820892,17729,n/a,11514,0.0,3404,21.03,n/a,60524,9620,32468,10186,11130,14809,59464,7226,29.46,6021,7.21,53.64,2.37,24.47,7.79,11.94,13.66,9.95,4.04,11.41,1132,9383,12.08,0,70.54
NETHERLANDS,53951,1994786,12,78.42,1.5947794517247134,26245,20004,65.5,2.177268766841235,2.55,48.65,3432,58.68,4.228564100090993,36.97403199199273,17.49,5.55,3377,2.3928864950118443,52.09287871216474,0.0,Country/Region,6079,2996,4.277700632708703,0,1.9421415327726217,9552,n/a,7933,0.0,1870,17.7,n/a,42877,9846,26912,7116,15955,10125,33947,4055,37.08,1785,6.36,62.77,6.26,23.61,11.27,9.46,14.7,4.16,3.47,18.25,1377,9437,13.19,0,62.92
SWITZERLAND,38253,1521269,13,78.81,1.6740320471596999,22840,15346,56.26,1.54375381620318,2.85,59.71,2887,51.26,3.2247987904373323,39.76861945468329,17.63,7.3,1332,1.696633743465146,51.7740563877343,0.0,Country/Region,3914,2794,3.262271423511161,0,2.0889333238175474,3536,n/a,7066,0.0,3504,9.24,n/a,30712,7296,18482,7213,11362,7169,22907,3060,40.12,2001,7.55,60.18,3.48,23.34,10.23,9.96,18.47,6.52,9.16,19.07,1089,6745,18.86,0,59.88
SOUTH KOREA,63428,1355188,14,80.64,0.8648305385634105,15734,15990,81.31,2.5597264803841604,0.98,24.81,4629,79.0,2.8727388931314497,21.365769060982533,8.57,4.56,1347,2.8132194881579817,42.52271612852368,0.0,Country/Region,6171,2892,2.906120538764178,0,1.1222835389429235,20908,n/a,5864,0.0,949,32.96,n/a,50734,6281,21555,3843,13945,12454,47438,9663,25.21,7062,7.3,42.49,2.12,24.55,9.73,19.05,9.25,13.92,1.5,9.9,620,5434,6.06,0,74.79
INDIA,71467,1306670,15,81.27,0.742578050009095,13501,15148,85.35,2.884151673923422,0.9,18.89,5740,78.12,2.7698900296402207,18.283543453621952,7.42,1.09,1618,3.169772926155428,40.89802250549205,0.0,Country/Region,3364,781,2.8020765564534136,0,0.9603829280837485,16726,n/a,4927,0.0,1085,23.4,n/a,50295,6530,15740,4426,5488,13180,56319,9878,21.2,11497,8.03,31.3,2.26,26.21,4.71,19.64,6.89,22.86,1.52,9.14,646,5301,6.19,0,78.8
SWEDEN,31973,1120639,16,82.22,1.4534278359866137,17116,11002,60.31,1.2903155508186097,2.16,53.53,2433,54.89,2.3755399549434726,35.0495418008945,15.65,6.53,1011,1.4180971604792072,52.567185750476966,0.0,Country/Region,3188,2087,2.4031440762758747,0,1.8410534953534181,4650,n/a,4774,0.0,1156,14.54,n/a,25302,4612,14615,4370,7947,6486,20971,3017,34.41,1184,7.61,57.76,3.16,25.63,9.97,11.92,14.93,4.68,3.62,14.42,691,5004,13.67,0,65.59
BELGIUM,29375,956022,17,79.09,1.5135788119148936,16456,9819,60.65,1.1854695932598336,2.36,56.02,1778,54.13,2.0265834571213106,32.54542978723404,15.93,6.34,789,1.3028681728044509,50.84236405787234,0.0,Country/Region,2888,1863,2.0501326529680073,0,1.709519559711828,3417,n/a,3580,0.0,1389,11.63,n/a,22873,4751,13311,4364,7311,5292,19556,2635,33.43,1635,6.05,58.2,2.69,23.14,9.83,11.52,12.19,7.15,4.73,16.17,692,4680,14.86,0,66.57
BRAZIL,54275,876824,18,74.96,0.7414575789958545,12593,22655,83.65,2.190344244227318,0.78,23.2,13708,72.35,1.858698872208941,16.155209580838324,6.39,1.25,2702,2.4072568537518833,37.80200348779364,0.0,Country/Region,3078,680,1.8802972246517546,0,0.8485875574616032,18100,n/a,8522,0.0,850,33.35,n/a,39425,11038,12997,3167,2924,9610,31620,7331,41.74,9487,25.26,32.97,4.98,24.38,5.67,18.59,15.7,24.06,1.57,20.34,424,3466,5.84,0,58.26
DENMARK,20498,794736,19,81.38,1.6645334130159042,10945,6850,59.45,0.8272257267281726,2.75,53.4,1368,53.72,1.6846880410479697,38.77139233095912,17.66,5.96,604,0.9091469551028301,53.33444726802615,0.0,Country/Region,2319,1221,1.7042643622104743,0,2.0365517979127845,2911,n/a,2734,0.0,807,14.2,n/a,16347,2938,9791,2559,5334,4037,13648,1815,33.42,704,6.67,59.89,2.95,24.7,11.31,11.1,13.34,4.31,3.94,14.33,564,3619,12.48,0,66.58
TAIWAN,37946,780368,20,80.99,0.8852553997786329,7999,8475,82.75,1.5313643978157496,0.73,21.08,2525,77.77,1.6542306340929842,20.565224266062298,8.75,2.08,667,1.6830173850293684,45.080790813260954,0.0,Country/Region,2594,790,1.6734530357369783,0,1.0802331805888161,15564,n/a,3658,0.0,596,41.02,n/a,29302,2506,14938,2689,5386,7289,29471,4458,22.33,2617,6.65,50.98,1.76,24.88,6.84,15.21,9.64,8.93,1.57,6.6,278,3319,7.09,0,77.67
SCOTLAND,23223,733884,21,75.14,1.4785058002842009,9278,8399,56.09,0.9371969485709996,2.22,39.95,1446,43.8,1.5556934608680721,31.601601860224775,14.87,2.93,822,1.030008768580009,48.45840123153771,0.0,Country/Region,2723,681,1.5737708461633444,0,1.6599429428789019,4452,n/a,3148,0.0,2470,19.17,n/a,16783,3328,10137,3408,3689,4064,14824,1763,36.17,819,6.23,60.4,3.54,24.21,11.73,10.5,13.56,4.88,10.64,14.33,516,3453,14.68,0,63.83
AUSTRIA,21783,637499,22,73.69,1.3240220401230318,11653,6141,61.03,0.8790837157439644,2.19,53.5,1152,54.01,1.3513757291478423,29.265895423036312,13.74,4.94,974,0.9661405075131696,45.534976601019146,0.0,Country/Region,1897,1076,1.3670789125506018,0,1.5372548768056513,2296,n/a,2491,0.0,854,10.54,n/a,16254,2439,8841,2118,4713,3861,15642,2172,28.19,1380,5.29,54.39,4.47,23.75,8.71,13.36,11.44,8.49,3.92,11.2,476,2992,9.72,0,71.81
ISRAEL,19138,578383,23,78.86,1.3243384104922145,8110,5503,65.85,0.7723410068359726,1.85,42.38,956,56.12,1.2260611363338867,30.221705507367542,13.71,2.95,589,0.8488269307619262,48.29297469955063,0.0,Country/Region,1792,565,1.2403081458602363,0,1.5874608825402867,3171,n/a,2514,0.0,752,16.57,n/a,14805,1905,8210,2166,4761,3458,13635,2248,28.75,889,5.0,55.45,3.08,23.36,9.36,15.18,13.14,6.0,3.93,9.95,354,2623,11.32,0,71.25
NORWAY,16234,560281,24,82.43,1.4638535481089074,8137,5331,62.41,0.6551459873014515,2.01,50.12,1287,53.1,1.1876883648487013,34.51281261549833,15.46,6.95,723,0.7200259376104666,52.75162847726993,0.0,Country/Region,1521,1129,1.2014894771642994,0,1.8128606262869646,2868,n/a,2040,0.0,831,17.67,n/a,12250,2323,6685,1800,2389,3348,10903,1551,32.84,666,7.93,54.57,4.45,27.33,9.37,12.66,12.57,5.44,5.12,14.31,327,2509,11.09,0,67.16
SINGAPORE,15006,530458,25,82.22,1.4275080034652807,7409,3507,67.43,0.6055883137517297,2.27,49.37,899,60.6,1.1244693192182358,35.349726775956285,16.84,2.6,292,0.6655605038673563,52.638064227642275,0.0,Country/Region,854,390,1.1375358169875829,0,1.8568213647518126,1720,n/a,1184,0.0,582,11.46,n/a,11151,1469,6571,1462,4885,2795,11499,1214,23.37,571,5.99,58.93,1.95,25.07,5.69,10.89,7.89,5.12,3.88,9.79,341,2527,9.74,0,76.63
IRAN,32205,526864,26,79.54,0.8524563608135383,5658,5669,89.53,1.299678238329632,0.85,17.57,2756,77.5,1.1168507278627084,16.359695699425554,8.68,0.55,428,1.42838704698442,41.81386326967863,0.0,Country/Region,1445,178,1.1298286964874615,0,0.8593286360615712,9755,n/a,1763,0.0,259,30.29,n/a,23861,1375,5993,1040,1613,6830,26536,5920,17.6,5118,8.56,25.12,1.33,28.62,4.49,24.81,5.47,21.45,0.8,4.27,275,2797,3.23,0,82.4
FINLAND,16271,510505,27,82.13,1.31926129309815,7925,4840,64.97,0.6566391745338128,2.01,48.71,1184,56.95,1.0821727824021985,31.375145965214184,14.22,4.46,476,0.7216669970962117,51.28679648454305,0.0,Country/Region,1497,725,1.094747788234405,0,1.6480478539381958,3017,n/a,2007,0.0,734,18.54,n/a,12078,1977,6721,1683,3039,3157,11431,1567,29.75,633,7.28,55.65,2.93,26.14,9.2,12.97,12.33,5.24,4.51,12.15,327,2313,10.34,0,70.25
HONG KONG,15668,505233,28,83.76,1.479009962981874,4893,3604,60.97,0.6323042582874918,2.16,31.23,728,59.69,1.0709971525673794,32.24617053867756,16.26,1.96,353,0.6949221627744727,53.59587775721216,0.0,Country/Region,1028,307,1.0834422959481949,0,1.6938003161136796,4906,n/a,1393,0.0,320,31.31,n/a,11889,1336,6630,1495,3660,3127,12064,1373,23.0,759,4.65,55.77,2.25,26.3,6.56,11.55,8.89,6.38,2.04,8.53,338,2547,9.54,0,77.0
TURKEY,36094,504472,29,75.54,0.7574986923034299,5790,7704,82.04,1.4566243233743126,0.76,16.04,2477,72.62,1.069383978382194,13.97661661217931,6.63,0.86,860,1.6008757048239608,37.077354255554944,0.0,Country/Region,2661,312,1.0818103764432998,0,0.7341522184010596,10639,n/a,2822,0.0,317,29.48,n/a,26911,2140,7652,1706,1711,5763,28390,5782,21.34,7714,6.86,28.43,2.38,21.42,7.37,21.49,7.82,28.66,0.88,5.93,275,2394,4.73,0,78.66
POLAND,32118,503872,30,74.83,0.7730882807148639,8945,7838,72.19,1.2961672305129985,0.91,27.85,2287,60.15,1.0681120933478823,15.688149947070178,6.88,1.71,1412,1.4245283395449653,36.57728192290928,0.0,Country/Region,1890,549,1.0805237119190725,0,0.824054233283728,5505,n/a,3559,0.0,611,17.14,n/a,23227,2245,7542,2249,2414,5525,24280,4246,24.4,5914,7.12,32.47,4.4,23.79,5.88,18.28,11.08,25.46,1.9,6.99,292,2209,7.0,0,75.6
RUSSIA,44129,474043,31,68.57,0.5334379523669243,11325,6670,75.33,1.7808880912668321,0.56,25.66,1599,58.93,1.0048803288670738,10.742210337873054,4.3,1.28,732,1.9572517309851105,27.983428539055954,0.0,Country/Region,1424,564,1.0165571850971138,0,0.5642579866723987,8532,n/a,3918,0.0,604,19.33,n/a,30810,1556,6874,2915,1835,4904,37459,4117,15.11,14915,3.62,22.31,1.66,15.92,3.23,13.36,8.88,48.41,1.37,3.53,248,1896,6.61,0,84.89
PORTUGAL,18578,440538,32,74.36,1.0901705619550006,7981,5600,74.08,0.7497414162921255,1.51,42.96,1236,62.3,0.9338561487427152,23.712886209495103,11.66,1.79,418,0.8239892736803774,45.015271326299924,0.0,Country/Region,1232,332,0.9447076936233892,0,1.2455709774726544,3813,n/a,2964,0.0,546,20.52,n/a,12957,2001,6582,2714,1801,3461,12978,1624,30.14,1290,6.65,50.8,2.25,26.71,6.63,12.53,15.95,9.96,2.94,10.77,281,2167,14.61,0,69.86
GREECE,18017,392266,33,76.71,0.993747044458012,6878,4358,72.4,0.727101469336593,1.2,38.18,1109,65.26,0.8315287581155539,21.771993117611146,10.43,2.03,561,0.7991072636397546,44.02880103235833,0.0,Country/Region,1398,365,0.8411912437675578,0,1.1436213419761623,3636,n/a,1796,0.0,492,20.18,n/a,13728,1581,6532,1290,1936,3711,13659,2318,24.19,1167,6.16,47.58,3.11,27.03,7.76,16.89,9.97,8.5,2.73,8.78,217,1879,7.16,0,75.81
IRELAND,13895,380095,34,69.56,1.3007516804605974,5760,4235,67.94,0.5607523403692046,1.6,41.45,680,57.16,0.8057285701945403,27.354803886290032,12.81,3.02,285,0.6162843663359266,43.62716020870817,0.0,Country/Region,1182,420,0.8150912538936076,0,1.4368706328787513,1670,n/a,1931,0.0,914,12.02,n/a,10244,1428,5157,2088,2500,2304,9660,2301,30.48,482,4.89,50.34,2.05,22.49,8.51,22.46,13.9,4.71,6.58,10.28,223,1780,15.03,0,69.52
NEW ZEALAND,13681,370762,35,80.79,1.296450858855347,6239,3197,62.42,0.5521160682685202,1.66,45.6,641,47.64,0.7859443984858208,27.10050434909729,13.22,3.03,275,0.6067928330940492,49.481974439003004,0.0,Country/Region,1175,415,0.7950771872192526,0,1.423512996009344,1469,n/a,1158,0.0,455,10.74,n/a,9385,1088,4563,1106,2081,2656,10484,1537,23.37,629,4.69,48.62,2.01,28.3,8.59,16.38,8.46,6.7,3.33,7.95,227,1809,8.08,0,76.63
SOUTH AFRICA,15178,323563,36,78.54,1.024568981420477,5916,4866,68.06,0.6125296165616256,1.26,38.98,1906,50.47,0.6858915622616871,21.31789432072737,9.42,1.43,393,0.6731892128281176,44.40441566741336,0.0,Country/Region,983,217,0.6938617224209142,0,1.1197688139748596,1890,n/a,2289,0.0,547,12.45,n/a,9941,1768,3805,1584,1189,2874,10312,1731,32.06,1531,12.56,38.28,2.59,28.91,6.48,17.41,15.08,15.4,3.6,11.65,191,1430,10.44,0,67.94
CZECH REPUBLIC,17982,308982,37,68.36,0.9768185574463353,6186,3794,71.99,0.7256889949276026,1.18,34.4,1229,59.26,0.6549826361195211,17.18284951618285,9.09,2.91,524,0.7975549100721578,38.77904415526638,0.0,Country/Region,970,523,0.6625936300413178,0,0.9025665825135801,3492,n/a,1649,0.0,355,19.42,n/a,11079,1191,4605,1071,1580,2867,14188,2019,21.1,1588,6.83,41.57,2.91,25.88,5.39,18.22,9.17,14.33,1.97,6.62,212,1634,5.96,0,78.9
MEXICO,16397,298029,38,73.43,0.7620915594316034,6176,3822,74.54,0.6617240824061784,0.94,37.67,1276,61.95,0.6317643748181602,18.175824846008418,6.89,1.57,416,0.7272554699395601,37.36816659144966,0.0,Country/Region,1032,257,0.6391055691515489,0,0.9547247736865221,3629,n/a,1718,0.0,480,22.13,n/a,11442,1431,4467,1098,1206,2807,12575,1977,23.31,2191,7.78,39.04,2.54,24.53,6.29,17.28,10.48,19.15,2.93,8.73,154,1129,6.7,0,76.69
MALAYSIA,14528,256645,39,77.47,1.0013509223568282,4942,3568,82.65,0.5862979489660889,1.31,34.02,1913,71.89,0.5440382243848979,17.66554240088106,9.87,0.74,152,0.6443597894298915,42.95794170567181,0.0,Country/Region,483,107,0.5503600280338466,0,0.9279210772343409,2414,n/a,679,0.0,1050,16.62,n/a,7822,1500,2364,1020,903,1898,10960,1605,24.56,1955,13.17,30.22,1.05,24.26,3.32,20.52,4.67,24.99,7.23,10.32,190,1434,7.02,0,75.44
WALES,8195,243791,40,73.89,1.4060188285539963,3103,2324,54.87,0.33072079376219016,2.1,37.86,336,41.44,0.5167902073331592,29.74874923733984,15.11,2.44,180,0.3634724996130204,47.462016985967054,0.0,Country/Region,824,200,0.522795385043151,0,1.5626178247043183,1690,n/a,830,0.0,670,20.62,n/a,5826,902,3251,984,1468,1491,5871,746,28.36,338,4.1,55.8,2.2,25.59,10.05,12.8,10.13,5.8,8.18,11.01,172,1238,12.01,0,71.64
ARGENTINA,12590,241582,41,74.55,0.8608057823669579,4607,3418,74.76,0.508087223119704,0.83,36.59,1002,56.44,0.5121075505985014,19.18840349483717,7.42,1.45,336,0.5584037547441033,39.345099912629074,0.0,Country/Region,953,182,0.5180583151531211,0,1.0079126718717943,2752,n/a,1461,0.0,342,21.86,n/a,9118,1806,3902,1127,755,2502,9172,1598,27.15,1116,7.96,42.79,2.67,27.44,7.57,17.53,11.6,12.24,2.72,14.34,105,934,8.95,0,72.85
SAUDI ARABIA,8242,210256,42,83.47,1.0231425503518565,5025,2190,57.17,0.3326175451114059,1.7,60.97,1131,46.83,0.445702432957085,25.510313030817763,10.63,1.4,169,0.36555708868950754,45.15933889832565,0.0,Country/Region,453,115,0.4508815603432152,0,1.3399847347433305,416,n/a,614,0.0,122,5.05,n/a,6161,1164,2290,437,1643,1537,6052,1309,26.57,1025,13.72,37.17,2.05,24.95,5.5,21.25,7.45,16.64,1.48,14.12,140,876,5.3,0,73.43
HUNGARY,9054,200483,43,75.65,1.0116236249171637,4454,2664,61.67,0.3653869513999841,1.41,49.19,525,52.34,0.4249855455565371,22.143030704660923,10.43,3.91,316,0.4015716914577532,42.283374530594216,0.0,Country/Region,777,354,0.42992393968442666,0,1.1631108990843826,1398,n/a,1248,0.0,552,15.44,n/a,7171,916,3255,1046,1158,1780,6390,1263,29.42,873,5.8,45.39,3.49,24.82,8.58,17.61,13.78,12.17,6.1,10.12,128,944,11.55,0,70.58
THAILAND,8996,191280,44,79.66,0.9911016451756336,3713,2128,74.37,0.3630462795222285,1.49,41.27,860,61.82,0.40547694893858544,21.26278345931525,9.92,1.81,192,0.39899921983144987,44.317020653623835,0.0,Country/Region,645,163,0.410188650323654,0,1.1168739959880485,1739,n/a,497,0.0,180,19.33,n/a,6732,886,2677,431,930,1655,6868,1345,23.65,1055,9.56,39.77,2.13,24.58,7.17,19.98,5.52,15.67,2.0,9.85,134,892,4.79,0,76.35
EGYPT,9730,190525,45,82.98,0.8322659403905448,4024,2227,72.66,0.39266788569934225,0.76,41.36,1068,53.39,0.40387649360374317,19.58119218910586,8.77,1.1,299,0.4315542917919083,43.24037635149024,0.0,Country/Region,490,107,0.4085695974640014,0,1.0285447532446874,1495,n/a,595,0.0,192,15.36,n/a,7353,845,2405,370,1305,2019,7503,1710,22.89,1219,10.98,32.71,3.07,27.46,5.04,23.26,6.12,16.58,1.97,8.68,74,853,3.8,0,77.11
CHILE,8020,178835,46,77.47,0.9427569326683292,3993,3285,64.45,0.32365842171723797,1.13,49.79,1363,48.08,0.37909593351856924,22.29862842892768,9.56,1.37,283,0.3557107317750364,42.713068753117206,0.0,Country/Region,822,110,0.3835010836503067,0,1.1712840083295095,1106,n/a,1766,0.0,343,13.79,n/a,6106,1491,2585,817,554,1247,4735,872,40.96,1402,17.0,42.34,3.53,20.42,10.25,14.28,22.02,22.96,4.28,18.59,91,767,10.19,0,59.04
ROMANIA,15326,138363,47,55.4,0.6160641002218452,3424,1775,80.61,0.618502365491071,0.72,22.34,615,62.43,0.2933030483374608,9.027991648179563,5.65,0.95,219,0.6797534507710984,26.93641933315934,0.0,Country/Region,388,145,0.29671127260942987,0,0.4742149176819842,3161,n/a,808,0.0,173,20.63,n/a,7845,456,2064,553,541,1568,13551,1634,11.58,2579,4.01,26.31,1.43,19.99,2.53,20.83,5.27,32.87,1.13,2.98,111,866,3.61,0,88.42
PAKISTAN,7928,131793,48,83.0,0.6952449293642786,2746,1507,82.09,0.31994563184217734,0.91,34.64,669,68.6,0.2793759072117471,16.623738647830475,6.33,0.52,195,0.35163025954021065,38.59165063067609,0.0,Country/Region,348,41,0.28262229606914124,0,0.8731980668189198,1776,n/a,531,0.0,147,22.4,n/a,5350,693,1268,295,413,1276,6421,1388,19.01,1418,8.44,23.7,2.46,23.85,4.39,25.94,6.7,26.5,1.85,8.74,72,502,3.72,0,80.99
NORTHERN IRELAND,4093,110354,49,73.76,1.272099438064989,1710,1111,59.03,0.1651787930285106,1.66,41.78,182,45.96,0.23392933512739783,26.961641827510384,12.97,1.91,83,0.18153666149067635,46.719146933789396,0.0,Country/Region,390,78,0.23664762817762713,0,1.4162189397220053,691,n/a,483,0.0,209,16.88,n/a,2922,423,1615,456,668,706,2982,438,27.14,163,4.45,55.27,2.03,24.16,9.53,14.99,11.8,5.58,5.11,10.33,68,531,11.14,0,72.86
